"","cSObM2TOMPOOM080315.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report"
"87541",5,6,7,1,2,9,4,3,5,8,10
"128944",3,7,16,0,1,4,3,1,7,4,9
"46125",23,18,13,0,8,10,4,12,18,17,15
"2036206",6,13,18,0,3,6,2,6,18,4,13
"2748",9,8,18,2,5,12,9,12,21,6,13
"257487",18,19,23,2,5,10,18,12,21,11,25
"2751",13,12,24,2,3,13,15,8,22,6,21
"147709",2,3,4,1,2,5,4,4,8,5,3
"1868793",26,11,13,4,5,9,152,6,5,8,9
"2496265",21,11,9,1,3,6,10,3,12,4,7
"1868794",17,5,3,0,5,3,26,3,4,0,3
"708126",7,11,7,2,1,3,8,3,20,2,8
"2621505",8,2,7,1,0,5,9,2,6,0,4
"29394",16,20,28,4,11,16,8,6,21,6,18
"2632303",14,5,10,1,6,8,8,8,9,2,8
"73918",1801,2511,4447,311,917,2569,404,1409,2378,2716,3601
"28033",0,1,2,0,0,2,0,2,1,2,2
"1297617",130,161,357,22,79,204,42,96,173,237,269
"2610894",98,101,204,21,45,99,20,82,104,150,171
"2086584",68,83,130,10,31,90,16,51,88,63,98
"2060094",37,53,86,9,28,51,20,26,60,49,66
"86331",10,11,15,0,10,14,4,15,10,12,28
"178898",33,54,74,6,26,39,6,19,46,38,71
"1981510",4,6,10,0,3,8,2,4,7,6,10
"853",378,447,718,44,187,458,96,290,492,514,640
"292800",276,334,571,34,140,347,63,177,341,354,496
"2643836",166,235,321,24,78,263,44,120,252,216,303
"2629304",125,168,275,21,59,149,32,84,153,147,225
"351091",86,93,168,10,34,82,14,58,132,95,132
"253239",172,199,273,28,80,205,31,106,215,195,269
"1550024",125,173,330,29,87,187,27,105,200,201,274
"1677857",8,10,18,1,18,40,6,6,16,8,62
"288965",7,7,23,1,13,26,13,7,17,5,35
"1515",13,14,29,3,6,26,6,9,15,12,28
"1796620",81,118,189,12,40,120,20,66,117,165,148
"1161942",31,41,75,5,18,43,6,28,56,39,60
"1264",20,14,23,0,12,28,4,20,18,18,39
"1160721",11,14,10,0,7,8,0,4,8,9,5
"2608920",2,7,12,2,1,7,4,6,14,7,4
"1521",9,11,42,33,6,18,22,3,9,5,17
"2488810",9,12,22,1,4,21,10,4,10,9,10
"84032",23,27,62,3,12,50,9,15,27,27,40
"1510",15,36,22,2,7,23,3,8,23,21,37
"884684",5,12,9,3,3,10,4,8,6,2,28
"236753",2,5,4,0,2,1,5,6,11,3,7
"2093857",7,9,29,1,3,10,3,7,8,14,16
"2614128",150,131,236,26,42,157,69,129,138,101,169
"36745",16,15,75,2,4,37,11,19,30,15,11
"1491",86,47,77,6,13,62,17,70,76,44,68
"1520",36,45,62,3,5,30,15,95,43,26,32
"1502",58,48,71,9,12,45,39,32,38,28,53
"1501",27,27,39,4,7,29,8,38,27,27,26
"1534",17,22,47,2,4,20,15,19,23,14,25
"169679",10,14,26,1,2,21,2,16,16,7,10
"1492",29,13,39,4,6,20,23,18,25,11,16
"1716543",52,23,27,2,4,21,8,50,26,17,12
"36845",18,17,41,1,4,32,10,6,30,18,11
"84022",12,14,18,1,6,13,2,4,9,4,18
"238834",10,12,10,0,2,8,7,15,13,9,11
"1497",9,11,10,3,2,10,7,5,14,8,9
"223919",4,6,13,0,0,6,1,3,5,12,20
"1513",9,7,18,1,6,10,3,12,7,9,15
"1488",7,12,14,1,2,9,6,5,8,1,9
"1493",47,17,23,2,7,9,4,49,12,14,11
"217159",21,8,31,3,2,9,0,14,4,8,12
"1542",5,4,11,0,5,3,1,5,9,4,7
"1519",11,13,20,0,4,12,5,7,17,10,13
"29341",16,32,33,1,4,19,9,26,25,33,19
"1561",9,15,17,1,2,9,4,8,12,2,13
"332101",8,16,7,0,4,11,2,5,8,4,5
"94869",14,12,13,3,2,14,5,14,9,5,9
"1494",6,7,7,0,0,2,7,7,8,2,7
"394958",4,10,9,0,1,5,2,0,7,0,6
"46867",12,11,8,2,2,6,1,7,4,5,4
"1548",2,4,13,5,1,7,4,6,3,2,9
"1216932",14,11,16,6,1,8,13,10,6,3,6
"1509",5,10,14,1,4,14,1,6,6,0,14
"1504",13,7,9,2,0,7,3,6,11,3,3
"182773",7,7,14,0,5,7,7,4,5,0,4
"2068654",4,7,11,0,3,4,3,10,12,2,3
"1538",3,1,6,0,1,2,1,3,4,0,1
"84023",2,2,1,1,0,1,1,3,1,1,0
"154046",45,62,110,12,25,57,12,42,55,53,105
"208226",6,13,12,2,6,13,10,17,24,9,11
"461876",18,33,53,4,8,21,41,7,32,13,21
"2638829",30,33,60,4,4,21,2,15,26,26,15
"2629145",20,10,36,2,7,24,2,15,16,14,27
"1424294",20,21,12,6,4,22,5,15,21,18,25
"2633479",13,3,13,1,2,8,6,5,12,7,11
"1498",3,4,10,1,1,5,4,3,8,5,5
"2619470",3,3,15,5,0,6,2,2,3,2,5
"116090",7,4,12,0,0,4,2,4,16,5,10
"471827",249,256,440,32,106,304,51,165,269,243,425
"1564",38,39,74,4,19,58,14,34,55,39,72
"1565",35,37,55,1,14,61,6,16,48,48,61
"1833852",15,27,35,4,3,32,8,18,33,24,30
"59610",15,18,16,0,6,17,6,24,19,16,27
"79209",29,11,50,7,14,36,6,24,20,11,33
"1563",15,21,41,4,5,49,5,12,22,19,26
"339862",26,17,43,3,4,39,2,13,23,17,35
"885581",14,28,41,5,6,29,4,12,21,17,30
"49338",37,31,83,5,11,67,15,22,43,33,63
"142877",17,15,24,5,6,19,4,8,18,18,20
"36854",14,23,30,3,9,31,3,15,13,13,34
"233055",13,15,20,1,3,14,5,10,15,4,10
"102134",77,114,192,17,50,95,19,49,132,100,144
"55583",13,23,29,1,12,26,2,7,13,14,32
"2635733",8,6,23,2,8,8,1,3,11,7,23
"1712410",27,22,73,4,11,42,5,18,39,31,57
"51197",27,26,46,3,13,40,12,18,18,25,48
"58138",29,28,55,5,17,27,4,23,29,27,37
"51515",23,20,34,3,6,19,14,12,30,17,34
"863643",25,30,66,3,6,46,7,17,46,39,71
"2734",934,1200,1762,121,444,1107,193,804,1074,1067,1491
"2648079",21,23,83,9,9,33,5,23,22,43,35
"33035",21,31,64,6,10,29,13,25,31,19,53
"40520",7,8,20,0,4,13,8,7,10,14,16
"1912897",6,5,16,0,4,5,4,4,10,7,18
"1322",0,6,11,1,2,8,5,0,9,3,8
"1871021",53,54,139,11,24,49,13,27,53,53,112
"89153",23,32,60,3,15,45,2,27,52,36,58
"29347",18,28,33,3,16,26,7,14,31,23,44
"2608895",6,12,29,5,5,11,5,5,9,12,21
"66219",13,28,25,4,6,12,10,10,12,8,18
"301301",49,39,99,10,18,52,9,33,58,49,97
"166486",22,12,46,0,6,24,5,12,32,23,33
"2696063",21,11,35,5,9,36,40,14,17,14,24
"2642604",19,28,19,3,6,19,10,9,22,22,19
"433286",35,76,78,10,18,28,108,15,82,26,56
"1679721",11,13,51,3,32,32,9,8,7,5,67
"84030",51,60,100,8,21,62,28,43,60,56,63
"29370",21,19,43,2,9,22,134,19,30,30,26
"208479",39,57,98,0,21,35,6,27,53,51,65
"1531",2,4,15,5,1,2,2,2,4,9,5
"1229621",19,17,38,4,9,22,4,9,30,14,18
"105841",18,17,25,0,6,19,3,13,16,22,25
"649756",12,3,5,4,3,5,6,2,16,5,17
"831",13,16,45,3,10,21,3,9,26,12,29
"185008",3,4,24,3,1,16,3,6,8,8,13
"43305",7,6,24,1,4,11,2,5,11,15,21
"410072",9,8,20,0,5,13,6,8,16,6,17
"116085",23,19,29,3,7,26,5,20,23,13,34
"2684943",6,5,16,1,4,8,0,4,10,11,17
"33038",10,19,41,6,6,14,4,10,17,14,26
"33039",7,9,8,1,3,12,2,5,5,2,7
"29360",3,2,8,0,0,3,5,0,1,3,6
"2643091",3,0,4,1,1,7,1,2,5,4,1
"185007",8,11,16,1,4,9,3,8,13,15,9
"39488",7,10,11,0,4,14,4,8,21,10,8
"28446",8,5,11,1,5,8,8,6,5,6,10
"39485",9,2,11,0,5,5,2,8,6,4,7
"617123",3,2,6,1,5,6,3,2,6,7,9
"2649046",209,254,477,26,129,325,53,196,274,323,392
"626937",61,85,137,5,27,102,21,41,95,79,106
"35701",238,271,442,29,95,309,52,159,273,253,365
"356322",18,15,23,2,12,22,7,11,29,14,28
"1736",31,46,83,10,20,41,7,19,47,44,66
"29322",14,28,46,6,10,31,11,16,30,16,28
"53442",10,26,27,1,5,26,4,11,30,12,29
"2624479",5,2,18,2,2,10,1,6,9,13,6
"2041044",4,7,17,1,1,3,3,9,11,6,15
"2638182",3,22,22,1,6,17,3,12,12,17,36
"33952",7,6,11,1,4,9,4,8,9,21,32
"2619948",22,27,44,6,12,33,4,15,37,33,70
"2626894",131,14,13,3,5,17,44,14,18,5,14
"1115758",148,6,18,1,4,6,49,10,4,3,18
"1507512",17,4,15,4,2,6,9,6,6,2,5
"1496",36,20,54,3,6,20,26,16,25,20,27
"1731",22,20,26,4,17,28,11,14,20,20,36
"1505",17,14,18,1,3,13,9,9,7,6,9
"89152",17,7,17,0,3,14,5,5,11,11,11
"1490",11,8,20,0,3,6,9,9,11,2,4
"143361",11,5,11,2,1,9,4,6,12,7,7
"1511",9,7,10,1,0,7,0,5,8,7,13
"86170",27,26,53,3,18,38,12,19,42,32,58
"863",15,15,27,2,5,17,5,11,16,15,27
"2293317",7,9,3,1,9,7,5,5,14,9,6
"2173034",7,11,5,2,2,13,2,2,10,5,9
"44260",249,260,490,41,87,308,52,175,236,338,452
"42837",140,206,258,10,84,201,36,95,167,157,243
"85874",105,120,227,14,41,145,24,73,127,152,171
"2325",5,2,2,1,1,1,1,5,6,5,4
"106578",1,3,1,0,0,3,0,0,1,3,0
"108150",0,4,2,0,2,5,0,3,1,6,6
"2636821",0,0,0,0,0,0,3,0,3,0,0
"46354",0,0,4,0,0,2,1,3,2,2,1
"583357",0,2,5,0,1,0,0,0,2,1,4
"161154",32,36,61,5,8,62,6,18,39,41,80
"129958",16,41,51,4,9,39,1,15,37,25,41
"911092",16,14,22,0,7,16,0,14,21,16,26
"55205",5,2,4,1,1,2,1,3,4,1,5
"44001",1,4,8,0,0,2,0,4,4,8,2
"1222016",2,1,6,1,3,1,0,2,3,6,1
"2622462",3,5,17,2,0,5,2,0,4,4,8
"52766",2,2,2,0,1,4,4,2,5,1,1
"31899",3,1,2,0,0,0,0,0,0,2,3
"717609",3,0,3,0,1,1,1,2,1,0,4
"52765",1,0,1,0,1,0,1,2,1,2,3
"413889",1,2,6,0,1,2,0,2,1,2,4
"1517",14,13,18,3,5,24,3,10,24,21,23
"2622527",3,2,24,1,5,7,4,5,7,4,17
"47490",2,2,13,0,0,3,3,3,3,6,6
"29329",7,3,15,0,0,4,4,2,3,4,4
"252966",39,53,127,9,9,54,3,45,39,44,50
"184064",4,9,10,0,3,9,2,8,8,6,12
"1794699",2,4,6,0,2,4,1,1,5,2,4
"2640322",32,41,86,1,14,41,11,15,42,21,34
"31909",8,12,23,2,5,18,2,6,11,13,15
"2331",5,6,18,1,7,5,5,5,14,5,12
"656519",5,7,8,0,1,4,1,0,13,0,13
"1323375",24,63,57,8,15,60,13,28,63,39,54
"42422",15,13,17,1,8,26,4,9,24,13,26
"28187",4,9,12,0,2,7,0,0,10,6,13
"2316383",34,47,64,3,21,48,19,18,35,39,58
"499229",22,17,34,2,6,19,7,23,40,19,27
"291990",36,51,115,8,19,66,12,23,59,45,70
"2751313",18,19,37,2,5,23,3,15,15,19,40
"375929",12,18,44,2,4,14,7,17,33,16,20
"2637378",540,866,1148,83,290,809,138,465,824,755,1069
"69823",225,268,437,31,113,290,46,163,247,247,387
"971",59,61,89,6,10,68,10,37,58,53,82
"158847",4,10,7,3,3,8,5,6,12,3,4
"437897",8,6,3,0,2,2,2,5,4,1,4
"865",8,18,17,2,2,20,2,6,8,7,14
"2629460",8,43,68,1,5,57,6,13,20,12,18
"365349",27,13,107,5,10,17,16,12,23,19,29
"2377",56,70,117,13,29,86,19,31,96,76,91
"1930071",40,34,70,9,14,60,13,27,46,39,60
"907",109,147,208,22,60,146,31,86,131,144,159
"2144175",89,151,153,10,46,124,16,60,137,79,161
"2161821",29,40,55,3,10,34,8,10,30,31,41
"39950",4,5,8,1,2,6,3,2,2,6,5
"248315",9,10,8,0,5,8,0,3,13,10,5
"29466",11,11,18,1,3,9,3,3,10,3,12
"39777",7,1,5,0,0,4,3,4,3,5,4
"2682456",1,1,1,0,1,5,0,1,4,4,1
"39778",4,2,2,0,1,7,0,2,1,2,13
"905",70,78,121,4,39,84,22,52,71,62,98
"187327",19,29,29,2,6,28,6,6,27,22,40
"2639160",25,34,34,1,12,39,4,16,30,23,32
"33025",14,25,35,6,8,23,3,13,23,36,44
"1555112",803,1010,1776,138,348,1082,165,598,970,1070,1465
"54006",60,72,113,6,41,66,15,40,76,86,100
"54005",4,13,16,1,4,19,4,6,19,12,18
"1852373",16,50,50,4,19,47,17,21,47,40,51
"1260",21,14,17,0,0,14,5,12,6,19,15
"33034",2,4,10,0,3,6,1,4,5,11,10
"1870984",6,2,10,4,0,2,0,4,3,1,5
"33037",1,0,0,0,0,1,1,0,0,1,2
"33033",12,14,9,1,2,8,8,7,8,4,13
"2638726",17,24,25,2,9,30,19,6,17,12,23
"1582259",13,15,17,3,8,11,3,3,10,10,10
"45497",12,10,50,1,3,20,25,2,5,4,25
"1278232",5,10,11,0,0,17,5,4,10,6,14
"1556",16,15,23,4,2,8,18,12,12,11,9
"2816908",6,1,7,1,4,5,5,4,9,4,7
"1852374",3,10,13,1,7,4,1,3,16,16,24
"1702221",40,71,86,9,21,69,11,46,50,60,64
"1522",15,26,46,5,14,34,2,19,31,35,35
"1547",38,52,49,7,10,27,10,27,58,33,42
"2624170",18,23,38,5,8,13,5,10,30,13,17
"1514105",3,9,12,2,2,4,5,4,8,6,8
"1648",2,2,10,0,2,3,2,6,6,9,7
"225084",1,3,10,2,4,5,4,1,3,5,6
"2485784",3,2,13,0,1,4,1,1,2,2,7
"2487118",37,9,19,2,6,20,2,15,42,37,50
"2704656",2,6,8,0,2,5,2,7,11,3,3
"39483",7,5,10,2,1,5,3,2,10,6,5
"2583452",9,2,14,1,1,10,4,2,3,3,10
"1982626",6,1,2,1,0,1,0,0,0,1,0
"2638206",78,7,30,4,21,32,91,4,18,7,63
"154288",17,4,12,0,2,3,12,4,6,3,7
"1871025",36,48,65,6,20,38,8,22,47,28,38
"243899",4,6,5,2,0,3,3,4,4,3,3
"2626047",3512,4867,7570,608,1776,4867,946,2676,5193,4697,6415
"32046",73,75,146,14,37,108,15,51,118,87,142
"33070",26,24,60,3,11,41,1,11,35,29,42
"2627006",423,560,863,65,195,576,95,341,631,528,810
"59930",231,375,725,62,144,407,69,246,400,463,564
"2622553",53,48,103,6,26,67,10,37,73,76,107
"146786",12,19,34,3,16,30,4,13,30,29,40
"32053",4,11,6,0,4,13,1,3,6,4,8
"292566",17,12,33,0,1,20,2,6,6,10,26
"2650499",287,370,568,44,119,396,62,213,414,377,574
"1184",35,31,68,8,10,56,8,18,138,41,63
"1209493",77,89,192,18,47,143,23,61,149,156,191
"2619029",97,118,228,24,46,126,25,90,157,127,216
"1219",31,33,82,7,20,45,10,16,57,44,61
"2627481",11,6,7,1,1,3,3,9,4,4,9
"2593292",43,45,77,14,21,72,10,23,61,42,83
"155978",26,42,63,4,24,50,14,19,37,48,79
"1173032",48,48,56,9,21,60,11,27,61,38,64
"2640012",43,42,93,11,16,50,11,29,81,47,77
"1158",102,123,189,14,58,169,23,78,143,123,190
"1155738",89,121,188,18,57,170,25,72,148,124,198
"1492710",100,113,185,25,50,136,28,65,129,123,171
"44471",57,79,85,10,28,66,26,31,104,54,69
"54304",26,25,47,4,6,24,7,36,33,21,39
"1205",11,7,16,1,3,16,3,10,11,12,18
"35823",18,16,21,0,1,16,2,6,20,14,20
"2596745",2,1,1,0,0,0,0,1,4,3,1
"63132",196,250,402,25,83,225,39,120,581,225,391
"2023214",59,96,118,11,29,100,20,53,88,64,111
"43988",55,61,92,9,34,58,18,45,53,46,110
"241421",20,38,53,2,11,42,5,16,49,29,53
"1125",62,121,151,16,43,138,22,48,131,101,186
"28070",26,37,54,7,11,39,16,26,46,35,66
"92682",22,25,32,5,10,27,4,15,34,25,32
"2546365",15,14,34,5,6,17,3,11,16,11,35
"263510",12,15,17,0,6,13,2,5,14,16,18
"1453359",4,1,5,2,3,2,0,7,3,3,11
"669357",41,34,61,6,17,55,10,32,62,33,66
"102231",17,28,41,2,6,39,4,15,45,16,51
"268175",19,14,19,2,7,32,2,32,14,9,27
"102234",18,20,24,3,5,21,8,9,32,9,24
"2593658",258,334,553,46,147,1711,95,235,365,373,894
"92942",21,40,89,8,6,71,8,16,32,44,179
"272131",18,27,24,1,5,24,3,10,20,21,29
"224012",9,29,39,2,12,83,2,19,26,21,54
"1306274",16,15,39,3,8,37,6,12,15,21,58
"446679",13,19,25,3,11,45,6,8,20,17,35
"264686",11,22,32,4,10,26,3,7,24,14,30
"374162",7,20,21,3,4,26,2,7,13,8,27
"142864",30,42,65,5,18,58,10,17,30,50,58
"2619674",19,24,32,1,5,27,4,17,24,33,32
"1165",15,16,41,1,7,33,4,10,26,42,27
"1164",4,17,10,0,16,24,4,5,20,24,18
"264691",1,0,1,0,0,1,0,0,0,0,2
"2619626",144,216,359,20,68,303,33,84,204,225,318
"1973486",24,61,62,6,4,62,10,19,34,44,84
"938406",26,29,44,4,19,42,8,24,30,38,63
"32054",21,16,27,1,9,22,3,15,24,16,18
"2618749",81,130,318,26,57,186,16,74,120,213,286
"1397703",27,37,52,3,9,47,10,14,41,27,50
"109266",9,17,30,2,2,59,4,13,20,19,30
"156213",7,17,23,0,10,22,10,13,21,11,18
"70799",15,17,29,0,10,30,24,10,12,23,32
"289435",14,29,28,3,14,62,3,22,34,65,32
"136073",6,9,9,1,2,22,2,9,9,19,19
"2622029",9,5,5,1,0,12,1,3,7,9,18
"1166",4,3,7,0,2,12,0,4,7,6,7
"747548",2,1,3,1,1,2,1,2,3,10,2
"312883",5,2,7,2,1,8,3,0,5,3,7
"494603",32,91,84,9,18,69,4,31,63,45,92
"2676603",13,26,33,5,16,42,1,17,19,24,23
"1197",18,17,29,2,15,26,2,8,27,25,42
"2649714",10,17,22,4,3,27,5,10,19,17,15
"33071",821,1079,1927,142,430,1238,197,631,1085,1240,1731
"54299",64,85,115,8,18,87,15,38,64,55,106
"54308",22,28,56,6,12,48,4,19,34,25,43
"2642663",24,6,17,0,6,22,6,21,18,12,30
"102116",7,12,18,4,0,15,3,4,10,16,14
"1188228",24,38,68,3,7,44,6,23,36,35,70
"1228987",0,18,13,2,5,12,0,4,3,2,11
"1763363",3,3,9,0,2,3,2,2,6,1,3
"2623546",857,1117,1674,168,408,1097,249,670,1074,1054,1443
"309887",553,755,1048,87,308,737,137,405,705,621,946
"1768108",427,724,966,79,243,577,111,376,605,531,843
"502394",460,636,1125,91,263,627,140,387,670,650,903
"1211322",436,715,959,80,254,567,125,380,631,587,817
"317577",448,689,1221,180,244,546,114,397,722,550,821
"2202254",346,583,756,63,188,484,106,300,576,495,591
"432329",350,452,675,59,203,479,94,265,474,452,586
"980427",313,400,624,60,186,347,96,239,419,360,550
"68909",265,411,525,33,162,371,77,241,401,346,489
"1182571",260,384,568,47,129,357,59,215,370,333,464
"1299",230,394,517,44,148,288,80,187,377,277,412
"310783",207,224,396,22,103,266,40,174,229,173,346
"1309411",173,226,445,46,109,261,36,174,312,227,306
"55148",176,246,334,24,95,241,41,137,224,237,336
"1182568",129,118,169,16,46,138,22,84,140,122,187
"274",206,266,522,38,86,280,53,163,239,278,368
"271",146,234,338,12,104,221,52,139,241,208,293
"2619321",92,141,300,27,59,186,42,97,162,205,242
"56957",150,195,260,18,52,151,25,107,171,174,253
"37636",80,92,189,14,41,104,17,57,94,149,164
"56956",98,119,165,18,54,131,19,81,136,131,166
"2483360",77,76,172,8,31,72,9,44,76,116,108
"456163",24,28,44,2,10,41,16,11,38,27,57
"52022",215,304,431,31,100,305,62,175,265,279,392
"277",166,205,433,34,86,284,52,117,198,261,311
"172827",189,269,383,24,78,223,33,108,256,212,339
"187137",692,974,1507,110,375,917,169,546,896,948,1280
"186192",425,721,809,66,278,521,97,343,623,536,727
"332249",645,953,1260,103,339,680,311,428,897,679,1023
"85002",1859,2794,3929,294,765,2641,490,1710,2407,2146,3662
"500",455,713,995,52,253,553,110,399,628,625,769
"120961",873,1670,1840,188,484,1478,173,881,1427,1052,1581
"1107",438,596,856,78,198,630,119,429,619,479,758
"2601677",1438,2125,2268,163,519,1879,328,949,2162,1370,2092
"1806508",1183,1305,2376,180,501,1423,271,860,1383,1417,2063
"167964",236,213,475,29,143,371,34,178,242,308,534
"2635759",204,167,303,23,117,219,52,145,227,215,486
"913107",222,181,386,35,129,286,36,126,228,254,457
"1986204",96,93,161,11,72,119,19,75,85,98,159
"133453",586,583,1045,92,243,729,149,406,698,631,917
"1839801",117,190,228,21,55,174,22,86,163,154,212
"552811",123,201,265,24,51,162,35,94,184,182,225
"1536648",69,89,133,8,24,84,21,50,80,90,129
"61435",37,33,49,4,13,46,11,27,48,31,55
"237581",1,0,1,0,1,1,0,0,1,1,4
"2509675",175,354,410,23,137,438,44,175,349,246,370
"525904",185,284,377,37,70,234,42,156,242,276,306
"1005039",504,985,1086,102,508,767,114,446,876,727,1060
"454171",129,220,255,14,88,194,28,101,217,183,283
"2683645",33,28,48,4,29,29,19,40,47,24,41
"656088",9,8,10,1,5,13,10,8,14,12,12
"2116",18,3,26,4,2,13,2,10,10,10,17
"28227",2,8,6,1,2,7,1,3,4,7,21
"86660",15,14,48,2,2,12,7,10,10,14,15
"2118",2,5,2,1,3,8,0,2,1,12,1
"2096",4,7,8,0,1,1,1,5,5,1,3
"2099",3,1,3,0,0,1,0,0,1,2,2
"2123",2,2,5,1,0,0,2,2,8,0,8
"519450",0,5,2,1,0,4,0,2,1,0,2
"92400",1,0,0,0,1,2,0,0,1,0,0
"2104",2,1,3,0,0,0,0,4,0,1,4
"50052",1,0,4,1,1,1,1,0,6,2,1
"2121",2,0,2,0,0,0,0,0,2,1,1
"45362",2,0,1,0,2,0,0,0,1,2,2
"45361",1,0,3,0,1,2,0,1,0,0,3
"141391",0,1,2,0,0,1,0,0,1,2,2
"2124",1,1,1,0,0,0,1,1,2,0,2
"2100",0,3,2,1,0,1,0,0,2,0,1
"29501",2,1,2,1,0,5,1,3,2,1,2
"2120",3,3,1,0,0,4,0,0,2,5,3
"2111",2,2,1,0,1,2,2,1,0,0,0
"353852",3,0,6,0,2,3,0,0,5,5,2
"142651",1,0,3,0,0,2,1,0,4,1,3
"57372",2,0,2,0,0,1,0,0,3,1,4
"65123",1,1,2,1,0,0,2,2,3,0,0
"2098",0,5,10,0,2,2,2,1,4,3,5
"1612150",0,1,5,0,0,1,1,1,1,1,1
"142649",0,4,1,2,2,2,1,1,2,1,2
"45363",0,0,1,1,1,5,0,1,2,0,2
"51365",0,3,4,0,3,1,1,1,2,1,1
"29559",1,5,2,0,1,1,1,0,2,1,1
"2128",0,1,2,0,1,1,0,0,5,1,1
"136241",1,0,2,0,0,1,0,0,2,1,4
"984991",0,2,0,0,2,1,0,0,0,2,2
"2097",1,1,3,0,0,0,0,1,2,0,0
"29555",2,0,10,0,2,0,2,0,0,1,3
"2112",6,2,4,2,0,2,0,2,4,2,3
"48003",1,1,3,0,0,5,1,1,3,2,2
"171285",1,0,3,0,1,1,0,0,1,2,1
"114885",2,1,3,0,0,2,1,1,4,1,1
"114881",2,0,3,0,0,0,0,0,1,0,3
"171281",3,0,2,0,0,1,0,0,1,1,0
"29556",1,8,7,0,4,3,0,0,5,1,2
"2110",5,1,1,0,0,5,2,0,1,3,4
"29561",1,0,2,0,0,2,1,2,1,0,2
"171282",1,3,1,0,0,3,1,0,3,1,3
"114880",2,2,1,0,0,4,1,1,0,0,0
"29553",0,2,3,1,0,2,0,0,4,2,4
"28903",0,0,4,2,0,1,0,1,1,1,3
"2113",3,1,2,0,0,2,0,0,1,0,2
"76629",0,1,1,0,1,2,2,0,0,1,2
"2109",2,1,4,0,0,3,0,0,4,3,3
"142650",1,0,1,0,2,1,0,0,1,1,0
"171284",2,2,5,0,1,0,0,1,2,2,9
"2107",1,1,3,0,0,1,0,1,2,1,2
"171279",0,3,0,0,0,3,1,0,0,1,4
"2094",2,0,6,0,1,2,1,2,2,1,4
"295596",13,11,12,0,6,5,0,2,7,9,23
"42094",3,1,1,0,0,1,0,2,2,1,4
"134821",0,1,0,0,0,0,0,0,3,0,1
"2130",0,2,1,0,1,0,0,1,4,1,1
"1609546",0,0,0,0,0,1,0,0,0,0,0
"315358",4,2,5,1,1,0,2,2,3,1,3
"2637901",6,3,7,2,1,9,0,5,4,0,5
"216942",3,3,11,0,0,14,2,1,13,16,7
"216946",4,0,2,0,0,1,0,1,1,2,5
"216931",2,0,3,0,2,1,1,0,1,1,2
"2136",1,1,1,0,0,1,2,1,1,0,3
"362837",4,1,3,0,1,0,0,1,6,1,2
"2138",1,0,5,0,0,2,2,1,4,2,1
"216935",1,0,1,0,0,1,0,1,3,2,3
"216934",1,3,5,0,1,0,0,1,3,0,3
"216933",2,0,3,2,0,0,0,2,3,3,2
"2139",2,4,2,1,0,2,0,0,1,2,5
"47835",0,0,3,0,1,0,0,3,5,1,1
"47834",0,2,0,0,1,4,0,0,0,0,0
"2145",0,1,1,0,1,0,0,2,2,0,3
"324079",0,1,1,0,0,3,2,1,2,0,1
"216938",2,1,4,1,4,3,0,4,4,7,2
"216944",5,0,2,0,1,0,1,5,2,1,0
"2143",2,0,0,0,0,0,0,1,7,4,2
"216932",0,5,5,1,1,1,0,2,0,2,5
"2134",1,1,2,0,0,0,0,1,0,2,0
"2137",1,3,6,0,0,6,1,0,5,0,2
"216937",2,0,3,0,1,0,2,4,1,2,3
"2151",2,1,6,0,2,4,0,4,3,2,2
"219745",1,1,3,0,0,2,2,0,1,0,0
"225999",0,0,1,1,0,1,0,0,1,3,1
"2149",0,0,2,0,1,0,0,0,3,2,1
"138853",0,0,2,0,0,2,2,1,2,1,0
"216427",2,2,0,0,0,0,0,1,2,1,2
"214888",0,4,6,0,2,1,1,1,6,1,2
"74700",3,1,0,0,0,1,0,1,1,3,0
"81459",1,1,2,1,0,2,1,2,1,0,1
"2148",2,1,3,0,0,8,1,5,7,6,6
"29552",3,4,4,0,3,4,2,3,6,5,7
"38986",8,5,9,1,0,8,0,3,1,3,3
"61635",2,6,8,0,3,4,3,7,5,3,10
"264636",2,6,5,0,3,4,2,0,6,2,2
"85620",1,0,7,0,2,5,0,2,2,1,1
"85630",1,3,3,0,0,2,1,0,11,2,1
"85632",2,0,3,0,2,3,0,1,3,1,4
"85625",2,2,4,0,0,1,1,0,2,0,3
"1541959",28,7,43,7,15,22,4,16,15,34,19
"114",3336,7037,9206,996,2164,6578,492,3639,6629,8549,11605
"1210884",1244,2509,3873,399,849,2522,170,1317,2352,3028,4331
"2622970",1259,2519,3503,377,810,2368,185,1238,2438,2860,4117
"2528023",5494,14020,16779,2080,4604,11831,850,6957,13368,15931,22129
"2774151",3807,8461,11780,1200,2652,8291,590,4141,7962,10150,13890
"2598579",2728,6470,8172,758,1995,5871,468,3081,6356,7536,11093
"692036",358,688,993,89,211,721,83,303,672,867,1319
