"","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"28903",4,7,11,0,1,1,3,1,0,0,0
"2113",2,0,11,0,2,1,2,0,1,3,0
"76629",1,0,3,2,2,1,2,1,1,3,1
"2109",4,2,5,0,3,2,3,3,1,0,0
"142650",1,2,2,0,1,0,0,1,0,2,2
"171284",5,0,12,0,0,2,9,2,2,1,1
"2107",3,1,10,0,1,0,2,1,1,2,0
"171279",0,1,4,1,3,1,4,1,3,1,0
"2094",6,1,7,1,2,1,4,1,0,1,1
"295596",12,11,16,0,5,17,23,9,11,8,6
"42094",1,4,4,0,1,1,4,1,1,0,0
"134821",0,0,1,0,0,1,1,0,1,4,0
"2130",1,1,9,0,0,0,1,1,2,1,1
"1609546",0,0,0,0,1,0,0,0,0,0,0
"315358",5,7,4,2,0,0,3,1,2,2,1
"2637901",7,6,18,0,9,2,5,0,3,7,1
"216942",11,3,10,2,14,7,7,16,3,4,0
"216946",2,1,10,0,1,1,5,2,0,1,0
"216931",3,3,10,1,1,0,2,1,0,1,2
"2136",1,1,9,2,1,0,3,0,1,2,0
"362837",3,0,14,0,0,0,2,1,1,1,1
"2138",5,0,11,2,2,2,1,2,0,0,0
"216935",1,0,6,0,1,1,3,2,0,1,0
"216934",5,0,19,0,0,4,3,0,3,1,1
"216933",3,2,5,0,0,0,2,3,0,2,0
"2139",2,0,10,0,2,1,5,2,4,2,0
"47835",3,3,3,0,0,1,1,1,0,0,1
"47834",0,1,0,0,4,0,0,0,2,1,1
"2145",1,0,9,0,0,2,3,0,1,1,1
"324079",1,1,7,2,3,1,1,0,1,1,0
"216938",4,2,4,0,3,1,2,7,1,3,4
"216944",2,3,5,1,0,0,0,1,0,1,1
"2143",0,2,7,0,0,1,2,4,0,3,0
"216932",5,4,24,0,1,0,5,2,5,2,1
"2134",2,1,8,0,0,1,0,2,1,0,0
"2137",6,6,4,1,6,2,2,0,3,1,0
"216937",3,0,6,2,0,2,3,2,0,0,1
"2151",6,5,11,0,4,1,2,2,1,3,2
"219745",3,1,7,2,2,0,0,0,1,0,0
"225999",1,0,7,0,1,2,1,3,0,2,0
"2149",2,2,2,0,0,1,1,2,0,0,1
"138853",2,1,7,2,2,0,0,1,0,0,0
"216427",0,0,10,0,0,1,2,1,2,4,0
"214888",6,4,9,1,1,3,2,1,4,2,2
"74700",0,1,2,0,1,2,0,3,1,0,0
"81459",2,1,3,1,2,3,1,0,1,2,0
"2148",3,9,21,1,8,1,6,6,1,3,0
"29552",4,3,14,2,4,2,7,5,4,4,3
"38986",9,1,15,0,8,3,3,3,5,8,0
"61635",8,2,16,3,4,8,10,3,6,4,3
"264636",5,1,17,2,4,1,2,2,6,4,3
"85620",7,1,10,0,5,2,1,1,0,3,2
"85630",3,2,9,1,2,4,1,2,3,1,0
"85632",3,2,8,0,3,2,4,1,0,2,2
"85625",4,0,1,1,1,0,3,0,2,2,0
"1541959",43,22,25,4,22,20,19,34,7,26,15
"114",9206,5769,5570,492,6578,5113,11605,8549,7037,6118,2164
"1210884",3873,2395,1365,170,2522,1886,4331,3028,2509,2278,849
"2622970",3503,2433,1510,185,2368,1660,4117,2860,2519,2029,810
"2528023",16779,11028,4463,850,11831,9247,22129,15931,14020,11938,4604
"2774151",11780,7506,3440,590,8291,5982,13890,10150,8461,7345,2652
"2598579",8172,5211,2878,468,5871,4522,11093,7536,6470,6022,1995
"692036",993,806,576,83,721,492,1319,867,688,604,211
"2528024",5024,3619,17640,1092,2395,2810,5130,3020,2097,2221,847
"2650471",4801,3549,24477,1103,2439,2572,5151,3014,2206,2284,758
"2528009",3500,2632,3497,494,2330,1848,4494,2703,2169,1910,760
"2528022",2946,2495,6526,453,1874,1677,4040,2306,1845,1730,577
"2527972",1167,1020,2234,218,757,683,1643,902,710,624,233
"1400387",726,530,830,92,409,362,840,504,274,354,116
"2528010",2231,1721,2233,341,1386,1175,2913,1712,1494,1257,425
"2795974",1042,820,1109,176,703,605,1271,825,662,584,217
"2527979",1034,819,1198,166,683,539,1256,694,656,548,238
"2528021",1825,1787,1970,257,1199,853,2148,1235,1081,869,348
"2527990",836,651,989,148,575,432,1048,608,545,487,224
"2528017",421,330,554,77,323,220,539,308,277,264,124
"125",989,970,1469,205,670,487,1290,712,557,499,184
"2639138",281,234,370,44,181,166,367,241,181,191,69
"2527984",929,811,1285,225,747,500,1267,846,623,556,227
"980254",1039,769,1286,221,677,483,1236,740,673,579,231
"980251",353,344,430,51,249,174,448,288,243,212,96
"2527968",337,251,448,65,281,181,420,252,245,249,94
"265606",358,290,459,84,230,187,446,253,248,185,74
"1331910",336,289,376,54,252,166,480,295,260,202,85
"2527974",12269,7008,5633,5551,6562,6105,11705,9193,13451,7416,2050
"406548",8271,5572,4096,1260,5781,4287,9133,6038,9069,5368,1926
"1387353",5397,3677,3248,1058,3838,2624,5596,3885,5999,4059,1529
"466153",4203,2919,2050,644,2862,1882,3894,2594,4396,2744,1030
"128",913,660,675,167,689,450,1126,743,794,541,248
"2648843",10037,5814,13506,2245,5998,4729,10259,6794,8779,6172,2272
"2527983",2940,2073,6801,483,1927,1571,3363,2306,3280,1725,2536
"2527978",818,585,1153,106,471,337,979,583,505,404,171
"2605989",447,352,607,61,314,233,536,284,326,253,118
"122",296,235,529,58,227,149,378,219,202,177,73
"2527976",165,109,229,24,120,70,205,115,140,79,40
"2527971",227,165,378,29,156,99,267,169,149,102,39
"2527973",165,182,261,16,157,83,254,150,120,103,48
"2527964",149,153,321,31,105,71,197,113,119,78,30
"2608982",111,95,221,16,78,72,163,98,60,66,21
"2528026",2498,1774,2890,387,1533,1355,3388,2061,1889,1554,626
"2527989",2550,1567,2134,423,1459,1401,2864,1967,1933,1492,575
"2527995",1079,885,1482,145,769,574,1422,764,742,554,246
"1891926",591,473,855,94,432,299,804,491,438,368,118
"119",571,509,985,119,397,326,724,463,481,330,179
"2528027",496,390,699,125,344,299,561,373,430,289,126
"2528019",192,176,428,33,157,95,244,149,137,122,51
"120",147,147,417,42,123,93,218,119,128,89,59
"2527996",559,412,690,89,326,245,652,395,351,331,126
"2528007",240,199,385,37,169,115,281,159,166,110,59
"2527994",232,174,355,39,156,107,267,157,172,116,54
"2807512",4360,2529,3125,579,2591,2087,3878,3446,3707,2556,1046
"547188",2235,1304,2152,376,1304,1184,2083,1478,1666,1148,551
"2528020",134,115,184,29,103,106,148,83,112,68,44
"1851148",116,75,118,30,76,65,133,102,82,74,24
"1941349",32,47,45,2,34,32,56,42,23,31,2
"1940790",44,40,51,7,39,23,59,27,23,27,8
"1936003",181,146,201,13,162,124,230,158,141,108,54
"174633",89,53,91,4,61,47,80,42,56,41,21
"2649488",2916,3282,54012,242,2368,1547,2769,1554,2277,1608,1568
"107709",2559,2015,11979,309,2370,1478,2975,1763,2792,1664,1594
"1838286",3149,2516,72366,225,2271,1415,2649,1609,1849,1793,1763
"2576891",1272,1289,17632,122,1022,742,1346,704,1306,818,751
"1796921",902,722,5635,105,810,519,1051,612,881,578,491
"395922",164,94,297,23,110,82,154,81,89,88,46
"2625155",1419,1072,2001,216,1045,802,1409,947,1131,836,498
"2736",955,677,1681,91,582,442,933,533,606,471,283
"2711230",1822,1694,2766,155,744,1148,1615,889,875,804,543
"2728835",1088,784,10827,180,638,924,1066,645,606,489,366
"239935",375,320,721,54,321,240,445,284,309,249,152
"1679444",250,172,431,25,179,122,255,156,140,119,89
"2730359",441,258,371,56,307,268,448,309,294,233,131
"2796139",365,240,360,38,256,205,344,238,271,182,116
"1704307",95,70,161,21,92,48,96,69,123,56,34
"2628272",8,21,33,4,26,9,17,13,31,11,7
"431057",6,13,14,0,12,2,14,8,17,7,5
"511746",12,6,25,2,9,13,11,10,12,5,3
"1307763",689,446,544,79,473,413,690,441,485,350,189
"389348",28,29,271,2,30,23,27,13,28,16,4
"362787",24,13,47,3,12,7,17,4,9,1,0
"83552",30,17,337,3,24,17,31,7,43,12,20
"2643326",26,21,163,7,15,8,50,8,33,11,5
"71667",18,26,151,8,27,22,45,34,26,16,8
"83561",20,25,1065,4,33,23,41,17,32,20,16
"340071",3,1,541,0,1,1,0,1,3,0,2
"810",84,59,253,8,74,58,89,42,55,46,31
"1930593",162,139,185,23,142,80,206,124,121,75,39
"89966",8237,5058,10082,1481,5493,4385,7444,4778,5346,4582,2381
"323449",2534,961,3141,3377,1524,1016,1617,1546,1115,1611,566
"1379908",641,292,690,174,257,215,348,281,253,243,109
"299566",445,150,587,138,116,110,179,118,119,113,52
"1649474",157,63,169,52,77,48,91,83,55,47,36
"107",1965,1452,4115,404,1507,1088,2130,1222,1397,1159,660
"120831",585,402,2248,275,378,482,572,406,476,345,230
"861914",531,378,899,91,416,313,552,364,415,305,191
"105",335,248,2096,75,217,156,317,190,211,209,87
"455076",165,84,392,38,71,73,92,64,76,73,32
"978",37,39,627,15,29,16,42,14,46,21,13
"2173039",17,16,227,7,11,12,7,5,18,10,9
"319458",37,21,201,67,23,14,25,33,20,19,16
"2676247",19,10,147,4,19,17,23,4,7,7,2
"861913",0,3,2,0,0,0,1,1,1,0,0
"1433993",804,882,1855,133,618,509,987,570,433,406,236
"396811",31,36,175,15,20,14,36,16,21,13,15
"390846",218,183,745,67,152,129,241,152,167,146,79
"246875",97,126,491,69,77,65,122,60,73,60,36
"68288",60,39,233,21,38,21,68,27,35,32,14
"280472",46,39,237,18,29,13,44,23,27,28,13
"232244",20,10,299,12,15,12,21,9,15,16,8
"290180",53,40,137,16,46,47,37,35,37,31,13
"59739",53,29,183,12,42,16,44,27,30,27,12
"281119",47,23,74,18,37,24,45,10,23,31,29
"273135",24,17,39,4,13,11,17,9,11,11,6
"869806",28,33,170,7,20,14,32,11,16,9,10
"1937972",19,14,89,4,10,14,22,13,22,16,8
"237",8232,901,167023,596,680,664,923,476,831,746,3262
"1016",260,146,749,91,215,141,252,153,169,182,91
"52959",238,125,1060,65,99,75,143,74,104,84,32
"292691",155,110,645,117,103,64,135,89,71,91,38
"252306",170,103,287,37,108,97,206,119,101,107,70
"286104",132,80,623,46,64,52,86,49,86,56,33
"363408",133,87,517,53,87,52,107,62,90,67,43
"111500",101,70,472,130,102,69,124,68,73,71,28
"153265",95,62,346,128,74,43,99,57,73,42,21
"104267",113,64,540,36,42,30,56,47,60,43,24
"252356",98,68,418,53,65,53,88,40,54,54,32
"104264",95,33,380,24,43,20,64,34,44,74,21
"225842",94,48,464,36,55,45,58,42,62,55,24
"290174",92,50,341,42,61,33,62,36,34,33,13
"76831",110,66,632,83,56,48,71,48,57,46,19
"2058174",52,49,218,86,36,36,56,44,30,37,15
"326319",51,37,196,21,33,22,43,24,26,22,15
"291183",74,25,287,21,26,24,34,17,22,31,5
"143222",49,36,250,38,28,20,41,14,27,21,11
"221065",58,34,246,21,24,10,33,18,35,29,14
"261827",68,30,260,29,26,19,35,20,42,24,12
"1209327",20,10,71,11,9,7,15,7,15,4,6
"762641",29,22,93,3,12,11,25,7,16,10,6
"178469",34,17,196,12,17,20,32,24,16,21,9
"83612",39,29,113,15,20,22,32,21,19,23,6
"1287916",27,20,83,9,18,13,34,16,22,16,4
"1518147",31,21,102,5,16,11,40,39,21,17,5
"527198",52,23,206,24,15,14,14,6,17,15,12
"283735",36,22,120,9,16,16,36,12,10,9,11
"358023",24,10,74,6,14,13,14,8,12,12,10
"112040",29,23,105,22,26,17,34,20,23,29,7
"379070",21,11,81,16,11,7,18,6,20,11,8
"393005",33,14,154,16,11,10,28,20,12,10,13
"343334",17,16,75,5,11,5,23,9,12,9,13
"389486",11,11,64,10,15,8,16,7,10,8,7
"1176327",23,13,122,13,18,10,13,7,21,17,5
"2045416",39,16,73,12,7,10,11,10,8,15,3
"2049301",19,13,89,11,12,2,26,6,13,16,6
"336276",22,16,91,9,18,10,12,3,8,9,8
"1535231",30,12,86,14,11,10,22,19,11,14,8
"379068",19,9,105,16,7,4,16,12,10,11,5
"1649495",13,7,59,15,12,6,8,5,5,2,3
"417127",30,17,125,12,13,7,26,12,20,15,3
"244698",13,13,104,17,7,7,5,4,10,1,7
"444459",19,19,77,11,4,7,14,8,6,10,3
"216431",19,6,72,3,7,3,10,7,6,3,2
"2700084",19,10,79,17,12,7,9,10,14,1,5
"2715289",12,9,96,8,9,7,8,9,5,9,3
"444051",11,2,77,5,9,6,10,1,5,3,3
"1204360",17,11,87,15,8,3,12,2,6,4,4
"49277",11,7,63,5,6,2,8,4,11,4,2
"2782232",996,700,7601,375,758,541,1039,2026,752,562,325
"308865",143,64,542,45,112,45,345,62,69,89,36
"1778601",67,31,132,17,22,43,34,29,40,29,5
"59734",58,20,308,29,24,18,39,20,33,17,16
"1433995",37,34,61,13,44,22,35,41,58,23,21
"28250",16,21,97,19,6,17,23,9,23,24,9
"34084",15,14,129,9,14,8,24,12,12,8,4
"1013",17,7,67,10,9,6,9,10,6,17,12
"59735",16,7,34,4,11,7,17,6,11,11,1
"501783",20,10,64,11,5,6,11,9,7,4,5
"34098",127,85,477,29,63,57,99,49,73,76,35
"267986",33,28,172,9,44,13,33,23,29,23,21
"2828338",26,22,158,15,18,17,18,13,20,18,6
"332102",39,20,1394,36,16,14,28,11,30,22,6
"1940138",6,5,20,5,9,11,15,9,2,6,5
"336809",16,8,45,3,6,5,12,7,8,3,3
"1755829",10,5,53,3,5,3,8,4,2,7,5
"79328",1277,1041,8355,1738,973,833,1326,819,1173,1617,680
"354354",630,685,2580,73,4825,338,961,741,684,2383,594
"649461",283,208,1984,20,119,85,130,52,212,170,99
"2698688",380,387,1279,56,290,169,363,193,224,318,140
"398041",550,308,1389,78,537,316,601,405,733,773,350
"379899",205,246,1385,68,210,133,274,126,251,302,122
"1860196",289,283,1109,794,187,1098,226,179,235,241,109
"2812019",483,195,1019,59,246,193,305,206,297,338,120
"1874621",98,140,15828,25,229,43,92,66,323,127,96
"1769012",163,172,1250,51,159,98,152,118,181,182,91
"1004301",133,83,843,25,104,60,120,80,133,154,61
"649460",88,116,725,16,90,57,111,68,138,147,56
"239759",2456,1696,2858,372,1799,1464,2586,1680,1743,1454,802
"816",719,492,1491,143,480,375,682,425,510,399,220
"838",557,362,1261,95,386,259,479,321,408,273,151
"577309",45,38,134,16,38,34,56,34,32,31,16
"1283313",35,29,43,5,21,14,29,18,16,13,6
"2815786",221,135,218,25,124,119,195,138,113,108,46
"2518495",121,102,262,22,79,80,118,92,88,84,40
"1918540",116,97,141,23,94,67,131,114,71,74,44
"195950",212,202,323,46,187,174,289,170,221,169,88
"375288",137,99,257,25,122,67,144,98,93,87,37
"836",160,113,225,34,115,75,157,119,106,83,45
"909656",171,126,291,33,137,90,180,127,114,110,56
"307628",67,55,115,18,59,57,92,54,57,38,26
"294702",47,36,91,12,27,21,51,31,35,33,16
"156973",21,12,113,10,14,8,23,16,12,16,10
"397864",80,72,170,15,81,51,100,74,79,63,25
"1348911",16,10,54,6,15,12,18,8,17,7,2
"574697",69,41,133,13,49,33,77,36,49,38,16
"283168",30,25,120,6,13,7,31,11,11,12,7
"346096",60,32,107,13,25,20,52,25,30,33,18
"1970191",19,12,80,3,24,15,30,10,8,8,11
"2760873",28,13,59,1,19,11,20,15,14,21,6
"1471399",88,61,255,16,65,34,78,46,56,54,22
"1193324",35,31,86,8,34,32,44,23,23,25,17
"2060722",18,16,100,4,15,8,22,9,18,11,5
"29549",2324,1440,2208,492,1712,1463,2495,1764,1779,1468,795
"146919",1467,806,1495,348,918,932,1319,971,1060,865,459
"423349",1067,835,8355,375,725,524,1037,593,807,849,331
"84567",604,467,2749,241,402,206,509,280,406,406,175
"28453",597,348,2803,1014,370,381,2044,298,626,343,188
"1773450",128,62,355,47,69,76,109,74,81,91,41
"929509",41,38,225,19,26,24,48,28,27,42,11
"1649482",35,44,168,81,42,24,57,33,50,26,6
"376469",43,29,180,50,34,93,200,35,74,44,26
"2349",156,150,789,24,123,106,161,91,88,111,47
"1007",28,26,73,6,17,18,29,15,25,18,7
"256319",1126,811,1250,153,914,684,1239,739,845,688,397
"274493",732,484,764,87,478,414,722,470,470,415,191
"1101",412,356,645,80,337,273,469,313,334,297,146
"100715",68,56,109,9,72,39,86,39,42,50,19
"1457365",186,113,231,41,142,96,176,115,155,103,48
"1134403",107,68,93,10,101,50,100,68,67,64,20
"795750",36,36,84,7,27,33,42,23,40,31,20
"861299",17589,11440,19155,3306,24655,12474,22033,17360,36223,22419,21989
"2646123",2777,2094,3401,445,2967,1664,3574,2391,3834,2850,2478
"173480",2104,1478,3015,439,2277,1412,2655,1943,2831,2321,2092
"1379270",1722,1197,2325,296,1693,1048,2057,1448,2428,1691,1489
"833",78,66,112,10,84,64,117,57,75,52,28
"459349",66,36,38,3,65,56,55,44,89,35,15
"2602070",1438,1032,966,147,1174,833,1390,1011,1259,952,449
"1617967",945,709,765,102,894,519,1056,639,855,715,365
"682795",1049,762,719,93,886,500,946,712,914,606,384
"1198114",766,577,669,67,727,429,839,568,779,546,275
"926566",798,630,647,70,810,370,880,547,796,562,283
"1592106",1066,859,709,78,1040,526,1135,780,1000,739,388
"401053",480,411,428,49,499,261,596,362,521,353,216
"240015",989,851,806,114,1175,578,1185,838,1181,855,434
"2763107",936,881,699,83,1145,540,1192,783,1086,736,445
"204669",1487,1354,993,143,2237,839,1974,1199,1871,1122,616
"2703788",595,536,466,57,674,405,765,488,680,3518,324
"2763071",379,345,356,49,450,226,462,277,337,481,146
"2211140",760,625,485,73,804,413,826,588,747,568,286
"234267",3700,3314,2372,280,4345,1877,4281,2883,3471,2440,1399
"1473598",3132,2592,3768,247,2594,1641,3489,2337,2363,1827,968
"1855912",21206,17045,8261,987,14182,9627,19505,16528,12314,11371,5940
"981222",776,592,561,64,643,365,855,560,516,450,227
"981385",127,74,71,11,87,65,90,101,78,77,35
"42253",2113,1834,3579,202,2208,1419,2541,1492,1884,1112,457
"1325564",1401,1079,1217,102,1245,901,1548,919,1191,636,221
"1715989",944,1024,2031,83,932,682,1076,681,893,518,212
"1936990",1080,754,1121,58,1023,733,1226,784,1092,522,176
"180",63,36,114,19,56,41,63,53,70,33,27
"178606",33,31,39,5,21,16,38,12,16,13,7
"1660083",27,22,16,1,10,27,23,17,21,17,6
"2715679",61,24,43,5,47,64,54,60,29,24,7
"545694",200,83,112,14,106,112,110,101,125,80,27
"906968",169,77,134,15,126,79,129,83,129,65,41
"2766701",41,38,77,8,43,27,43,35,31,30,11
"2787628",28,16,40,6,15,9,18,9,16,5,5
"1539298",8,12,17,0,16,10,20,8,11,13,9
"120683",12,7,9,2,8,5,13,3,18,5,4
"69713",45,50,75,3,52,26,47,40,41,24,7
"545695",54,43,70,4,48,35,73,31,51,34,14
"138851",43,33,49,7,40,16,41,27,34,12,19
"744872",38,36,52,6,30,21,39,27,19,16,13
"58231",30,16,24,8,26,17,26,22,9,17,8
"744515",26,17,28,1,16,7,17,23,10,9,7
"1291379",0,1,0,0,1,2,4,2,1,1,0
"999426",1,0,4,1,1,3,0,1,3,2,2
"999431",1,1,2,0,1,3,1,2,3,1,1
"999432",1,1,3,0,1,2,1,0,1,0,0
"869209",19,17,25,2,11,7,16,7,5,6,5
"162",14,26,15,2,19,4,14,8,12,13,2
"161",1,0,0,0,0,0,0,0,0,1,0
"221027",1,2,15,0,7,4,8,4,9,2,0
"665571",153,89,121,22,106,81,117,82,101,81,44
"869211",132,86,69,14,51,80,108,79,77,49,35
"889378",137,102,108,17,96,74,142,83,77,81,37
"760011",54,36,51,7,32,36,55,38,43,20,18
"158189",53,35,52,6,34,22,39,31,21,17,15
"158190",21,15,38,3,13,10,16,11,15,15,2
"1307761",63,55,69,14,47,25,60,32,46,40,9
"573413",58,47,61,7,50,20,45,34,38,30,9
"252967",16,3,22,3,8,10,5,7,6,16,3
"2518645",18,22,37,3,16,10,24,15,13,15,10
"1313295",1,1,1,0,0,0,0,0,0,0,0
"47466",5,6,0,8,2,8,6,4,8,6,2
"143",0,3,5,0,4,0,0,2,2,1,2
"1408429",3,2,5,0,6,2,3,1,0,0,2
"2608247",7,2,10,0,0,0,0,1,1,2,0
"29520",0,0,0,0,0,0,0,0,0,0,0
"412419",2,0,2,0,0,0,0,0,0,0,0
"1104446",5,2,3,0,0,0,0,1,0,2,2
"2761123",2,2,2,0,4,0,5,2,1,0,0
"1964448",2,5,3,0,5,2,1,3,1,0,0
"29518",1,3,6,0,2,0,1,3,0,0,0
"62088",1,0,0,0,1,1,0,2,0,0,0
"1674146",1,0,1,0,0,2,1,0,1,1,0
"139",0,0,0,0,1,0,0,0,0,0,1
"29519",8,0,0,0,0,0,0,1,1,1,0
"521010",0,0,2,0,3,0,1,0,1,0,1
"408139",68,37,70,3,42,36,59,37,36,24,26
"293071",2,1,3,2,0,1,4,1,0,1,3
"2564040",37,36,50,6,35,16,44,22,20,28,5
"312175",4,0,1,0,1,1,0,1,0,2,1
"214675",2,0,6,0,0,0,1,0,2,1,0
"90062",0,0,0,0,0,0,0,0,0,1,0
"211880",0,0,1,0,2,1,3,0,1,0,1
"145259",29,26,212,6,18,9,19,19,21,7,12
"28184",27,21,27,3,20,14,28,14,20,14,5
"1137606",24,12,28,2,24,11,22,15,11,6,5
"508536",1,0,2,0,0,0,0,0,0,0,0
"869212",255,180,479,33,181,134,231,152,136,127,71
"1161918",2,0,5,0,3,2,2,3,1,3,1
"1042417",0,3,4,0,0,0,0,1,0,0,0
"1133568",0,0,8,0,1,1,0,0,1,0,0
"159",0,0,0,1,2,4,9,0,7,3,3
"1287055",10,2,9,1,6,1,4,0,9,4,1
"526224",5,2,18,3,7,6,9,1,4,3,0
"1045858",9,8,17,2,3,4,3,3,2,4,1
"651822",439,221,363,38,226,254,362,283,272,242,82
"584708",354,167,258,30,201,214,292,251,219,178,76
"1197717",319,196,216,34,203,163,276,176,180,146,64
"525903",209,100,182,18,132,122,182,136,109,90,40
"926567",89,60,100,18,79,59,100,71,60,58,32
"885272",183,99,141,22,115,101,152,110,124,83,61
"891968",39,35,43,6,35,46,58,39,34,24,7
"580340",33,34,20,8,25,32,41,46,26,30,8
"572547",22,17,31,1,13,4,35,14,19,9,2
"2026885",586,280,267,60,368,421,424,272,370,232,114
"1332188",38,24,480,38,24,32,38,24,48,99,43
"2093823",48,17,387,36,28,45,38,46,50,73,47
"1551504",57,35,150,9,61,59,44,27,34,24,14
"2715734",13,7,43,3,16,10,17,16,11,18,19
"1408159",146,80,43,5,66,75,111,59,71,53,27
"1157948",2,2,2,0,3,4,0,4,3,1,3
"1157947",1,0,1,0,0,0,2,4,2,0,0
"1408160",12,7,23,0,5,4,8,4,10,9,3
"2336",1,0,1,0,1,3,1,0,0,0,0
"309803",0,1,1,0,0,0,2,1,2,1,0
"390874",1,3,1,0,4,0,0,0,1,0,1
"1123384",24,19,30,3,26,22,46,28,29,20,9
"688269",17,4,12,1,5,3,7,1,3,6,2
"416591",3,0,1,0,2,0,0,2,0,0,0
"771875",10,3,6,0,0,1,3,1,2,4,4
"381764",3,6,14,2,5,5,5,2,4,1,0
"310769",4,2,14,0,5,3,6,2,5,5,2
"2423",0,0,2,0,1,1,0,0,1,0,0
"2814656",12,7,17,1,11,7,13,2,8,11,4
"484019",5,9,24,2,4,4,5,3,4,4,3
"46541",8,7,10,5,8,0,2,6,2,6,6
"1236046",47,30,35,3,35,29,34,26,20,28,6
"660470",19,15,33,1,12,14,21,9,10,14,7
"1330330",17,14,18,1,15,7,13,6,4,9,11
"521045",14,7,35,1,17,7,11,5,11,9,1
"2108365",15,7,19,2,14,19,19,13,9,9,13
"443254",2,0,0,1,1,1,2,0,0,1,0
"1545835",0,1,4,0,0,0,0,0,0,1,0
"403833",22,4,10,1,4,1,7,5,10,7,1
"1006576",15,2,25,1,10,4,15,3,11,13,4
"1441386",25,18,15,2,24,39,32,26,20,39,6
"381751",35,14,16,1,23,25,10,25,14,13,3
"75906",13,8,7,0,11,5,9,2,7,3,1
"638303",8,9,14,3,7,6,9,9,5,2,4
"224324",40,20,37,2,30,50,49,37,33,24,6
"1632019",19,11,22,6,12,11,14,18,17,10,3
"608538",7,5,14,0,9,5,10,11,7,8,3
"380749",11,5,21,1,6,2,3,5,4,3,3
"436114",13,6,17,0,13,6,9,7,12,7,2
"204536",11,7,15,3,3,5,17,3,6,6,4
"123214",24,18,26,3,21,10,30,10,20,9,17
"1298851",42,27,60,6,40,37,47,32,48,40,22
"648996",92,51,45,8,60,55,89,67,46,53,21
"868864",27,11,25,12,26,20,33,27,43,18,8
"2047767",144,117,118,12,126,85,162,108,95,90,39
"1936021",58,50,83,7,64,60,92,49,51,42,23
"667014",57,25,48,2,30,19,40,32,17,21,16
"795359",13,12,20,1,9,5,5,3,2,1,1
"289377",15,9,8,0,7,5,11,7,17,6,0
"2234087",10,5,16,0,1,1,11,5,3,2,0
"1653476",13,15,10,3,20,20,16,12,9,2,4
"76857",9,3,15,0,2,0,6,2,3,4,1
"76859",6,1,8,0,2,1,4,1,6,7,1
"76856",3,4,8,0,1,2,2,2,1,3,0
"155615",8,1,5,0,4,1,3,3,2,0,1
"143387",11,6,9,0,9,1,2,5,1,1,2
"2764326",10,14,36,0,5,6,22,5,3,4,3
"671211",1,2,7,0,1,0,1,1,0,1,0
"856",20,8,30,2,10,5,13,7,9,6,3
"469617",5,1,20,2,3,1,4,1,5,0,0
"1307442",1,0,0,0,1,2,1,0,0,0,2
"1307444",0,0,2,0,0,0,1,0,0,0,0
"469616",4,3,12,1,5,2,7,4,1,3,1
"2663009",24,6,23,1,7,5,14,4,5,6,4
"469615",3,3,9,3,5,4,3,2,1,5,1
"860",0,0,1,0,0,0,0,0,1,1,0
"285729",5,2,14,1,1,1,6,1,6,1,0
"572544",13,6,17,2,4,9,12,5,5,5,1
"712357",14,2,19,0,9,5,14,7,11,5,0
"1785996",4,3,16,2,4,1,5,0,2,4,0
"712368",4,3,5,3,3,2,3,4,3,0,0
"109328",13,3,17,2,4,12,6,1,8,32,8
"523794",11,2,20,1,4,7,7,2,1,4,0
"157687",13,5,21,0,4,3,6,5,3,7,1
"554406",5,2,11,3,2,6,2,2,5,0,2
"157691",7,1,45,6,4,1,9,1,6,7,3
"526218",11,10,29,2,8,7,17,4,8,7,3
"34105",12,10,17,2,0,9,15,13,11,6,2
"187101",0,6,16,0,2,5,5,1,3,4,3
"157692",2,5,17,1,5,4,4,4,3,2,3
"880073",180,193,203,23,213,120,240,174,132,139,63
"139438",64,51,64,5,32,34,62,27,44,25,14
"717231",35,27,31,8,33,22,55,28,20,21,18
"522772",27,15,44,6,16,12,24,15,9,19,6
"768670",33,30,39,5,24,13,27,8,17,15,10
"639282",6,11,68,5,13,13,22,13,16,14,9
"653733",185,122,197,30,167,103,183,113,144,112,52
"1408281",26,13,47,5,21,6,23,14,12,16,5
"1408204",12,13,15,2,10,5,10,4,10,7,2
"445932",53,25,59,6,50,40,72,30,40,33,11
"515635",107,25,69,14,39,70,63,63,58,61,20
"309799",5,2,13,1,4,1,3,1,6,3,0
"693075",85,48,53,9,57,38,57,51,68,43,36
"309798",65,32,31,4,35,48,50,44,15,28,11
"1235284",7,3,22,1,3,1,5,5,3,3,1
"1235283",10,2,14,2,1,2,2,2,6,1,4
"2642239",2062,1077,1321,229,1133,1023,1596,1033,1271,815,405
"29284",422,222,241,55,210,236,328,207,308,145,89
