"","s9OmM2TOMPOOB051285.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report"
"2733171",0,0,0,0,0,0,0,2,0,0,0
"1129146",1,0,0,0,0,0,0,0,0,0,0
"1982243",0,0,0,0,0,0,0,0,0,0,0
"1920752",0,0,0,0,0,0,0,0,0,0,0
"2560471",0,0,0,0,0,0,0,0,0,0,0
"1982154",0,0,0,1,0,0,0,1,0,0,0
"40631",0,0,0,0,0,0,0,0,0,0,0
"1982225",1,3,0,0,0,0,0,0,0,0,0
"10719",1,0,0,1,0,0,1,2,0,0,1
"1982111",0,2,0,0,0,0,1,0,0,0,0
"2560307",0,0,0,0,0,0,0,0,0,0,1
"458639",0,1,0,0,0,0,0,0,0,0,0
"683735",0,0,0,0,0,0,0,0,0,0,0
"2419618",0,0,0,0,0,0,1,0,0,0,0
"756280",0,0,0,0,0,0,0,0,0,0,0
"1864622",1,0,0,0,0,0,0,0,0,0,1
"1127518",0,0,0,0,0,0,0,0,0,0,0
"1493513",0,0,0,1,0,0,0,0,0,0,0
"1458859",0,0,0,2,0,0,0,0,0,0,0
"331278",0,0,0,0,0,0,0,1,0,0,0
"2588518",0,0,0,0,0,0,0,0,0,0,0
"1567013",0,0,0,0,0,0,0,0,0,0,0
"1913651",0,1,0,0,0,0,0,1,0,0,0
"260149",0,0,1,0,0,0,0,0,0,0,0
"2006135",0,0,0,1,0,0,0,0,0,0,0
"2560305",1,0,0,1,0,0,0,0,0,0,0
"244310",0,0,0,1,0,0,1,1,0,0,0
"2006169",0,0,0,0,0,0,0,0,0,0,0
"2560095",0,0,0,0,0,0,0,0,1,0,0
"2560463",0,0,0,0,0,0,0,1,0,0,0
"2560436",1,0,0,0,0,0,0,0,0,0,0
"1980945",0,0,0,0,0,0,0,0,0,0,0
"2560545",0,1,0,0,0,0,0,0,0,0,1
"10683",0,1,0,0,0,0,0,0,0,0,0
"2734095",1,0,0,3,0,0,0,0,0,0,0
"2560435",1,2,1,0,0,0,0,0,0,0,2
"233894",0,0,0,0,0,0,0,0,0,0,0
"1912143",0,0,0,0,0,0,0,0,0,0,0
"1925779",0,0,0,0,0,0,0,1,1,0,0
"977801",0,0,0,0,0,0,0,0,0,0,0
"2662127",0,0,0,0,0,0,0,0,0,0,0
"1784982",20,0,0,0,0,0,0,0,0,0,0
"2546626",0,0,0,0,0,0,0,0,0,0,0
"1984798",0,1,3,0,0,0,0,0,0,0,0
"1987939",1,0,0,0,0,0,0,0,0,0,0
"1987941",0,0,0,0,0,0,0,0,0,0,1
"2562667",0,0,0,1,0,0,0,0,0,0,0
"2734188",0,1,0,0,0,0,0,0,0,0,0
"1982595",10,0,0,0,0,0,0,0,1,0,0
"1920763",0,0,0,0,0,0,0,0,0,0,0
"1918525",0,0,0,0,0,0,0,0,0,0,0
"2732675",0,0,0,1,0,0,0,0,0,0,0
"2732688",1,0,0,0,0,0,0,0,0,0,0
"2732938",11,0,0,1,0,0,1,1,0,0,0
"2733962",0,0,0,0,0,0,0,0,0,0,0
"2560679",0,1,0,0,0,0,0,1,0,0,0
"2731958",0,0,0,0,0,0,0,0,0,0,0
"2733958",0,1,0,0,0,0,0,0,0,0,0
"2732926",0,0,0,0,0,0,0,0,0,0,0
"2731674",0,0,0,0,0,0,0,0,0,0,0
"2733965",0,0,0,0,0,0,0,0,0,0,0
"2560334",0,0,0,0,0,0,0,0,0,0,0
"2560332",0,0,0,0,0,0,0,0,0,0,1
"1857889",0,0,0,0,0,0,0,0,0,0,0
"2169534",0,0,0,0,0,0,0,0,0,0,0
"2734036",0,0,0,0,0,0,0,0,0,0,0
"1920864",0,0,1,0,0,0,0,0,0,0,0
"2732064",0,0,0,0,0,0,1,0,0,0,2
"2560539",0,0,0,0,0,0,0,0,0,0,0
"2733997",0,0,0,0,0,0,0,0,0,0,0
"2732038",0,0,0,0,0,0,0,0,0,0,0
"2613861",0,0,0,0,0,0,0,0,0,0,0
"2501997",0,0,0,0,0,0,0,0,0,0,0
"39718",0,0,0,0,0,0,0,0,0,0,0
"35323",0,0,0,0,0,0,0,0,0,0,0
"2169701",0,0,0,0,0,0,0,0,0,0,0
"59301",0,0,0,0,0,0,0,1,0,0,0
"2162642",0,0,0,0,0,0,0,0,0,0,0
"1908808",0,0,0,0,0,0,0,0,0,0,0
"1682187",0,0,0,0,0,0,0,0,0,0,0
"31770",0,0,0,0,0,0,0,0,0,0,0
"184751",0,0,0,0,0,0,0,0,0,0,0
"2008761",0,0,0,0,0,0,0,0,0,0,0
"2008763",0,0,0,0,0,0,0,0,0,0,0
"2170086",0,0,0,0,0,0,0,0,0,0,0
"328429",0,1,0,0,0,0,0,1,0,0,0
"1912598",0,0,0,0,0,0,0,0,0,0,0
"186844",0,0,0,0,0,0,0,0,0,0,1
"694017",0,1,0,0,0,0,0,1,0,0,0
"90010",0,3,0,0,0,0,0,0,0,0,2
"1534549",0,0,0,0,0,0,0,0,0,0,0
"1511805",0,0,0,0,0,0,0,0,0,0,0
"1093901",0,0,0,0,0,0,0,0,0,0,0
"114921",0,0,0,0,0,0,0,0,0,0,0
"2056161",0,0,0,0,0,0,0,0,0,0,0
"796352",0,0,0,0,0,0,0,0,0,0,0
"348449",0,0,0,0,0,0,0,0,0,0,0
"509923",0,0,0,0,0,0,0,0,0,0,0
"160484",0,0,0,0,0,0,0,0,0,0,0
"699180",0,0,0,0,0,0,0,0,0,0,0
"441999",0,0,0,0,0,0,0,0,0,0,0
"939922",0,1,0,1,0,0,1,1,0,0,0
"349681",0,0,0,0,0,0,0,0,0,0,0
"399394",0,0,0,0,0,0,0,0,0,0,0
"1755792",0,0,0,0,0,0,0,0,0,0,0
"11002",0,0,0,0,0,0,0,0,0,0,0
"1634914",0,0,0,0,0,0,0,0,0,0,0
"153057",2,0,0,0,0,0,0,0,0,0,0
"1923651",0,0,0,0,0,0,0,0,0,0,0
"1923601",0,0,0,0,0,0,0,0,0,0,0
"1922556",0,0,0,0,0,0,0,0,0,0,0
"1923531",0,0,0,0,0,0,0,0,0,0,0
"1922784",0,0,0,0,0,0,0,0,0,0,0
"1923241",0,0,0,0,0,0,0,0,0,0,0
"1923155",0,0,0,0,0,0,0,0,0,0,0
"1923701",0,0,0,0,0,0,0,0,0,0,0
"1923369",0,0,0,0,0,0,0,0,0,0,0
"1923778",0,0,0,0,0,0,0,0,0,0,0
"1923153",0,0,0,0,0,0,0,0,0,0,0
"1183239",1,0,0,0,0,0,0,1,0,0,0
"1327968",0,0,0,0,0,0,0,0,0,0,0
"2010269",0,0,0,0,0,0,1,0,0,0,0
"552509",0,0,0,0,0,0,0,0,0,0,0
"212035",0,1,0,0,0,0,0,0,0,0,1
"10270",2,1,0,0,0,0,0,0,0,0,0
"1146877",0,0,0,0,0,0,1,1,0,0,0
"1986024",0,0,0,0,0,0,0,1,0,0,0
"1557033",0,0,0,0,0,0,0,0,0,0,0
"1723446",0,2,0,0,0,0,1,2,0,0,1
"38012",0,0,0,0,0,0,0,0,0,0,0
"134394",0,0,0,0,0,0,0,0,0,0,0
"1563660",0,0,0,1,0,0,0,2,0,0,0
"1580580",2,0,1,0,0,0,0,1,0,0,0
"1675866",0,0,0,1,0,0,0,0,0,0,0
"936061",0,0,0,0,0,0,0,0,0,0,0
"1608323",0,0,0,0,0,0,0,0,0,0,0
"1511911",0,0,0,0,0,0,0,0,0,0,0
"1297645",0,0,0,0,0,0,0,0,0,0,0
"10837",0,0,0,0,0,0,0,0,0,0,0
"1985399",0,0,0,0,0,0,0,0,0,0,0
"1987743",0,0,0,0,0,0,0,0,0,0,0
"1676182",0,0,0,0,0,0,0,0,0,0,0
"309181",0,0,0,0,0,0,0,0,0,0,0
"537009",0,0,0,0,0,0,0,0,0,0,0
"304222",0,0,0,0,0,0,0,0,0,0,0
"1732177",2,0,0,0,0,0,0,0,0,0,0
"437444",0,0,0,0,0,0,0,0,0,0,0
"687345",0,0,0,0,0,0,0,0,0,0,0
"2630218",0,0,0,0,0,0,0,0,3,0,0
"2420300",1,0,0,1,0,0,0,1,1,0,0
"2742641",0,0,0,0,0,0,0,0,1,0,0
"54736",0,0,0,0,0,0,0,0,6,0,0
"470934",0,0,0,0,0,0,0,0,39,0,0
"1263550",0,0,0,0,0,0,0,0,4,0,0
"314275",0,0,10,0,0,0,0,0,4,0,0
"24",0,0,0,0,0,0,0,0,17,0,0
"579112",0,0,0,0,0,0,0,0,1,0,0
"2016517",0,0,0,0,0,0,0,0,1,0,0
"715",5,0,0,0,0,0,4,6,3,0,0
"487",0,0,0,0,0,0,0,0,9,0,0
"486",0,0,0,0,0,0,0,0,1,0,0
"521008",0,0,0,0,0,0,0,0,1,0,0
"173",0,0,0,0,0,0,0,0,8,0,0
"52584",0,0,0,0,0,0,0,0,1,0,0
"2631113",0,0,0,0,0,0,0,0,2,0,0
"851",0,0,0,0,0,0,0,0,1,0,0
"1445727",0,0,0,0,0,0,0,1,1,0,0
"1071502",0,0,0,0,0,0,0,0,1,0,0
"28369",0,0,0,0,0,0,0,0,1,0,0
"1299429",0,0,0,0,0,0,0,1,6,0,1
"2560791",0,0,0,0,0,0,0,0,2,0,1
"2560150",0,0,0,0,0,0,2,0,3,0,0
"2594692",0,0,0,1,0,0,0,0,3,0,1
"1623276",0,0,0,0,0,0,0,0,1,0,0
"1954379",0,0,0,0,0,0,0,0,1,0,0
"1984800",0,0,0,0,0,0,0,0,2,0,0
"2609909",0,0,0,0,0,0,0,0,1,0,0
"1987940",0,0,0,0,0,0,0,0,1,0,0
"1273707",0,0,0,0,0,0,0,0,1,0,0
"1920753",0,0,0,0,0,0,0,0,1,0,0
"1493509",0,0,0,0,0,0,0,0,1,0,0
"1980941",0,0,2,0,0,0,0,0,2,0,0
"1985285",0,0,0,0,0,0,0,0,1,0,0
"1980937",0,0,2,0,0,0,0,0,1,0,0
"680114",0,0,0,0,0,0,0,0,1,0,0
"2035708",0,0,0,1,0,0,1,0,1,0,0
"269145",0,0,0,0,0,0,0,0,1,0,0
"1922752",0,0,0,0,0,0,0,0,1,0,0
"1922736",0,0,0,0,0,0,0,0,1,0,0
"1923091",0,0,0,0,0,0,0,0,1,0,0
"2052685",0,0,0,0,0,0,0,0,1,0,0
"2169667",0,0,0,0,0,0,0,0,1,0,0
"398578",0,0,0,0,0,0,0,0,0,0,0
"935590",0,0,0,0,0,0,0,0,0,0,0
"29447",0,0,0,369,0,0,0,0,0,0,0
"2730849",0,0,0,0,0,0,0,0,0,0,0
"341029",0,0,0,0,0,0,0,0,0,0,0
"2742677",0,0,0,0,0,0,0,0,0,0,0
"2716879",0,1,0,2,0,0,0,1,0,0,0
"1055537",0,0,0,0,0,0,0,0,0,0,0
"2814546",0,1,0,0,0,0,2,0,0,0,0
"1355100",0,0,0,0,0,0,0,0,0,0,0
"1282357",0,0,0,0,0,0,0,0,0,0,0
"1454377",0,0,0,1,0,0,0,0,0,0,0
"1225785",0,0,0,0,0,0,1,0,0,0,0
"2730357",0,0,0,0,0,0,0,0,0,0,0
"1610576",0,0,0,0,0,0,0,0,0,0,0
"332186",0,2,0,0,0,0,0,1,0,0,0
"2661922",0,0,0,0,0,0,0,0,0,0,0
"297245",0,0,0,0,0,0,0,0,0,0,0
"262727",0,0,0,0,0,0,1,0,0,0,0
"1302858",0,0,0,0,0,0,0,0,0,0,0
"314724",0,0,0,0,0,0,0,0,0,0,0
"43687",0,0,0,0,0,0,0,0,0,0,0
"74968",0,0,0,0,0,0,0,0,0,0,0
"2743924",0,1,0,0,0,0,0,4,0,0,0
"2656547",1,0,0,1,0,0,0,0,0,0,1
"1965482",1,0,0,0,0,0,0,0,0,0,0
"1147044",0,0,0,0,0,0,0,0,0,0,0
"2652415",1,1,0,0,0,0,0,0,0,0,1
"1873341",0,0,0,0,0,0,0,0,0,0,0
"644007",0,0,0,0,0,0,1,0,0,0,0
"2072797",0,0,0,0,0,0,0,0,0,0,0
"1821553",0,0,0,1,0,0,0,0,0,0,0
"2599848",0,1,1,0,0,0,0,1,0,0,1
"2753656",0,0,0,1,0,0,0,0,0,0,0
"861044",0,0,1,1,0,0,0,1,0,0,0
"1086751",0,1,0,2,0,0,1,1,0,0,0
"1089135",0,2,0,1,0,0,0,0,0,0,0
"2283289",1,0,1,2,0,0,1,1,0,0,0
"546185",0,0,0,0,0,0,0,0,0,0,0
"225588",0,1,0,0,0,0,0,1,0,0,0
"1982108",1,0,0,0,0,0,0,0,0,0,0
"1982305",0,0,0,0,0,0,0,0,0,0,0
"1982303",0,0,0,0,0,0,0,0,0,0,0
"2170234",1,0,0,0,0,0,1,0,0,0,0
"1623302",2,0,0,0,0,0,0,0,0,0,0
"2733203",0,0,2,0,0,0,0,0,0,0,0
"2734269",0,0,0,0,0,0,0,0,0,0,0
"2733216",0,0,0,0,0,0,1,0,0,0,0
"2560623",0,0,0,0,0,0,0,0,0,0,0
"2560392",1,0,0,1,0,0,0,0,0,0,0
"2734235",0,0,0,0,0,0,0,0,0,0,0
"2560333",0,0,0,0,0,0,0,0,0,0,0
"72638",0,0,0,0,0,0,0,0,0,0,0
"1623303",0,0,0,0,0,0,0,0,0,0,0
"1623293",1,0,1,0,0,0,0,1,0,0,1
"2315527",0,0,0,0,0,0,0,0,0,0,1
"2557553",0,1,0,0,0,0,1,0,0,0,0
"2704031",0,0,0,1,0,0,1,0,0,0,0
"2752535",1,5,0,0,0,0,2,0,0,0,3
"2560434",2,1,0,0,0,0,0,0,0,0,3
"2182344",1,0,1,0,0,0,0,0,0,0,0
"2734133",0,0,0,0,0,0,0,0,0,0,0
"2560831",0,0,0,1,0,0,0,1,0,0,0
"1915209",0,0,0,0,0,0,0,0,0,0,0
"320122",0,0,0,0,0,0,0,0,0,0,0
"2734134",1,0,0,2,0,0,0,0,0,0,0
"754043",0,0,0,0,0,0,0,0,0,0,0
"1529058",0,0,0,1,0,0,0,0,0,0,0
"2316154",0,0,0,0,0,0,0,0,0,0,1
"2484218",0,0,0,0,0,0,0,0,0,0,0
"1357732",0,0,0,0,0,0,0,0,0,0,0
"680287",1,1,1,0,0,0,0,0,0,0,0
"2732589",0,0,0,0,0,0,0,0,0,0,0
"329158",0,0,0,0,0,0,0,0,0,0,0
"2732691",0,0,1,2,0,0,0,2,0,0,2
"1273711",0,0,0,0,0,0,0,0,0,0,0
"1197951",0,0,0,0,0,0,0,0,0,0,0
"2733931",0,0,0,3,0,0,0,0,0,0,0
"438482",0,0,0,0,0,0,0,0,0,0,0
"2733953",0,0,0,0,0,0,0,0,0,0,0
"2733929",0,0,0,0,0,0,0,0,0,0,0
"2560655",0,0,0,0,0,0,0,1,0,0,0
"2733943",0,0,0,0,0,0,0,0,0,0,0
"2732917",0,0,0,0,0,0,1,0,0,0,0
"2732018",0,0,0,0,0,0,0,0,0,0,1
"2650877",0,1,0,0,0,0,0,0,0,0,2
"2734043",0,0,0,0,0,0,0,0,0,0,0
"1234888",0,0,0,0,0,0,0,0,0,0,0
"1911438",0,0,0,0,0,0,0,0,0,0,0
"1958785",0,0,0,0,0,0,0,0,0,0,0
"1986021",0,0,0,0,0,0,0,0,0,0,0
"35324",0,0,0,0,0,0,0,0,0,0,0
"1308858",0,0,0,1,0,0,0,2,0,0,0
"2507291",1,2,2,0,0,0,0,1,0,0,0
"2508227",0,0,0,0,0,0,0,0,0,0,0
"106966",0,0,0,0,0,0,0,0,0,0,0
"1714570",0,0,0,0,0,0,0,0,0,0,0
"119910",0,0,0,0,0,0,0,0,0,0,0
"945960",0,0,0,0,0,0,0,0,0,0,0
"62059",0,0,0,0,0,0,0,0,0,0,0
"35285",0,0,0,0,0,0,0,0,0,0,0
"1906173",0,0,0,0,0,0,0,0,0,0,0
"28375",0,0,0,0,0,0,0,0,0,0,0
"79918",0,0,0,0,0,0,0,0,0,0,0
"67754",0,0,0,0,0,0,0,0,0,0,0
"47985",0,0,0,0,0,0,0,0,0,0,0
"2024724",0,0,0,0,0,0,1,0,0,0,0
"60875",0,0,0,0,0,0,0,0,0,0,0
"2052851",0,0,0,0,0,0,0,0,0,0,0
"2003398",0,0,0,0,0,0,0,0,0,0,0
"12430",0,0,0,4,0,0,0,0,0,0,0
"327107",0,0,0,0,0,0,0,0,0,0,0
"1495316",0,0,0,0,0,0,0,0,0,0,0
"1963247",0,0,0,0,0,0,0,0,0,0,0
"2170080",1,0,0,0,0,0,0,0,0,0,0
"271257",0,0,0,0,0,0,0,0,0,0,0
"2169861",0,0,0,0,0,0,0,1,0,0,0
"1923667",1,1,0,0,0,0,0,0,0,0,0
"1923532",0,0,0,0,0,0,0,0,0,0,0
"1923164",0,0,0,0,0,0,0,0,0,0,0
"1923306",0,0,0,0,0,0,0,1,0,0,0
"1923613",0,0,0,0,0,0,0,0,0,0,0
"1923114",0,0,0,0,0,0,0,1,0,0,0
"1922928",0,0,0,0,0,0,0,0,0,0,0
"1922815",0,0,0,0,0,0,0,0,0,0,0
"1746060",1,0,0,0,0,0,0,0,0,0,0
"1969351",0,0,0,0,0,0,0,0,0,0,0
"153136",0,0,0,0,0,0,0,0,0,0,0
"862943",0,0,0,0,0,0,0,0,0,0,0
"1916701",0,0,0,0,0,0,0,0,0,0,0
"1891751",0,0,0,0,0,0,0,0,0,0,0
"934800",0,0,0,0,0,0,0,0,0,0,0
"10814",0,0,0,0,0,0,0,0,0,0,0
"2012640",0,0,0,0,0,0,0,0,0,0,1
"272943",0,0,0,0,0,0,0,0,0,0,0
"2742655",0,1,0,0,0,0,0,0,0,0,0
"2697517",0,0,0,0,0,0,0,0,0,0,0
"1078032",0,0,0,0,0,0,0,0,0,0,0
"401618",0,0,0,0,0,0,0,0,0,0,0
"634499",0,1,0,0,0,0,0,0,0,0,0
"1314868",0,0,0,0,0,0,0,0,0,0,0
"29489",0,0,0,0,0,0,0,0,0,0,0
"622488",1,0,0,2,0,0,0,3,0,0,0
"68892",0,0,0,0,0,0,1,0,0,0,0
"290341",0,0,0,0,0,0,1,0,0,0,0
"1123383",0,1,0,2,0,0,0,1,0,0,0
"519441",0,0,0,0,0,0,0,0,0,0,0
"2656532",0,0,0,0,0,0,0,0,0,0,1
"1636200",0,0,0,0,0,0,0,0,0,0,0
"1718158",0,0,0,0,0,0,0,0,0,0,0
"1435411",0,0,0,0,0,0,0,0,0,0,0
"1777064",0,0,0,0,0,0,0,0,0,0,0
"1147158",0,0,0,1,0,0,0,0,0,0,0
"1874539",0,0,0,0,0,0,0,0,0,0,0
"861045",1,0,1,1,0,0,0,0,0,0,0
"540067",0,0,0,1,0,0,0,0,0,0,0
"1089119",0,0,0,0,0,0,0,0,0,0,0
"2560491",0,0,1,1,0,0,0,0,0,0,0
"1623288",1,0,0,0,0,0,0,2,0,0,3
"2169658",1,0,0,0,0,0,0,0,0,0,0
"1623283",0,0,0,0,0,0,2,3,0,0,0
"1918192",0,1,0,0,0,0,0,0,0,0,0
"1982218",0,0,0,1,0,0,0,0,0,0,0
"1921710",1,0,0,0,0,0,0,0,0,0,0
"2734248",0,0,0,0,0,0,0,0,0,0,0
"382359",1,0,0,0,0,0,0,0,0,0,0
"1229760",0,1,0,0,0,0,0,0,0,0,0
"754048",0,0,0,0,0,0,0,0,0,0,0
"2560283",2,0,0,0,0,0,1,0,0,0,0
"2734114",0,2,0,0,0,0,0,0,0,0,0
"2560306",1,0,0,0,0,0,0,0,0,0,0
"2560685",0,0,0,0,0,0,0,0,0,0,0
"2560133",0,0,0,0,0,0,0,0,0,0,0
"2560409",0,0,0,0,0,0,0,0,0,0,0
"2560542",0,0,0,0,0,0,0,0,0,0,0
"2752522",0,0,0,0,0,0,1,0,0,0,0
"1300004",0,0,0,0,0,0,0,0,0,0,0
"1309583",0,0,0,0,0,0,0,0,0,0,0
"1141137",0,0,0,0,0,0,0,0,0,0,0
"1982590",0,0,0,0,0,0,0,0,0,0,0
"1918522",1,0,0,0,0,0,0,0,0,0,0
"2269062",0,0,0,0,0,0,2,0,0,0,0
"2510943",1,0,0,0,0,0,0,0,0,0,0
"2301529",0,1,0,0,0,0,0,0,0,0,0
"2733954",0,1,0,0,0,0,0,1,0,0,0
"2560180",1,0,0,1,0,0,0,0,0,0,1
"2732037",0,0,0,0,0,0,0,0,0,0,0
"2746223",0,0,0,0,0,0,0,0,0,0,0
"1732180",0,0,0,0,0,0,0,1,0,0,0
"1685755",0,0,0,0,0,0,0,0,0,0,0
"1962301",0,0,0,0,0,0,0,0,0,0,0
"1978532",0,0,0,0,0,0,0,0,0,0,0
"1868215",0,0,0,0,0,0,0,1,0,0,0
"2732905",0,0,0,0,0,0,0,0,0,0,1
"11976",0,0,0,0,0,0,0,0,0,0,0
"1074863",0,0,0,0,0,0,0,0,0,0,0
"932662",0,0,0,0,0,0,0,0,0,0,0
"1239566",0,0,0,0,0,0,0,0,0,0,0
"1239439",0,0,0,0,0,0,0,0,0,0,0
"33765",0,0,0,0,0,0,0,0,0,0,0
"2169999",0,0,0,0,0,0,0,0,0,0,0
"48544",0,0,0,0,0,0,0,0,0,0,0
"1384490",0,0,0,0,0,0,0,0,0,0,0
"1985363",0,0,0,0,0,0,0,0,0,0,0
"164750",0,0,0,0,0,0,0,0,0,0,0
"2560774",0,0,0,0,0,0,0,0,0,0,0
"1922603",0,1,0,0,0,0,3,0,0,0,0
"1922548",0,0,0,0,0,0,0,0,0,0,0
"1922956",0,0,0,0,0,0,0,0,0,0,0
"1922559",0,0,0,0,0,0,0,0,0,0,0
"1746062",0,0,0,0,0,0,0,0,0,0,0
"2219106",0,0,0,0,0,0,0,0,0,0,0
"268591",0,2,0,0,0,0,0,0,0,0,0
"1675862",1,0,0,0,0,0,1,0,0,0,3
"489830",0,2,0,0,0,0,0,0,0,0,0
"170617",1,0,0,0,0,0,0,0,0,0,0
"875323",0,0,0,0,0,0,0,0,0,0,0
"687382",0,0,0,0,0,0,0,0,0,0,0
"2508184",0,0,0,0,0,0,0,0,0,0,0
"656025",0,0,0,0,0,0,0,0,0,0,0
"283165",0,0,0,0,0,0,0,0,0,0,1
"257313",0,0,0,0,0,0,0,0,0,0,1
"242231",0,0,0,0,0,0,0,0,0,0,1
"1463165",0,0,0,0,0,0,0,0,0,0,96
"956149",0,0,0,0,0,0,0,0,0,0,1
"591946",0,0,0,0,0,0,0,0,0,0,1
"316401",0,1,0,0,0,0,0,0,0,0,1
"1954351",0,0,0,0,0,0,0,0,0,0,1
"941280",0,2,0,0,0,0,1,0,0,0,1
"1266738",0,0,0,0,0,0,0,0,0,0,1
"1004786",0,0,0,0,0,0,0,0,0,0,1
"176102",0,0,0,2,0,0,0,3,0,0,1
"1261126",1,0,0,0,0,0,0,1,0,0,1
"1293576",0,0,0,0,0,0,0,0,0,0,1
"57678",0,1,1,0,0,0,1,0,0,0,1
"578234",1,0,0,0,0,0,0,0,0,0,3
"1636271",0,0,0,0,0,0,0,0,0,0,1
"447909",0,1,1,0,0,0,1,1,0,0,1
"2599843",0,0,0,0,0,0,0,0,0,0,1
"12348",0,0,0,0,0,0,0,1,0,0,1
"1051138",1,0,0,0,0,0,0,0,0,0,1
"1982272",0,0,0,0,0,0,0,0,0,0,2
"1982264",0,0,0,0,0,0,0,0,0,0,1
"2733162",0,3,0,0,0,0,0,0,0,0,1
"1982370",0,0,0,0,0,0,0,0,0,0,2
"90410",0,0,0,0,0,0,0,0,0,0,1
"1921699",0,0,0,0,0,0,0,0,0,0,1
"2560652",0,1,0,1,0,0,0,0,0,0,1
"1982559",0,0,2,0,0,0,0,0,0,0,1
"573175",0,0,0,0,0,0,0,0,0,0,1
"1127515",0,0,0,0,0,0,0,0,0,0,1
"209052",0,0,0,0,0,0,0,0,0,0,3
"2560669",0,0,0,0,0,0,0,0,0,0,1
"1984778",0,0,0,0,0,0,0,0,0,0,1
"2734105",0,0,0,0,0,0,0,0,0,0,2
"1980936",0,0,0,0,0,0,0,0,0,0,2
"2560543",0,0,0,0,0,0,0,0,0,0,1
"2734146",0,0,0,0,0,0,1,0,0,0,1
"2560672",0,0,0,0,0,0,0,0,0,0,1
"1980946",0,0,0,0,0,0,0,0,0,0,1
"2734139",0,0,0,0,0,0,0,0,0,0,1
"2663325",0,0,0,0,0,0,0,0,0,0,1
"1982583",2,0,0,0,0,0,0,0,0,0,1
"2733949",1,0,0,4,0,0,1,0,0,0,1
"2732916",0,0,0,0,0,0,0,0,0,0,1
"2731942",0,0,0,0,0,0,1,0,0,0,1
"2731625",0,0,0,0,0,0,1,0,0,0,2
"1685774",0,0,0,0,0,0,0,0,0,0,1
"2170001",0,0,0,0,0,0,0,0,0,0,1
"129954",0,0,0,0,0,0,0,0,0,0,1
"754004",0,0,0,0,0,0,0,0,0,0,1
"1932927",0,0,0,0,0,0,0,0,0,0,1
"1987130",0,0,0,0,0,0,0,0,0,0,1
"41460",0,0,0,0,0,0,0,0,0,0,2
"12198",0,0,0,0,0,0,0,0,0,0,1
"675060",0,0,0,0,0,0,0,0,0,0,1
"64310",0,0,0,0,0,0,0,0,0,0,1
"11089",0,0,0,0,0,0,0,0,0,0,1
"148879",0,0,0,0,0,0,0,0,0,0,1
"10911",0,0,0,0,0,0,0,0,0,0,1
"1678173",0,0,0,0,0,0,0,0,0,0,1
"2169859",0,0,0,0,0,0,0,0,0,0,1
"1922726",0,0,0,0,0,0,0,0,0,0,1
"1923674",0,0,0,0,0,0,1,0,0,0,1
"1923468",1,0,0,0,0,0,0,0,0,0,1
"1923009",0,0,0,0,0,0,0,0,0,0,1
"1922571",0,0,0,0,0,0,1,0,0,0,1
"2169668",0,1,0,0,0,0,0,0,0,0,1
"2049955",0,0,0,0,0,0,0,0,0,0,1
"714310",0,0,0,0,0,0,0,0,0,0,1
"934802",0,0,0,0,0,0,0,0,0,0,1
"2747317",0,0,0,0,0,0,0,0,0,0,2
"2011079",0,0,0,0,0,0,0,0,0,0,1
"2065050",0,0,0,0,0,0,0,0,0,0,2
"1967781",0,0,0,0,0,0,1,1,0,0,0
"56438",0,0,0,1,0,0,1,0,0,0,0
"141",0,0,1,0,0,0,3,0,0,0,0
"1313291",0,1,0,0,0,0,1,0,0,0,0
"1398491",0,0,0,1,0,0,1,0,0,0,0
"498741",1,0,0,0,0,0,1,0,0,0,0
"864178",0,1,0,0,0,0,2,0,0,0,0
"2588490",0,0,0,0,0,0,1,0,0,0,0
"871584",0,0,0,0,0,0,1,0,0,0,0
"2686474",0,0,0,0,0,0,1,0,0,0,0
"2734287",1,0,0,0,0,0,2,0,0,0,0
"2734288",0,0,0,0,0,0,1,0,0,0,0
"1982364",0,1,0,0,0,0,1,0,0,0,0
"2560427",0,1,0,0,0,0,1,0,0,0,0
"297254",0,0,0,0,0,0,1,0,0,0,0
"1982380",0,0,0,0,0,0,1,0,0,0,0
"1921698",1,0,0,0,0,0,1,0,0,0,0
"2734222",2,2,0,3,0,0,1,2,0,0,0
"1623305",0,0,0,0,0,0,1,0,0,0,0
"270673",1,0,0,0,0,0,69,0,0,0,0
"347326",1,0,0,0,0,0,13,0,0,0,0
"1542477",0,3,0,0,0,0,2,1,0,0,0
"2587814",0,0,0,0,0,0,1,0,0,0,0
"148943",0,0,0,0,0,0,1,0,0,0,0
"1980951",0,0,0,0,0,0,1,0,0,0,0
"2734113",1,0,0,0,0,0,1,0,0,0,0
"2732692",0,0,1,0,0,0,2,0,0,0,0
