"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"2138326",0,0,0,0,0,0,0,0,0,0,0
"1923345",0,0,0,0,0,0,0,0,0,0,0
"1922768",0,0,0,0,0,0,0,0,0,0,0
"1922593",0,0,0,0,0,0,0,0,0,0,0
"1923350",0,0,0,0,0,0,0,0,0,0,0
"1922680",0,0,0,0,0,0,0,0,0,0,0
"1923612",0,0,0,0,0,0,0,0,0,0,0
"1923154",0,0,0,0,0,0,0,0,0,1,0
"1923626",0,0,0,0,0,0,0,0,0,0,0
"1923486",0,0,0,0,0,0,0,0,0,0,0
"1923650",0,0,0,0,0,1,0,0,0,0,0
"1922713",0,0,0,0,0,0,0,0,0,0,0
"1740646",0,0,1,0,0,0,0,0,0,0,0
"2164101",0,0,0,0,0,0,0,1,0,0,0
"1565088",0,0,0,0,0,0,0,0,0,0,0
"10455",1,0,0,0,0,0,0,1,0,1,0
"1987479",0,0,0,2,0,0,0,0,0,0,0
"2169746",2,0,1,1,2,0,3,1,0,1,0
"2072024",0,0,1,3,3,0,0,0,0,1,0
"128941",0,0,0,0,0,0,0,0,0,0,0
"2169739",0,0,0,0,0,0,0,0,1,0,0
"1985403",0,0,0,0,0,0,0,0,0,0,0
"2170113",0,0,0,0,0,0,0,0,0,0,0
"1513201",0,0,0,0,0,0,0,0,0,0,0
"2747320",0,0,1,2,0,0,0,0,0,0,0
"2011078",0,0,0,0,0,0,0,0,2,1,0
"270161",0,0,0,0,0,0,0,0,1,0,0
"300186",0,0,0,0,0,0,0,0,0,0,0
"687355",0,0,0,0,0,0,0,0,0,0,0
"1619220",0,0,0,0,1,0,1,0,0,0,0
"285013",0,0,0,0,0,0,0,0,0,0,0
"523909",0,0,0,0,0,0,1,0,0,0,0
"935547",0,0,0,0,0,0,0,0,2,0,0
"1121028",0,0,0,0,0,0,0,0,1,0,0
"453842",0,0,3,1,0,0,3,0,1,1,0
"320483",2,0,1,2,2,1,2,3,3,0,1
"360910",0,0,1,0,0,0,0,0,1,1,0
"65699",0,0,0,0,0,0,0,0,1,0,1
"2742661",0,0,0,1,0,0,0,0,1,0,0
"2742671",1,0,0,1,0,0,0,0,1,0,0
"2566012",1,0,0,0,3,0,0,0,1,1,1
"2048776",0,0,1,1,0,0,0,0,1,0,0
"566546",0,0,0,0,0,1,0,0,1,0,0
"2773705",4,0,0,0,0,0,0,0,1,0,0
"1938820",1,0,2,2,2,5,1,1,1,3,3
"2518975",0,0,0,0,0,0,0,1,1,1,0
"1157951",0,0,1,2,0,0,0,0,1,0,1
"452803",0,0,0,0,0,0,0,0,1,0,0
"190893",0,0,0,0,0,0,0,0,30,0,0
"1160720",0,0,0,3,0,0,0,0,1,0,0
"1288394",0,0,0,0,0,0,0,0,2,0,0
"1675689",1,0,0,8,0,0,0,0,1,1,0
"47735",0,0,0,0,0,0,0,0,10,0,0
"545123",1,0,2,7,1,2,0,0,2,5,0
"53558",1,0,1,11,0,1,1,1,1,3,2
"140",0,0,6,0,2,3,4,1,2,0,0
"476211",0,0,0,0,0,0,0,0,1,0,0
"1437364",0,0,0,0,1,0,0,0,1,0,0
"1462747",0,0,1,1,0,0,0,0,1,0,0
"1583098",0,0,2,0,0,0,0,1,3,0,2
"49928",0,0,0,0,0,0,0,0,2,0,0
"55802",0,0,3,0,8,0,0,0,3,0,1
"2591131",2,0,0,5,0,0,0,0,11,1,0
"2653750",0,0,0,0,0,0,1,0,1,1,0
"881953",0,0,0,0,0,0,1,0,1,0,0
"2725614",2,0,0,1,0,0,0,0,1,0,1
"1572712",0,0,1,5,0,0,0,0,1,0,1
"1887643",0,0,0,0,0,0,0,0,1,2,0
"1691958",0,0,0,0,1,0,0,0,1,0,0
"1573458",0,0,0,4,0,0,0,0,1,2,5
"2315217",0,0,0,0,0,0,0,0,1,0,0
"1056831",2,0,1,2,0,1,0,0,1,0,0
"1097753",0,0,0,0,0,0,0,0,1,0,0
"2003502",1,0,0,1,0,0,0,0,1,0,0
"1034150",0,0,2,0,1,0,1,0,1,4,0
"462590",0,0,0,0,0,1,0,0,1,0,1
"1074304",0,0,0,1,0,1,0,0,1,0,2
"2022449",0,0,0,0,0,1,0,1,2,0,0
"1921544",0,0,0,0,0,0,0,0,3,0,0
"112023",0,0,0,1,0,0,0,0,1,0,0
"2231643",1,0,0,0,0,0,0,0,1,0,0
"2560394",0,0,0,0,0,0,0,0,1,0,0
"2560144",0,0,0,0,0,0,0,0,2,0,0
"2560508",0,0,0,0,0,1,1,0,2,0,0
"2560596",0,0,1,0,0,0,0,0,1,0,0
"2731208",0,0,0,0,0,1,1,1,1,0,0
"2560124",0,0,0,0,0,0,0,0,1,0,0
"1921553",0,0,0,0,0,0,0,0,1,0,0
"508419",0,0,0,0,0,0,0,0,1,0,0
"1921123",0,0,0,0,0,0,0,0,1,0,0
"2734285",0,0,0,1,2,3,0,0,1,0,0
"1623287",0,0,0,0,0,0,0,0,1,0,0
"1921119",0,0,0,0,0,0,0,0,1,0,0
"2267238",0,0,0,1,0,2,0,1,1,0,0
"1982258",0,0,0,0,0,0,0,0,1,0,0
"1734382",0,0,0,0,0,0,0,0,1,0,0
"1913109",0,0,0,0,0,0,0,0,1,0,0
"1920754",0,0,0,0,0,0,0,1,2,2,0
"1920755",0,0,0,0,0,0,0,0,1,0,0
"1920762",0,0,0,0,0,1,0,0,2,0,0
"186846",0,0,0,0,0,0,0,0,1,0,0
"680277",1,0,0,0,0,0,0,0,1,0,0
"2749430",1,0,1,2,1,0,2,0,2,0,0
"1283076",3,0,3,4,0,1,1,1,2,2,1
"1340810",1,0,0,2,0,0,0,0,1,0,0
"2560751",0,0,0,0,0,0,1,0,1,0,0
"2169624",3,0,0,0,1,0,0,0,2,0,0
"2734117",1,0,0,0,0,0,0,0,1,2,0
"2734103",1,0,0,0,0,4,1,0,1,0,0
"2560833",0,0,0,2,0,1,0,1,1,0,1
"2733136",0,0,0,0,0,1,0,1,1,0,0
"340435",0,0,0,0,1,1,1,0,1,1,0
"2734145",0,0,1,0,3,2,1,0,1,0,0
"2560452",0,0,1,0,0,0,0,0,1,0,0
"2733130",0,0,0,1,0,0,0,0,1,0,0
"2732685",0,0,0,0,0,1,0,0,1,0,0
"2560202",1,0,4,0,1,0,0,0,1,2,0
"2731676",0,0,0,0,0,0,0,0,1,0,0
"2732924",2,0,0,0,0,0,1,0,1,3,0
"1161935",0,0,0,0,1,0,0,0,1,1,0
"2733927",0,0,0,1,0,1,0,0,1,0,0
"2733952",0,0,2,0,0,1,0,0,1,2,0
"1985729",0,0,0,0,0,0,0,1,1,0,0
"2732928",2,0,0,0,0,0,0,0,1,0,0
"2560686",0,0,0,1,0,0,0,0,1,0,0
"1985181",0,0,0,1,1,0,0,0,1,1,0
"2732971",0,0,0,0,0,1,0,0,1,1,0
"857474",0,0,3,3,0,1,0,1,1,0,0
"2686437",2,0,1,0,0,0,0,0,1,0,0
"2026949",1,0,2,1,0,0,0,1,1,0,0
"1920865",0,0,0,0,0,1,1,0,1,0,0
"2732013",0,0,0,0,0,0,0,0,1,0,1
"1232637",1,0,0,0,1,0,0,0,1,0,0
"1987509",0,0,2,3,0,0,0,0,1,0,0
"1980421",0,0,0,1,0,0,0,0,1,0,0
"11024",0,0,0,0,0,0,0,0,1,0,0
"2201042",0,0,0,0,0,0,0,0,1,0,0
"253702",0,0,0,0,0,1,0,0,1,0,0
"64290",0,0,0,0,0,0,0,0,1,0,0
"11102",0,0,0,0,0,0,0,0,1,0,0
"1307802",0,0,0,0,0,0,0,0,1,0,0
"1921557",0,0,2,1,0,0,1,0,1,0,0
"2499606",0,0,1,0,0,0,0,0,1,0,0
"2170191",0,0,0,0,0,0,0,0,1,0,0
"92395",0,0,0,0,0,0,0,0,1,0,0
"908833",0,0,0,0,0,0,0,0,1,0,0
"38062",0,0,0,0,0,0,0,0,2,0,0
"1923639",0,0,0,0,0,0,0,0,1,0,0
"1923110",0,0,0,0,0,0,0,0,1,0,0
"1922670",0,0,0,0,0,0,0,0,1,0,0
"12450",0,0,0,0,0,0,0,0,1,0,0
"1732179",0,0,0,0,0,0,0,0,2,0,0
"39420",1,0,2,5,0,2,1,0,3,0,1
"315393",0,0,0,0,0,0,1,0,1,0,1
"130328",0,0,0,0,0,0,0,0,1,0,0
"1307957",0,0,1,2,0,0,0,0,1,0,1
"490711",0,0,1,0,1,0,0,0,1,1,0
"1850906",1,0,0,2,1,0,1,0,1,1,1
"2083176",1,0,0,1,0,1,0,0,1,0,0
"1367203",0,0,0,0,0,0,0,1,1,0,0
"1129034",0,0,0,0,0,0,0,0,2,0,0
"77647",0,0,0,1,0,0,0,0,1,0,0
"858511",0,0,0,0,0,0,0,0,1,0,0
"2003313",0,0,0,0,0,0,0,0,1,0,0
"1588048",0,0,0,0,0,0,0,0,1,0,0
"325461",0,0,0,0,0,0,0,1,1,0,0
"1506574",0,0,0,0,0,0,1,0,1,0,1
"1352227",3,0,0,0,0,0,0,0,4,0,0
"1655662",0,0,0,0,0,0,0,0,1,0,0
"1546257",1,0,2,0,0,0,0,0,1,0,0
"1983545",0,0,0,0,0,0,0,0,1,1,0
"1149875",0,0,0,0,0,0,0,0,1,0,1
"1797140",0,0,0,0,0,0,0,0,1,0,0
"1031710",0,0,0,0,0,0,0,0,0,0,1
"1170710",1,0,0,3,2,0,0,1,0,0,1
"1429399",1,0,0,0,0,0,0,1,0,0,1
"491",0,0,0,3,1,0,0,0,0,2,1
"2675711",2,0,0,1,0,0,0,1,0,1,2
"2742649",2,0,0,0,1,0,0,0,0,0,1
"2488567",4,0,1,0,6,2,0,1,0,0,1
"2500543",0,0,0,0,0,0,0,0,0,0,1
"585055",0,0,0,0,0,0,0,0,0,0,1
"1392854",0,0,0,1,0,0,0,0,0,0,1
"2675777",0,0,2,2,0,0,0,1,0,0,1
"903503",0,0,0,0,0,0,0,1,0,0,1
"298657",0,0,0,0,0,0,0,0,0,0,7
"1419584",0,0,0,0,0,0,0,0,0,0,1
"651",0,0,275,0,0,0,227,225,0,0,142
"123812",1,0,0,1,0,1,0,0,0,0,2
"661367",0,0,1,25,2,0,0,0,0,0,1
"463",0,0,0,0,0,0,0,0,0,0,2
"1795",0,0,0,0,0,0,0,0,0,0,1
"1963032",0,0,0,2,2,0,0,1,0,0,2
"2628837",0,0,0,1,0,0,0,0,0,0,1
"2766470",1,0,0,1,0,0,0,0,0,3,2
"1532",0,0,0,6,0,0,0,0,0,0,1
"290434",1,0,0,2,2,1,0,0,0,0,1
"547144",0,0,0,0,0,0,0,0,0,0,1
"889953",1,0,0,0,0,0,0,0,0,0,2
"1282995",0,0,0,0,0,0,0,0,0,0,2
"756275",0,0,0,0,2,0,0,1,0,2,1
"560178",0,0,0,0,0,0,0,0,0,0,1
"294631",0,0,0,0,0,0,0,0,0,1,1
"2591212",0,0,0,1,0,3,0,0,0,0,1
"1755689",0,0,0,0,0,0,0,0,0,0,1
"2234106",0,0,1,112,0,0,1,0,0,0,9
"1921546",0,0,0,29,0,0,0,0,0,0,7
"1921547",0,0,0,54,0,0,0,0,0,0,3
"1034110",0,0,0,0,0,0,0,0,0,1,2
"31757",0,0,0,0,1,0,0,0,0,0,1
"1051140",0,0,0,0,0,0,0,0,0,0,1
"1225861",0,0,0,0,0,0,0,0,0,0,1
"1982259",0,0,0,0,0,0,0,0,0,0,1
"1982277",0,0,0,0,0,0,0,0,0,0,1
"1982107",1,0,1,1,1,0,1,0,0,4,1
"1993859",0,0,1,0,3,0,1,1,0,0,1
"2560592",2,0,2,1,0,1,1,0,0,3,1
"1982360",0,0,0,0,0,0,0,0,0,0,1
"2733159",0,0,0,0,0,0,0,0,0,0,1
"2733169",0,0,0,4,0,0,1,0,0,0,1
"2734216",0,0,1,0,0,0,1,2,0,1,1
"1982100",0,0,0,0,0,0,1,0,0,0,1
"1982148",1,0,0,2,1,0,0,1,0,0,1
"2734282",0,0,0,0,0,0,0,0,0,0,1
"2733220",0,0,4,0,1,1,2,0,0,0,1
"749413",1,0,0,1,0,0,0,1,0,0,1
"1357714",0,0,0,0,1,0,0,0,0,0,1
"115991",0,0,0,0,0,0,1,0,0,0,1
"446807",0,0,0,0,0,0,0,1,0,0,1
"2734104",0,0,0,0,0,0,0,0,0,0,1
"2733095",0,0,0,0,0,1,0,0,0,0,1
"1636617",0,0,0,2,0,0,0,0,0,1,1
"1298971",0,0,0,0,0,0,0,0,0,0,1
"2599764",4,0,0,1,0,1,1,1,0,0,3
"2169868",0,0,0,1,1,0,1,0,0,1,2
"1920765",0,0,0,0,0,0,0,0,0,0,1
"280701",0,0,0,0,0,0,0,0,0,0,1
"2733903",0,0,0,0,0,0,0,0,0,0,1
"1465639",0,0,0,0,0,0,0,0,0,0,1
"1564096",0,0,0,0,0,0,0,0,0,0,1
"2731623",0,0,1,0,0,0,0,0,0,0,1
"2560145",0,0,0,1,0,0,0,0,0,0,1
"11286",0,0,0,0,1,0,0,0,0,0,1
"1592572",0,0,0,0,0,0,0,0,0,0,1
"1000373",0,0,0,0,0,0,0,0,0,0,1
"2508240",1,0,1,0,1,0,0,1,0,3,2
"2501963",2,0,0,1,0,0,1,0,0,0,1
"66834",0,0,0,0,0,0,0,0,0,0,1
"1920698",0,0,0,0,0,0,0,0,0,0,1
"41764",0,0,0,0,0,0,0,0,0,0,1
"72750",0,0,0,0,0,0,0,0,0,0,1
"11085",0,0,0,1,0,0,0,0,0,0,1
"2056885",0,0,0,0,0,0,0,0,0,0,1
"1923755",0,0,0,0,0,0,0,0,0,0,1
"1922563",0,0,0,0,0,0,0,0,0,0,1
"1922554",0,0,0,0,0,0,0,0,0,0,1
"1923083",0,0,0,0,0,0,0,0,0,0,1
"1923275",0,0,0,0,0,0,0,0,0,0,1
"1922715",0,0,0,0,0,0,0,0,0,0,1
"1922533",0,0,0,0,0,0,0,0,0,0,1
"1170425",0,0,0,0,0,0,0,0,0,0,1
"1608440",0,0,0,0,0,0,0,0,0,0,1
"1586712",0,0,0,0,0,0,0,0,0,2,1
"2733298",0,0,0,0,0,0,0,0,0,0,1
"298334",0,0,0,0,1,0,0,0,0,0,2
"1714272",3,0,0,0,0,1,0,0,0,1,1
"1592576",0,0,0,1,1,0,1,3,0,0,1
"208013",2,0,1,0,0,3,0,0,0,2,1
"111874",0,0,0,0,0,0,0,0,0,0,1
"1396815",0,0,0,0,0,0,0,0,0,0,1
"2304198",0,0,0,0,0,0,0,0,0,0,1
"1840257",0,0,0,1,0,0,0,0,0,0,0
"381666",0,0,0,2,0,2,0,1,0,0,0
"430531",0,0,0,1,0,0,0,2,0,0,0
"1437443",0,0,0,6,0,0,0,0,0,0,0
"2493109",0,0,0,1,0,0,0,0,0,0,0
"924",0,0,0,1,0,0,0,0,0,0,0
"1449783",1,0,0,2,0,0,0,0,0,0,0
"115714",0,0,0,1,0,0,0,0,0,1,0
"1242245",3,0,1,2,2,1,2,0,0,3,0
"1049565",0,0,1,12,0,0,0,0,0,0,0
"1284804",1,0,0,1,0,0,0,0,0,0,0
"1392500",0,0,0,1,0,0,0,0,0,0,0
"1006551",0,0,1,1,0,0,0,0,0,0,0
"2675713",0,0,2,3,0,1,2,1,0,0,0
"1463164",0,0,0,1,1,0,0,0,0,0,0
"2742632",0,0,0,1,0,0,0,0,0,0,0
"2614656",1,0,0,1,0,0,0,0,0,0,0
"585397",0,0,0,4,0,0,0,0,0,1,0
"2778654",0,0,0,2,0,0,0,0,0,0,0
"1603259",0,0,0,1,0,0,0,0,0,0,0
"362663",0,0,0,1,0,0,0,0,0,0,0
"2799495",1,0,0,1,1,1,0,0,0,1,0
"424718",1,0,0,1,0,0,0,0,0,0,0
"1224148",0,0,0,1,0,0,0,0,0,0,0
"406817",0,0,0,1,0,0,0,0,0,0,0
"1777491",0,0,0,4,0,1,0,1,0,1,0
"693974",1,0,0,2,0,0,0,1,0,0,0
"747457",0,0,1,6,0,0,0,0,0,0,0
"326442",0,0,0,2,0,0,0,0,0,1,0
"452804",0,0,0,1,0,0,0,0,0,0,0
"2661921",0,0,0,1,0,0,0,1,0,0,0
"400673",0,0,5,10,2,10,2,0,0,7,0
"1293501",2,0,0,2,0,0,0,0,0,2,0
"646",0,0,0,3,1,0,0,0,0,0,0
"1249526",0,0,0,1,0,0,0,0,0,0,0
"119857",0,0,0,1,0,0,1,0,0,1,0
"650377",0,0,0,3,0,1,1,0,0,1,0
"45462",0,0,0,1,0,0,0,0,0,0,0
"1373",0,0,1,1,0,0,0,0,0,0,0
"255248",4,0,1,3,0,1,1,1,0,0,0
"1940789",0,0,0,1,0,0,0,0,0,0,0
"2115",0,0,0,1,0,0,1,0,0,0,0
"1292392",0,0,0,1,0,0,0,0,0,0,0
"1435045",0,0,0,3,0,2,1,0,0,0,0
"1293575",2,0,0,3,0,1,0,0,0,1,0
"519049",0,0,0,1,0,0,1,0,0,0,0
"1081646",1,0,0,1,0,0,0,0,0,0,0
"445987",0,0,0,1,0,0,0,0,0,0,0
"126740",1,0,1,2,0,1,0,2,0,2,0
"77133",0,0,0,2,0,0,0,0,0,0,0
"2254",0,0,0,1,0,0,0,0,0,0,0
"2625095",1,0,0,1,0,0,0,0,0,0,0
"2627676",0,0,0,1,1,0,0,0,0,0,0
"2283303",0,0,2,8,20,1,0,1,0,1,0
"2601686",0,0,0,5,0,1,2,0,0,0,0
"2301561",1,0,1,3,2,0,0,0,0,3,0
"382685",0,0,0,2,0,1,0,0,0,0,0
"1777122",0,0,0,2,0,0,0,0,0,0,0
"1147042",0,0,1,2,0,0,0,0,0,0,0
"753084",0,0,0,2,0,0,0,0,0,0,0
"2099336",0,0,0,2,0,0,0,0,0,0,0
"2686246",0,0,0,2,0,0,0,0,0,0,0
"1589270",0,0,0,1,0,0,0,0,0,0,0
"1476887",0,0,0,1,0,0,0,0,0,0,0
"1412875",0,0,1,1,2,0,0,0,0,0,0
"1176422",0,0,0,1,0,0,0,0,0,0,0
"2652414",1,0,0,1,0,0,0,0,0,1,0
"2686266",0,0,0,1,0,0,0,0,0,0,0
"1042123",0,0,0,1,0,0,0,0,0,1,0
"947980",0,0,0,1,0,0,2,0,0,0,0
"877240",0,0,0,1,0,0,0,0,0,0,0
"754067",0,0,0,1,0,0,0,0,0,0,0
"2250371",1,0,1,1,0,0,0,0,0,3,0
"2488571",0,0,0,1,0,0,0,0,0,0,0
"1698369",0,0,0,1,0,0,0,0,0,0,0
"10724",0,0,2,1,0,0,0,0,0,0,0
"1560313",0,0,0,1,0,0,0,0,0,0,0
"537874",0,0,0,1,0,2,0,0,0,0,0
"700512",0,0,0,1,0,0,0,0,0,0,0
"1921545",0,0,0,62,0,0,0,0,0,0,0
"1993861",0,0,1,1,0,1,0,0,0,0,0
"1993884",0,0,0,1,0,0,0,0,0,1,0
"685506",0,0,0,1,0,0,0,0,0,0,0
"2560786",0,0,1,6,3,1,0,0,0,0,0
"1921548",0,0,0,14,0,0,1,0,0,0,0
"1173754",0,0,0,2,0,0,0,0,0,0,0
"1982750",0,0,0,2,0,0,0,0,0,0,0
"1982287",0,0,0,1,0,0,0,0,0,0,0
"1982089",0,0,0,4,0,0,0,0,0,0,0
"2734289",1,0,0,1,0,0,0,0,0,1,0
"205869",0,0,0,1,0,0,0,0,0,0,0
"1982083",0,0,3,1,2,2,0,0,0,0,0
"1981027",0,0,0,1,0,0,0,0,0,0,0
"2219214",0,0,0,1,0,0,2,0,0,2,0
"2560705",2,0,1,2,0,1,0,0,0,0,0
"1982238",0,0,1,2,0,1,0,0,0,0,0
"2733171",0,0,0,2,0,0,2,0,0,0,0
"1129146",0,0,0,1,0,0,0,0,0,0,0
"1982243",0,0,0,1,0,0,0,0,0,0,0
"1920752",0,0,0,1,0,0,0,0,0,1,0
"2560471",0,0,0,1,0,0,0,0,0,0,0
"1982154",0,0,0,1,1,0,0,0,0,0,0
"40631",0,0,0,1,0,0,0,0,0,0,0
"1982225",3,0,1,1,0,0,0,0,0,1,0
"10719",0,0,1,1,1,0,1,0,0,0,0
"1982111",2,0,0,1,0,0,1,0,0,2,0
"2560307",0,0,0,1,0,0,1,0,0,1,0
"458639",1,0,0,2,0,0,0,0,0,0,0
"683735",0,0,0,1,0,0,0,0,0,0,0
"2419618",0,0,1,1,0,0,0,0,0,0,0
"756280",0,0,0,1,0,0,0,0,0,0,0
"1864622",0,0,0,1,0,0,0,0,0,0,0
"1127518",0,0,0,1,0,0,0,0,0,0,0
"1493513",0,0,0,1,1,1,1,0,0,0,0
"1458859",0,0,0,1,2,0,0,0,0,0,0
"331278",0,0,1,1,0,0,0,1,0,0,0
"2588518",0,0,0,1,0,0,0,0,0,0,0
"1567013",0,0,0,1,0,0,0,0,0,0,0
"1913651",1,0,0,1,0,0,0,0,0,1,0
"260149",0,0,0,1,0,0,0,2,0,0,0
"2006135",0,0,0,1,1,0,0,0,0,0,0
"2560305",0,0,0,4,1,3,1,1,0,1,0
"244310",0,0,0,7,1,0,0,0,0,0,0
"2006169",0,0,0,1,0,0,0,0,0,0,0
"2560095",0,0,1,1,0,0,0,0,0,1,0
"2560463",0,0,0,4,0,0,1,0,0,0,0
"2560436",0,0,0,1,0,0,0,0,0,0,0
"1980945",0,0,0,1,0,0,0,0,0,0,0
"2560545",1,0,0,2,0,0,0,1,0,0,0
"10683",1,0,0,2,0,0,0,0,0,0,0
"2734095",0,0,3,1,3,4,0,0,0,0,0
"2560435",2,0,0,2,0,0,0,0,0,0,0
"233894",0,0,0,1,0,0,1,0,0,0,0
"1912143",0,0,0,1,0,0,0,0,0,1,0
"1925779",0,0,0,1,0,1,0,0,0,1,0
"977801",0,0,0,2,0,0,0,0,0,0,0
"2662127",0,0,0,1,0,0,0,0,0,0,0
"1784982",0,0,0,1,0,0,0,15,0,0,0
"2546626",0,0,0,1,0,0,0,0,0,0,0
"1984798",1,0,0,3,0,1,0,0,0,0,0
"1987939",0,0,0,1,0,1,3,0,0,1,0
"1987941",0,0,0,1,0,0,0,0,0,0,0
"2562667",0,0,0,1,1,1,0,0,0,0,0
"2734188",1,0,0,2,0,0,0,1,0,1,0
"1982595",0,0,0,1,0,0,0,0,0,0,0
"1920763",0,0,0,1,0,0,0,0,0,0,0
"1918525",0,0,0,1,0,0,0,0,0,0,0
"2732675",0,0,0,3,1,0,0,0,0,0,0
"2732688",0,0,0,1,0,0,0,0,0,1,0
"2732938",0,0,5,3,1,0,0,12,0,0,0
"2733962",0,0,0,2,0,0,0,0,0,0,0
"2560679",1,0,0,2,0,0,0,2,0,0,0
"2731958",0,0,0,1,0,0,0,0,0,1,0
"2733958",1,0,0,1,0,0,0,0,0,0,0
"2732926",0,0,0,1,0,0,0,0,0,0,0
"2731674",0,0,0,1,0,0,0,0,0,0,0
"2733965",0,0,0,1,0,0,0,0,0,0,0
"2560334",0,0,0,3,0,0,0,0,0,0,0
"2560332",0,0,0,1,0,0,2,1,0,1,0
"1857889",0,0,0,1,0,0,0,1,0,0,0
"2169534",0,0,0,2,0,0,1,0,0,0,0
"2734036",0,0,0,1,0,0,0,0,0,0,0
"1920864",0,0,0,2,0,0,0,0,0,0,0
"2732064",0,0,0,1,0,1,0,0,0,0,0
"2560539",0,0,0,1,0,0,0,1,0,0,0
"2733997",0,0,0,1,0,0,0,1,0,2,0
"2732038",0,0,0,1,0,0,1,0,0,0,0
"2613861",0,0,0,1,0,0,0,0,0,0,0
"2501997",0,0,0,2,0,0,0,0,0,0,0
"39718",0,0,0,1,0,0,0,0,0,0,0
"35323",0,0,0,1,0,0,0,0,0,0,0
"2169701",0,0,0,2,0,0,0,0,0,0,0
"59301",0,0,0,1,0,0,0,0,0,0,0
"2162642",0,0,0,2,0,0,0,0,0,0,0
"1908808",0,0,0,1,0,0,0,0,0,0,0
"1682187",0,0,0,1,0,0,0,0,0,0,0
"31770",0,0,0,1,0,0,0,0,0,0,0
"184751",0,0,0,1,0,0,0,0,0,0,0
"2008761",0,0,0,1,0,0,0,0,0,0,0
"2008763",0,0,0,1,0,0,0,0,0,0,0
"2170086",0,0,0,1,0,0,0,0,0,0,0
"328429",1,0,1,2,0,0,2,0,0,0,0
"1912598",0,0,0,1,0,0,0,0,0,0,0
"186844",0,0,0,2,0,0,0,0,0,0,0
"694017",1,0,0,1,0,0,0,0,0,0,0
"90010",3,0,0,2,0,0,0,0,0,0,0
"1534549",0,0,0,1,0,0,0,0,0,0,0
"1511805",0,0,0,1,0,0,0,0,0,0,0
"1093901",0,0,0,1,0,0,0,0,0,0,0
"114921",0,0,0,1,0,0,0,0,0,0,0
"2056161",0,0,0,1,0,0,0,0,0,0,0
"796352",0,0,0,1,0,0,0,0,0,0,0
"348449",0,0,0,1,0,0,0,0,0,0,0
"509923",0,0,0,1,0,0,0,0,0,0,0
"160484",0,0,0,1,0,0,0,0,0,0,0
"699180",0,0,0,1,0,0,0,0,0,0,0
"441999",0,0,0,1,0,0,0,0,0,0,0
"939922",1,0,0,1,1,0,1,0,0,1,0
"349681",0,0,0,1,0,0,0,0,0,0,0
"399394",0,0,0,1,0,0,0,0,0,0,0
"1755792",0,0,0,1,0,0,0,0,0,0,0
"11002",0,0,0,1,0,0,0,0,0,0,0
"1634914",0,0,0,1,0,0,0,0,0,0,0
"153057",0,0,0,1,0,0,0,1,0,1,0
"1923651",0,0,0,1,0,0,0,0,0,0,0
"1923601",0,0,0,1,0,0,0,0,0,0,0
"1922556",0,0,0,1,0,0,0,0,0,0,0
"1923531",0,0,0,1,0,0,0,0,0,0,0
"1922784",0,0,0,1,0,0,0,0,0,0,0
"1923241",0,0,0,1,0,0,0,0,0,0,0
"1923155",0,0,0,1,0,0,0,0,0,0,0
"1923701",0,0,0,1,0,0,0,0,0,0,0
"1923369",0,0,0,1,0,0,0,0,0,0,0
"1923778",0,0,0,1,0,0,0,0,0,0,0
"1923153",0,0,0,1,0,0,0,0,0,0,0
"1183239",0,0,0,4,0,0,0,0,0,0,0
"1327968",0,0,0,1,0,0,0,0,0,0,0
"2010269",0,0,0,3,0,0,0,0,0,0,0
"552509",0,0,0,1,0,0,0,0,0,1,0
"212035",1,0,1,3,0,0,0,0,0,0,0
"10270",1,0,0,1,0,1,0,1,0,3,0
"1146877",0,0,0,4,0,0,1,0,0,0,0
"1986024",0,0,0,1,0,0,0,0,0,0,0
"1557033",0,0,0,1,0,1,0,0,0,0,0
"1723446",2,0,2,1,0,1,0,0,0,0,0
"38012",0,0,0,1,0,0,0,0,0,0,0
"134394",0,0,0,1,0,0,0,0,0,0,0
"1563660",0,0,0,1,1,0,0,0,0,0,0
"1580580",0,0,0,1,0,0,0,0,0,3,0
"1675866",0,0,0,1,1,0,1,0,0,1,0
"936061",0,0,1,1,0,0,0,0,0,0,0
"1608323",0,0,0,1,0,0,0,0,0,0,0
"1511911",0,0,0,1,0,0,0,0,0,0,0
"1297645",0,0,0,1,0,0,0,0,0,0,0
"10837",0,0,0,1,0,0,0,0,0,0,0
"1985399",0,0,0,1,0,0,0,0,0,0,0
"1987743",0,0,0,1,0,0,0,0,0,0,0
"1676182",0,0,0,1,0,0,0,0,0,0,0
"309181",0,0,0,2,0,0,0,0,0,0,0
"537009",0,0,0,1,0,0,0,0,0,0,0
"304222",0,0,0,4,0,0,0,0,0,0,0
"1732177",0,0,0,2,0,0,0,1,0,0,0
