"","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"432329",59,415,265,575,94,479,396,490,506,376,474
"980427",60,364,239,608,96,347,321,411,433,320,419
"68909",33,302,241,450,77,371,350,395,423,261,401
"1182571",47,357,215,418,59,357,330,388,416,306,370
"1299",44,286,187,518,80,288,252,363,400,234,377
"310783",22,253,174,331,40,266,238,279,250,216,229
"1309411",46,231,174,390,36,261,241,292,306,194,312
"55148",24,211,137,379,41,241,188,310,262,165,224
"1182568",16,112,84,159,22,138,107,128,168,103,140
"274",38,229,163,287,53,280,239,299,354,203,239
"271",12,191,139,276,52,221,181,260,247,181,241
"2619321",27,155,97,167,42,186,172,240,223,146,162
"56957",18,127,107,177,25,151,156,204,205,153,171
"37636",14,101,57,114,17,104,95,145,188,102,94
"56956",18,105,81,161,19,131,125,136,132,115,136
"2483360",8,85,44,82,9,72,77,99,121,85,76
"456163",2,33,11,39,16,41,42,43,56,26,38
"52022",31,248,175,321,62,305,284,329,366,234,265
"277",34,242,117,261,52,284,215,345,299,172,198
"172827",24,252,108,386,33,223,208,241,271,166,256
"187137",110,773,546,1119,169,917,956,1129,1126,732,896
"186192",66,449,343,628,97,521,539,617,650,460,623
"332249",103,720,428,1387,311,680,657,870,897,573,897
"85002",294,2385,1710,2296,490,2641,3539,2987,2535,1852,2407
"500",52,518,399,604,110,553,591,784,753,510,628
"120961",188,1117,881,1232,173,1478,1095,1939,1332,988,1427
"1107",78,498,429,717,119,630,521,773,581,442,619
"2601677",163,1255,949,1831,328,1879,1419,1789,1663,1169,2162
"1806508",180,1213,860,1770,271,1423,1510,1738,1744,1171,1383
"167964",29,318,178,273,34,371,467,511,390,304,242
"2635759",23,277,145,300,52,219,313,287,280,202,227
"913107",35,266,126,219,36,286,362,392,322,251,228
"1986204",11,92,75,97,19,119,121,133,119,97,85
"133453",92,675,406,823,149,729,657,863,743,537,698
"1839801",21,136,86,179,22,174,149,196,165,130,163
"552811",24,148,94,233,35,162,163,177,185,110,184
"1536648",8,83,50,132,21,84,84,111,99,82,80
"61435",4,26,27,63,11,46,36,48,40,34,48
"237581",0,0,0,1,0,1,1,0,0,0,1
"2509675",23,278,175,364,44,438,270,423,308,226,349
"525904",37,202,156,271,42,234,265,334,294,210,242
"1005039",102,667,446,896,114,767,738,873,858,645,876
"454171",14,146,101,217,28,194,204,219,210,171,217
"2683645",4,32,40,110,19,29,31,24,29,35,47
"656088",1,16,8,41,10,13,5,16,15,10,14
"2116",4,9,10,19,2,13,15,23,23,14,10
"28227",1,9,3,14,1,7,17,11,8,4,4
"86660",2,14,10,26,7,12,11,28,11,8,10
"2118",1,1,2,9,0,8,8,22,8,11,1
"2096",0,0,5,6,1,1,2,5,3,0,5
"2099",0,0,0,10,0,1,0,2,0,0,1
"2123",1,3,2,7,2,0,2,2,5,1,8
"519450",1,4,2,12,0,4,0,4,1,2,1
"92400",0,1,0,4,0,2,2,0,2,2,1
"2104",0,6,4,17,0,0,4,4,0,1,0
"50052",1,1,0,10,1,1,5,0,2,5,6
"2121",0,2,0,3,0,0,1,1,0,0,2
"45362",0,0,0,10,0,0,1,0,1,0,1
"45361",0,3,1,4,0,2,0,1,1,3,0
"141391",0,3,0,2,0,1,3,3,1,1,1
"2124",0,4,1,8,1,0,1,0,0,2,2
"2100",1,0,0,10,0,1,0,0,0,0,2
"29501",1,1,3,3,1,5,2,4,1,5,2
"2120",0,2,0,6,0,4,1,5,1,0,2
"2111",0,0,1,6,2,2,1,1,1,1,0
"353852",0,1,0,9,0,3,0,0,2,3,5
"142651",0,2,0,9,1,2,2,1,0,1,4
"57372",0,0,0,9,0,1,1,1,0,1,3
"65123",1,0,2,8,2,0,0,1,0,3,3
"2098",0,1,1,17,2,2,6,3,3,4,4
"1612150",0,0,1,0,1,1,0,3,0,0,1
"142649",2,0,1,7,1,2,3,0,1,2,2
"45363",1,2,1,0,0,5,0,0,0,2,2
"51365",0,2,1,2,1,1,0,2,4,0,2
"29559",0,2,0,1,1,1,1,1,0,2,2
"2128",0,6,0,6,0,1,0,1,4,1,5
"136241",0,2,0,2,0,1,0,3,2,1,2
"984991",0,0,0,2,0,1,1,0,1,1,0
"2097",0,1,1,4,0,0,0,0,2,5,2
"29555",0,0,0,1,2,0,3,0,4,2,0
"2112",2,1,2,15,0,2,3,2,2,3,4
"48003",0,2,1,2,1,5,2,0,2,1,3
"171285",0,1,0,2,0,1,2,2,0,2,1
"114885",0,2,1,1,1,2,3,1,1,1,4
"114881",0,1,0,12,0,0,0,1,2,2,1
"171281",0,2,0,5,0,1,1,1,3,0,1
"29556",0,5,0,13,0,3,1,1,4,5,5
"2110",0,1,0,12,2,5,3,1,4,2,1
"29561",0,0,2,2,1,2,1,1,1,1,1
"171282",0,2,0,2,1,3,1,2,2,2,3
"114880",0,3,1,0,1,4,2,1,2,1,0
"29553",1,1,0,6,0,2,1,2,0,1,4
"28903",2,7,1,11,0,1,2,1,0,0,1
"2113",0,0,0,11,0,2,1,2,1,3,1
"76629",0,0,0,3,2,2,1,0,0,3,0
"2109",0,2,0,5,0,3,0,1,1,0,4
"142650",0,2,0,2,0,1,0,0,2,2,1
"171284",0,0,1,12,0,0,0,2,3,1,2
"2107",0,1,1,10,0,1,0,2,3,2,2
"171279",0,1,0,4,1,3,0,1,2,1,0
"2094",0,1,2,7,1,2,0,1,1,1,2
"295596",0,11,2,16,0,5,17,14,8,8,7
"42094",0,4,2,4,0,1,0,3,1,0,2
"134821",0,0,0,1,0,0,4,2,3,4,3
"2130",0,1,1,9,0,0,4,1,2,1,4
"1609546",0,0,0,0,0,1,0,0,0,0,0
"315358",1,7,2,4,2,0,0,0,1,2,3
"2637901",2,6,5,18,0,9,1,7,1,7,4
"216942",0,3,1,10,2,14,3,21,12,4,13
"216946",0,1,1,10,0,1,2,2,2,1,1
"216931",0,3,0,10,1,1,0,0,1,1,1
"2136",0,1,1,9,2,1,0,2,1,2,1
"362837",0,0,1,14,0,0,0,0,1,1,6
"2138",0,0,1,11,2,2,0,0,1,0,4
"216935",0,0,1,6,0,1,2,7,1,1,3
"216934",0,0,1,19,0,0,2,2,2,1,3
"216933",2,2,2,5,0,0,3,2,1,2,3
"2139",1,0,0,10,0,2,0,2,2,2,1
"47835",0,3,3,3,0,0,1,3,2,0,5
"47834",0,1,0,0,0,4,1,0,0,1,0
"2145",0,0,2,9,0,0,1,1,1,1,2
"324079",0,1,1,7,2,3,2,0,2,1,2
"216938",1,2,4,4,0,3,1,4,6,3,4
"216944",0,3,5,5,1,0,1,2,0,1,2
"2143",0,2,1,7,0,0,0,3,1,3,7
"216932",1,4,2,24,0,1,2,1,3,2,0
"2134",0,1,1,8,0,0,1,0,3,0,0
"2137",0,6,0,4,1,6,0,1,0,1,5
"216937",0,0,4,6,2,0,3,0,3,0,1
"2151",0,5,4,11,0,4,0,2,4,3,3
"219745",0,1,0,7,2,2,0,0,1,0,1
"225999",1,0,0,7,0,1,1,2,1,2,1
"2149",0,2,0,2,0,0,0,0,1,0,3
"138853",0,1,1,7,2,2,3,1,1,0,2
"216427",0,0,1,10,0,0,1,0,1,4,2
"214888",0,4,1,9,1,1,1,2,3,2,6
"74700",0,1,1,2,0,1,1,1,1,0,1
"81459",1,1,2,3,1,2,1,2,2,2,1
"2148",0,9,5,21,1,8,11,7,5,3,7
"29552",0,3,3,14,2,4,7,3,4,4,6
"38986",1,1,3,15,0,8,2,5,3,8,1
"61635",0,2,7,16,3,4,5,6,5,4,5
"264636",0,1,0,17,2,4,4,2,6,4,6
"85620",0,1,2,10,0,5,5,3,2,3,2
"85630",0,2,0,9,1,2,2,1,2,1,11
"85632",0,2,1,8,0,3,1,1,1,2,3
"85625",0,0,0,1,1,1,0,0,2,2,2
"1541959",7,22,16,25,4,22,23,19,23,26,15
"114",996,5769,3639,5570,492,6578,8277,9042,10934,6118,6629
"1210884",399,2395,1317,1365,170,2522,3022,3649,4007,2278,2352
"2622970",377,2433,1238,1510,185,2368,2683,3284,3655,2029,2438
"2528023",2080,11028,6957,4463,850,11831,15115,17420,20706,11938,13368
"2774151",1200,7506,4141,3440,590,8291,9576,11151,12811,7345,7962
"2598579",758,5211,3081,2878,468,5871,7460,8548,9700,6022,6356
"692036",89,806,303,576,83,721,906,1010,1128,604,672
"2528024",441,3619,1477,17640,1092,2395,2763,2679,4082,2221,3301
"2650471",476,3549,1595,24477,1103,2439,2965,2646,4030,2284,3489
"2528009",304,2632,1312,3497,494,2330,2798,2558,3136,1910,2667
"2528022",245,2495,1183,6526,453,1874,2365,2031,2783,1730,2350
"2527972",90,1020,413,2234,218,757,943,742,1033,624,911
"1400387",52,530,214,830,92,409,533,380,562,354,456
"2528010",168,1721,905,2233,341,1386,1812,1586,2072,1257,1657
"2795974",96,820,394,1109,176,703,810,845,961,584,892
"2527979",105,819,395,1198,166,683,719,715,904,548,815
"2528021",179,1787,814,1970,257,1199,1340,1166,1591,869,1385
"2527990",69,651,340,989,148,575,609,612,735,487,690
"2528017",55,330,174,554,77,323,312,303,381,264,369
"125",90,970,458,1469,205,670,829,609,917,499,710
"2639138",39,234,121,370,44,181,214,185,278,191,263
"2527984",85,811,427,1285,225,747,803,658,929,556,815
"980254",69,769,391,1286,221,677,806,707,898,579,830
"980251",35,344,155,430,51,249,313,261,344,212,336
"2527968",43,251,155,448,65,281,278,246,304,249,323
"265606",42,290,125,459,84,230,242,255,320,185,299
"1331910",22,289,147,376,54,252,307,270,373,202,316
"2527974",956,7008,6777,5633,5551,6562,8183,9880,11030,7416,11777
"406548",686,5572,3072,4096,1260,5781,6145,7715,7587,5368,6639
"1387353",475,3677,2064,3248,1058,3838,3910,4770,4873,4059,4395
"466153",383,2919,1450,2050,644,2862,2695,3908,3184,2744,2912
"128",87,660,393,675,167,689,801,769,865,541,815
"2648843",1128,5814,3727,13506,2245,5998,6744,7506,8484,6172,8536
"2527983",326,2073,1238,6801,483,1927,2260,2094,3302,1725,2851
"2527978",73,585,303,1153,106,471,544,529,674,404,646
"2605989",39,352,183,607,61,314,335,333,419,253,351
"122",32,235,117,529,58,227,230,233,284,177,269
"2527976",19,109,74,229,24,120,118,102,138,79,162
"2527971",19,165,70,378,29,156,155,133,187,102,168
"2527973",23,182,67,261,16,157,160,121,150,103,170
"2527964",14,153,54,321,31,105,117,78,140,78,122
"2608982",9,95,32,221,16,78,64,98,106,66,104
"2528026",227,1774,977,2890,387,1533,2022,1765,2483,1554,2326
"2527989",225,1567,1084,2134,423,1459,1792,1936,2439,1492,2140
"2527995",85,885,400,1482,145,769,850,716,899,554,962
"1891926",62,473,233,855,94,432,433,430,544,368,526
"119",53,509,227,985,119,397,500,365,553,330,588
"2528027",55,390,236,699,125,344,408,331,512,289,514
"2528019",29,176,84,428,33,157,146,122,185,122,146
"120",9,147,92,417,42,123,111,127,167,89,165
"2527996",38,412,201,690,89,326,394,320,432,331,460
"2528007",23,199,87,385,37,169,199,155,193,110,234
"2527994",26,174,83,355,39,156,191,156,224,116,289
"2807512",428,2529,2205,3125,579,2591,2715,3017,4520,2556,3602
"547188",163,1304,913,2152,376,1304,1368,1481,1872,1148,1862
"2528020",7,115,51,184,29,103,121,88,128,68,156
"1851148",15,75,70,118,30,76,94,86,104,74,119
"1941349",4,47,18,45,2,34,43,36,39,31,32
"1940790",1,40,25,51,7,39,33,36,38,27,30
"1936003",16,146,92,201,13,162,146,180,159,108,145
"174633",8,53,26,91,4,61,50,53,57,41,55
"2649488",376,3282,2149,54012,242,2368,1518,1684,2267,1608,4776
"107709",289,2015,2827,11979,309,2370,1729,1864,2449,1664,4138
"1838286",334,2516,1694,72366,225,2271,1346,1466,2018,1793,5028
"2576891",276,1289,1716,17632,122,1022,784,810,1058,818,3324
"1796921",100,722,827,5635,105,810,630,657,851,578,1388
"395922",21,94,94,297,23,110,84,104,102,88,160
"2625155",134,1072,694,2001,216,1045,984,1062,1189,836,1197
"2736",224,677,725,1681,91,582,607,662,734,471,674
"2711230",376,1694,2397,2766,155,744,1086,1053,1723,804,1084
"2728835",161,784,546,10827,180,638,642,673,865,489,1897
"239935",44,320,199,721,54,321,305,292,359,249,389
"1679444",30,172,120,431,25,179,135,151,187,119,179
"2730359",31,258,223,371,56,307,307,349,347,233,325
"2796139",35,240,129,360,38,256,229,236,293,182,276
"1704307",11,70,81,161,21,92,78,71,82,56,135
"2628272",7,21,10,33,4,26,17,14,17,11,22
"431057",0,13,4,14,0,12,7,5,7,7,6
"511746",2,6,5,25,2,9,7,11,15,5,10
"1307763",61,446,241,544,79,473,478,526,572,350,507
"389348",2,29,18,271,2,30,22,15,15,16,27
"362787",4,13,4,47,3,12,7,9,2,1,12
"83552",3,17,25,337,3,24,12,11,15,12,39
"2643326",2,21,10,163,7,15,19,15,20,11,34
"71667",2,26,19,151,8,27,47,30,26,16,25
"83561",5,25,10,1065,4,33,19,13,35,20,46
"340071",0,1,0,541,0,1,1,0,0,0,11
"810",11,59,26,253,8,74,44,78,51,46,70
"1930593",13,139,70,185,23,142,121,130,141,75,118
"89966",794,5058,3551,10082,1481,5493,4923,5720,6529,4582,5690
"323449",231,961,2151,3141,3377,1524,1258,1014,2535,1611,1738
"1379908",88,292,214,690,174,257,244,240,385,243,295
"299566",73,150,149,587,138,116,106,99,171,113,204
"1649474",17,63,73,169,52,77,60,50,93,47,94
"107",216,1452,905,4115,404,1507,1266,1453,1736,1159,1603
"120831",198,402,790,2248,275,378,357,402,519,345,542
"861914",51,378,223,899,91,416,361,398,470,305,478
"105",33,248,233,2096,75,217,193,196,262,209,280
"455076",22,84,82,392,38,71,58,52,94,73,125
"978",4,39,183,627,15,29,21,39,21,21,49
"2173039",3,16,15,227,7,11,8,9,18,10,20
"319458",3,21,27,201,67,23,17,17,30,19,57
"2676247",2,10,14,147,4,19,8,10,21,7,26
"861913",0,3,0,2,0,0,1,2,0,0,0
"1433993",88,882,492,1855,133,618,542,502,657,406,772
"396811",5,36,21,175,15,20,12,10,33,13,52
"390846",30,183,144,745,67,152,137,133,172,146,245
"246875",12,126,64,491,69,77,56,63,83,60,133
"68288",7,39,40,233,21,38,32,35,45,32,57
"280472",4,39,22,237,18,29,25,23,34,28,42
"232244",2,10,23,299,12,15,9,7,12,16,30
"290180",9,40,41,137,16,46,26,36,55,31,56
"59739",8,29,27,183,12,42,29,28,28,27,40
"281119",11,23,13,74,18,37,10,31,14,31,26
"273135",2,17,9,39,4,13,14,14,4,11,19
"869806",4,33,19,170,7,20,15,13,22,9,35
"1937972",0,14,12,89,4,10,15,7,17,16,25
"237",672,901,3729,167023,596,680,495,497,681,746,1410
"1016",30,146,145,749,91,215,146,155,206,182,250
"52959",32,125,108,1060,65,99,64,83,101,84,188
"292691",18,110,76,645,117,103,66,84,114,91,154
"252306",17,103,65,287,37,108,117,130,142,107,132
"286104",13,80,77,623,46,64,49,74,69,56,107
"363408",20,87,76,517,53,87,70,63,92,67,143
"111500",8,70,51,472,130,102,72,64,86,71,110
"153265",6,62,48,346,128,74,66,44,76,42,99
"104267",14,64,66,540,36,42,43,37,46,43,99
"252356",9,68,65,418,53,65,57,40,73,54,85
"104264",6,33,42,380,24,43,25,25,38,74,63
"225842",9,48,46,464,36,55,36,33,70,55,104
"290174",8,50,48,341,42,61,30,41,46,33,53
"76831",10,66,67,632,83,56,44,46,76,46,132
"2058174",0,49,40,218,86,36,35,30,35,37,54
"326319",5,37,25,196,21,33,21,36,27,22,40
"291183",5,25,30,287,21,26,9,29,21,31,36
"143222",9,36,30,250,38,28,18,26,39,21,47
"221065",1,34,20,246,21,24,21,30,30,29,32
"261827",5,30,21,260,29,26,21,24,26,24,52
"1209327",2,10,9,71,11,9,9,6,7,4,17
"762641",2,22,11,93,3,12,13,17,13,10,12
"178469",7,17,21,196,12,17,12,19,32,21,28
"83612",6,29,12,113,15,20,14,19,28,23,24
"1287916",3,20,9,83,9,18,11,20,23,16,33
"1518147",0,21,19,102,5,16,18,15,30,17,26
"527198",4,23,16,206,24,15,11,7,20,15,21
"283735",3,22,16,120,9,16,13,17,14,9,17
"358023",6,10,11,74,6,14,11,10,6,12,17
"112040",3,23,20,105,22,26,19,23,18,29,26
"379070",4,11,19,81,16,11,7,14,11,11,22
"393005",3,14,21,154,16,11,16,16,25,10,16
"343334",0,16,6,75,5,11,7,12,15,9,21
"389486",2,11,15,64,10,15,7,10,12,8,14
"1176327",1,13,9,122,13,18,13,8,16,17,13
"2045416",3,16,13,73,12,7,6,10,17,15,12
"2049301",2,13,11,89,11,12,12,10,16,16,10
"336276",5,16,14,91,9,18,6,6,17,9,17
"1535231",3,12,10,86,14,11,9,9,24,14,23
"379068",0,9,15,105,16,7,7,12,12,11,17
"1649495",1,7,8,59,15,12,4,5,8,2,20
"417127",4,17,11,125,12,13,9,13,13,15,20
"244698",3,13,18,104,17,7,0,8,8,1,18
"444459",2,19,9,77,11,4,8,13,16,10,19
"216431",0,6,6,72,3,7,7,5,8,3,8
"2700084",2,10,15,79,17,12,4,10,11,1,21
"2715289",3,9,14,96,8,9,7,12,6,9,16
"444051",0,2,8,77,5,9,3,6,3,3,7
"1204360",2,11,6,87,15,8,4,4,6,4,6
"49277",1,7,13,63,5,6,2,8,7,4,11
"2782232",216,700,2566,7601,375,758,596,599,1915,562,1325
"308865",27,64,83,542,45,112,589,71,84,89,126
"1778601",11,31,24,132,17,22,27,37,31,29,43
"59734",4,20,30,308,29,24,21,18,39,17,58
"1433995",3,34,36,61,13,44,32,24,51,23,73
"28250",1,21,10,97,19,6,14,11,27,24,31
"34084",0,14,10,129,9,14,12,14,13,8,17
"1013",2,7,14,67,10,9,7,7,4,17,15
"59735",4,7,8,34,4,11,8,7,12,11,13
"501783",1,10,10,64,11,5,7,7,15,4,17
"34098",12,85,63,477,29,63,48,60,78,76,90
"267986",3,28,29,172,9,44,28,17,36,23,37
"2828338",2,22,27,158,15,18,13,21,16,18,23
"332102",2,20,122,1394,36,16,13,6,12,22,87
"1940138",0,5,6,20,5,9,11,5,6,6,15
"336809",2,8,4,45,3,6,7,6,5,3,18
"1755829",0,5,5,53,3,5,4,2,6,7,13
"79328",298,1041,940,8355,1738,973,877,877,1230,1617,2102
"354354",292,685,663,2580,73,4825,1665,397,630,2383,975
"649461",237,208,389,1984,20,119,78,93,102,170,935
"2698688",66,387,336,1279,56,290,258,221,300,318,358
"398041",108,308,876,1389,78,537,436,429,722,773,779
"379899",50,246,192,1385,68,210,182,150,217,302,365
"1860196",44,283,310,1109,794,187,193,152,206,241,306
"2812019",131,195,486,1019,59,246,256,192,331,338,432
"1874621",24,140,87,15828,25,229,86,66,92,127,298
"1769012",25,172,132,1250,51,159,115,91,167,182,251
"1004301",24,83,162,843,25,104,87,82,121,154,391
"649460",20,116,96,725,16,90,89,72,104,147,163
"239759",187,1696,1085,2858,372,1799,1635,1838,2098,1454,2013
"816",67,492,310,1491,143,480,435,475,577,399,608
"838",63,362,242,1261,95,386,333,353,410,273,413
"577309",3,38,30,134,16,38,34,35,44,31,49
"1283313",5,29,12,43,5,21,18,9,22,13,20
"2815786",12,135,82,218,25,124,107,138,188,108,118
"2518495",18,102,66,262,22,79,115,98,112,84,126
"1918540",12,97,55,141,23,94,97,87,124,74,117
"195950",19,202,133,323,46,187,179,211,235,169,247
"375288",7,99,72,257,25,122,100,83,115,87,113
"836",15,113,72,225,34,115,116,117,125,83,124
"909656",10,126,73,291,33,137,108,119,132,110,121
"307628",7,55,41,115,18,59,55,61,59,38,53
"294702",3,36,36,91,12,27,26,25,24,33,48
"156973",5,12,21,113,10,14,20,19,12,16,31
"397864",14,72,46,170,15,81,75,70,85,63,83
"1348911",2,10,4,54,6,15,8,12,14,7,15
"574697",5,41,27,133,13,49,42,46,46,38,54
"283168",2,25,19,120,6,13,19,11,34,12,23
"346096",1,32,34,107,13,25,27,32,41,33,31
"1970191",2,12,8,80,3,24,9,10,19,8,20
"2760873",1,13,11,59,1,19,13,7,21,21,30
"1471399",5,61,42,255,16,65,47,35,68,54,76
"1193324",8,31,25,86,8,34,34,23,20,25,41
"2060722",3,16,12,100,4,15,11,19,14,11,24
"29549",178,1440,955,2208,492,1712,1705,1765,2131,1468,1910
"146919",113,806,657,1495,348,918,933,1026,1257,865,1147
"423349",163,835,832,8355,375,725,713,648,868,849,1182
"84567",83,467,437,2749,241,402,298,304,420,406,655
"28453",613,348,858,2803,1014,370,385,347,832,343,2177
"1773450",11,62,185,355,47,69,65,77,106,91,334
"929509",4,38,34,225,19,26,13,18,34,42,61
"1649482",5,44,32,168,81,42,51,48,46,26,212
"376469",9,29,88,180,50,34,39,36,118,44,337
"2349",17,150,137,789,24,123,118,130,142,111,122
"1007",5,26,18,73,6,17,23,20,18,18,29
"256319",97,811,531,1250,153,914,789,924,948,688,922
"274493",52,484,307,764,87,478,481,597,541,415,509
"1101",56,356,204,645,80,337,299,341,371,297,416
"100715",7,56,29,109,9,72,72,71,55,50,51
"1457365",17,113,70,231,41,142,107,149,153,103,143
"1134403",11,68,34,93,10,101,78,66,90,64,65
"795750",1,36,17,84,7,27,26,34,28,31,34
"861299",1762,11440,15146,19155,3306,24655,16472,19179,22854,22419,26339
"2646123",262,2094,1597,3401,445,2967,2320,2471,3104,2850,3330
"173480",203,1478,1257,3015,439,2277,1941,1903,2384,2321,2661
"1379270",138,1197,972,2325,296,1693,1509,1564,1790,1691,2178
"833",10,66,34,112,10,84,57,63,67,52,84
"459349",2,36,20,38,3,65,36,60,38,35,64
"2602070",102,1032,551,966,147,1174,941,1113,1210,952,1052
"1617967",48,709,372,765,102,894,665,739,834,715,706
"682795",79,762,391,719,93,886,678,801,837,606,703
"1198114",76,577,296,669,67,727,547,643,743,546,669
"926566",88,630,331,647,70,810,572,623,739,562,629
"1592106",110,859,387,709,78,1040,742,822,913,739,858
"401053",51,411,211,428,49,499,375,359,440,353,458
"240015",75,851,447,806,114,1175,854,876,1050,855,873
"2763107",91,881,356,699,83,1145,766,859,903,736,842
"204669",108,1354,668,993,143,2237,1395,1382,1590,1122,1333
"2703788",56,536,259,466,57,674,544,534,631,3518,600
"2763071",33,345,164,356,49,450,291,335,379,481,311
"2211140",76,625,247,485,73,804,560,594,697,568,581
"234267",324,3314,1453,2372,280,4345,2929,3412,3726,2440,2824
"1473598",256,2592,1172,3768,247,2594,2243,2542,2936,1827,2132
"1855912",1739,17045,7521,8261,987,14182,13748,14580,19554,11371,11700
"981222",66,592,258,561,64,643,556,623,674,450,518
"981385",11,74,41,71,11,87,78,69,104,77,86
"42253",206,1834,1597,3579,202,2208,2099,1997,2028,1112,1820
"1325564",118,1079,634,1217,102,1245,1146,1292,1199,636,1196
"1715989",71,1024,432,2031,83,932,801,833,860,518,831
"1936990",98,754,421,1121,58,1023,984,1024,1079,522,968
"180",5,36,20,114,19,56,46,27,46,33,83
"178606",2,31,11,39,5,21,22,25,26,13,21
"1660083",3,22,9,16,1,10,18,19,23,17,8
"2715679",5,24,32,43,5,47,36,60,53,24,30
"545694",8,83,50,112,14,106,78,146,97,80,98
"906968",14,77,60,134,15,126,81,80,117,65,124
"2766701",2,38,16,77,8,43,38,38,37,30,29
"2787628",2,16,12,40,6,15,16,15,20,5,23
"1539298",2,12,6,17,0,16,15,9,9,13,9
"120683",0,7,3,9,2,8,9,5,4,5,13
"69713",6,50,21,75,3,52,29,31,47,24,54
"545695",5,43,22,70,4,48,45,41,40,34,46
"138851",2,33,15,49,7,40,26,27,33,12,54
"744872",2,36,22,52,6,30,21,33,22,16,11
"58231",1,16,7,24,8,26,23,19,26,17,34
"744515",3,17,8,28,1,16,17,13,14,9,21
"1291379",0,1,0,0,0,1,0,0,0,1,1
"999426",0,0,1,4,1,1,0,1,0,2,2
"999431",0,1,1,2,0,1,2,3,2,1,2
"999432",1,1,0,3,0,1,0,0,0,0,0
"869209",1,17,4,25,2,11,10,9,10,6,13
"162",2,26,6,15,2,19,12,14,14,13,15
"161",0,0,0,0,0,0,0,0,0,1,0
"221027",0,2,2,15,0,7,5,5,8,2,9
"665571",11,89,70,121,22,106,85,95,82,81,122
"869211",5,86,34,69,14,51,69,94,98,49,81
"889378",11,102,68,108,17,96,90,117,137,81,103
"760011",5,36,14,51,7,32,33,29,59,20,36
"158189",6,35,19,52,6,34,25,26,42,17,25
"158190",1,15,7,38,3,13,17,19,16,15,8
"1307761",7,55,26,69,14,47,49,34,49,40,42
"573413",3,47,19,61,7,50,36,36,37,30,31
"252967",5,3,5,22,3,8,7,6,7,16,17
"2518645",5,22,6,37,3,16,14,14,22,15,27
"1313295",0,1,1,1,0,0,1,1,0,0,0
"47466",0,6,14,0,8,2,7,3,4,6,5
"143",1,3,1,5,0,4,1,1,2,1,1
"1408429",1,2,0,5,0,6,2,4,2,0,1
"2608247",0,2,0,10,0,0,2,1,4,2,2
"29520",0,0,0,0,0,0,2,0,1,0,0
"412419",0,0,0,2,0,0,0,1,0,0,0
"1104446",0,2,6,3,0,0,2,7,4,2,2
"2761123",1,2,0,2,0,4,2,1,1,0,2
"1964448",0,5,1,3,0,5,4,4,2,0,0
"29518",0,3,0,6,0,2,0,2,2,0,2
"62088",0,0,0,0,0,1,0,0,0,0,2
"1674146",0,0,0,1,0,0,0,0,0,1,0
"139",0,0,1,0,0,1,0,0,0,0,0
"29519",0,0,0,0,0,0,0,2,0,1,0
"521010",0,0,0,2,0,3,0,1,1,0,1
"408139",4,37,15,70,3,42,42,46,30,24,65
"293071",0,1,1,3,2,0,1,1,5,1,0
"2564040",4,36,17,50,6,35,26,33,29,28,30
"312175",0,0,0,1,0,1,2,4,1,2,0
"214675",0,0,1,6,0,0,0,2,0,1,2
"90062",0,0,1,0,0,0,1,0,0,1,0
"211880",1,0,2,1,0,2,0,0,0,0,0
"145259",4,26,18,212,6,18,17,21,13,7,40
"28184",3,21,6,27,3,20,12,26,17,14,21
"1137606",1,12,8,28,2,24,9,15,20,6,19
"508536",0,0,0,2,0,0,0,1,0,0,0
"869212",48,180,132,479,33,181,157,205,209,127,201
"1161918",0,0,2,5,0,3,1,0,2,3,1
"1042417",0,3,0,4,0,0,1,0,0,0,0
"1133568",1,0,1,8,0,1,0,0,0,0,0
"159",0,0,3,0,1,2,0,4,5,3,3
"1287055",1,2,2,9,1,6,3,3,6,4,4
"526224",0,2,2,18,3,7,3,2,7,3,3
"1045858",1,8,2,17,2,3,3,0,6,4,10
"651822",26,221,191,363,38,226,260,282,373,242,271
"584708",21,167,133,258,30,201,199,274,323,178,198
"1197717",29,196,122,216,34,203,167,227,225,146,178
"525903",18,100,74,182,18,132,117,153,154,90,107
"926567",3,60,32,100,18,79,59,68,84,58,65
"885272",17,99,47,141,22,115,100,128,141,83,107
"891968",7,35,21,43,6,35,34,52,37,24,24
"580340",0,34,25,20,8,25,28,40,49,30,32
"572547",3,17,8,31,1,13,19,19,26,9,4
"2026885",46,280,162,267,60,368,282,418,361,232,299
"1332188",6,24,25,480,38,24,32,20,36,99,105
"2093823",7,17,38,387,36,28,38,31,53,73,125
"1551504",6,35,30,150,9,61,54,51,40,24,22
"2715734",1,7,10,43,3,16,10,9,11,18,28
"1408159",8,80,34,43,5,66,71,91,69,53,69
"1157948",0,2,0,2,0,3,4,7,1,1,3
"1157947",2,0,0,1,0,0,0,0,4,0,0
