"","X9JUZM2TOMPOOB100355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"40631",0,0,0,1,0,0,0,0,0,0,0
"1982225",0,0,0,1,0,0,0,0,1,1,1
"10719",0,0,0,1,0,1,0,0,0,0,1
"1982111",0,0,0,1,0,1,1,0,0,2,0
"2560307",0,0,0,1,0,1,0,0,2,1,0
"458639",0,0,0,2,0,0,1,0,0,0,0
"683735",0,0,0,1,0,0,0,0,0,0,0
"2419618",0,0,0,1,0,0,0,0,0,0,1
"756280",0,0,0,1,0,0,0,0,0,0,0
"1864622",0,0,0,1,0,0,0,0,1,0,0
"1127518",0,0,0,1,0,0,1,0,0,0,0
"1493513",0,0,0,1,1,1,0,0,0,0,0
"1458859",0,0,0,1,0,0,0,0,0,0,0
"331278",0,0,0,1,0,0,0,1,1,0,1
"2588518",0,0,0,1,0,0,0,0,0,0,0
"1567013",0,0,0,1,0,0,1,0,0,0,0
"1913651",0,0,0,1,0,0,0,0,0,1,0
"260149",0,0,0,1,0,0,1,2,0,0,0
"2006135",0,0,0,1,0,0,0,0,0,0,0
"2560305",0,0,0,4,3,1,1,1,0,1,0
"244310",0,0,0,7,0,0,1,0,0,0,0
"2006169",0,0,0,1,0,0,0,0,0,0,0
"2560095",0,0,0,1,0,0,0,0,0,1,1
"2560463",0,0,0,4,0,1,0,0,0,0,0
"2560436",0,0,0,1,0,0,0,0,0,0,0
"1980945",0,0,0,1,0,0,0,0,1,0,0
"2560545",0,0,0,2,0,0,0,1,0,0,0
"10683",0,0,0,2,0,0,0,0,0,0,0
"2734095",0,0,0,1,4,0,1,0,1,0,3
"2560435",0,0,0,2,0,0,1,0,0,0,0
"233894",0,0,0,1,0,1,0,0,0,0,0
"1912143",0,0,0,1,0,0,0,0,0,1,0
"1925779",0,0,0,1,1,0,0,0,0,1,0
"977801",0,0,0,2,0,0,0,0,0,0,0
"2662127",0,0,0,1,0,0,0,0,0,0,0
"1784982",0,0,0,1,0,0,1,15,0,0,0
"2546626",0,0,0,1,0,0,0,0,0,0,0
"1984798",0,0,0,3,1,0,0,0,3,0,0
"1987939",0,0,0,1,1,3,0,0,0,1,0
"1987941",0,0,0,1,0,0,0,0,0,0,0
"2562667",0,0,0,1,1,0,0,0,0,0,0
"2734188",0,0,0,2,0,0,0,1,1,1,0
"1982595",0,0,0,1,0,0,0,0,0,0,0
"1920763",0,0,0,1,0,0,0,0,0,0,0
"1918525",0,0,0,1,0,0,0,0,0,0,0
"2732675",0,0,0,3,0,0,0,0,0,0,0
"2732688",0,0,0,1,0,0,0,0,0,1,0
"2732938",0,0,0,3,0,0,0,12,1,0,5
"2733962",0,0,0,2,0,0,0,0,0,0,0
"2560679",0,0,0,2,0,0,1,2,0,0,0
"2731958",0,0,0,1,0,0,0,0,0,1,0
"2733958",0,0,0,1,0,0,0,0,0,0,0
"2732926",0,0,0,1,0,0,0,0,1,0,0
"2731674",0,0,0,1,0,0,0,0,0,0,0
"2733965",0,0,0,1,0,0,0,0,0,0,0
"2560334",0,0,0,3,0,0,0,0,0,0,0
"2560332",0,0,0,1,0,2,0,1,0,1,0
"1857889",0,0,0,1,0,0,0,1,0,0,0
"2169534",0,0,0,2,0,1,0,0,0,0,0
"2734036",0,0,0,1,0,0,0,0,0,0,0
"1920864",0,0,0,2,0,0,0,0,0,0,0
"2732064",0,0,0,1,1,0,2,0,0,0,0
"2560539",0,0,0,1,0,0,0,1,0,0,0
"2733997",0,0,0,1,0,0,0,1,0,2,0
"2732038",0,0,0,1,0,1,0,0,0,0,0
"2613861",0,0,0,1,0,0,0,0,0,0,0
"2501997",0,0,0,2,0,0,0,0,0,0,0
"39718",0,0,0,1,0,0,0,0,0,0,0
"35323",0,0,0,1,0,0,0,0,1,0,0
"2169701",0,0,0,2,0,0,0,0,0,0,0
"59301",0,0,0,1,0,0,0,0,0,0,0
"2162642",0,0,0,2,0,0,0,0,0,0,0
"1908808",0,0,0,1,0,0,0,0,0,0,0
"1682187",0,0,0,1,0,0,0,0,0,0,0
"31770",0,0,0,1,0,0,0,0,0,0,0
"184751",0,0,0,1,0,0,0,0,0,0,0
"2008761",0,0,0,1,0,0,0,0,0,0,0
"2008763",0,0,0,1,0,0,0,0,0,0,0
"2170086",0,0,0,1,0,0,0,0,0,0,0
"328429",0,0,0,2,0,2,0,0,0,0,1
"1912598",0,0,0,1,0,0,0,0,0,0,0
"186844",0,0,0,2,0,0,0,0,0,0,0
"694017",0,0,0,1,0,0,0,0,0,0,0
"90010",0,0,0,2,0,0,0,0,0,0,0
"1534549",0,0,0,1,0,0,0,0,0,0,0
"1511805",0,0,0,1,0,0,0,0,0,0,0
"1093901",0,0,0,1,0,0,0,0,0,0,0
"114921",0,0,0,1,0,0,0,0,0,0,0
"2056161",0,0,0,1,0,0,0,0,0,0,0
"796352",0,0,0,1,0,0,0,0,0,0,0
"348449",0,0,0,1,0,0,0,0,0,0,0
"509923",0,0,0,1,0,0,0,0,0,0,0
"160484",0,0,0,1,0,0,0,0,0,0,0
"699180",0,0,0,1,0,0,0,0,0,0,0
"441999",0,0,0,1,0,0,0,0,0,0,0
"939922",0,0,0,1,0,1,0,0,0,1,0
"349681",0,0,0,1,0,0,0,0,0,0,0
"399394",0,0,0,1,0,0,0,0,0,0,0
"1755792",0,0,0,1,0,0,0,0,0,0,0
"11002",0,0,0,1,0,0,0,0,0,0,0
"1634914",0,0,0,1,0,0,0,0,0,0,0
"153057",0,0,0,1,0,0,0,1,0,1,0
"1923651",0,0,0,1,0,0,0,0,0,0,0
"1923601",0,0,0,1,0,0,0,0,0,0,0
"1922556",0,0,0,1,0,0,0,0,0,0,0
"1923531",0,0,0,1,0,0,0,0,0,0,0
"1922784",0,0,0,1,0,0,0,0,0,0,0
"1923241",0,0,0,1,0,0,0,0,0,0,0
"1923155",0,0,0,1,0,0,0,0,0,0,0
"1923701",0,0,0,1,0,0,0,0,0,0,0
"1923369",0,0,0,1,0,0,0,0,0,0,0
"1923778",0,0,0,1,0,0,0,0,0,0,0
"1923153",0,0,0,1,0,0,0,0,0,0,0
"1183239",0,0,0,4,0,0,2,0,1,0,0
"1327968",0,0,0,1,0,0,0,0,0,0,0
"2010269",0,0,0,3,0,0,0,0,1,0,0
"552509",0,0,0,1,0,0,0,0,0,1,0
"212035",0,0,0,3,0,0,0,0,1,0,1
"10270",0,0,0,1,1,0,0,1,0,3,0
"1146877",0,0,0,4,0,1,0,0,0,0,0
"1986024",0,0,0,1,0,0,0,0,0,0,0
"1557033",0,0,0,1,1,0,0,0,0,0,0
"1723446",0,0,0,1,1,0,1,0,1,0,2
"38012",0,0,0,1,0,0,0,0,0,0,0
"134394",0,0,0,1,0,0,0,0,0,0,0
"1563660",0,0,0,1,0,0,1,0,0,0,0
"1580580",0,0,0,1,0,0,0,0,0,3,0
"1675866",0,0,0,1,0,1,2,0,0,1,0
"936061",0,0,0,1,0,0,0,0,0,0,1
"1608323",0,0,0,1,0,0,0,0,0,0,0
"1511911",0,0,0,1,0,0,0,0,0,0,0
"1297645",0,0,0,1,0,0,0,0,0,0,0
"10837",0,0,0,1,0,0,0,0,0,0,0
"1985399",0,0,0,1,0,0,0,0,0,0,0
"1987743",0,0,0,1,0,0,0,0,0,0,0
"1676182",0,0,0,1,0,0,0,0,0,0,0
"309181",0,0,0,2,0,0,0,0,0,0,0
"537009",0,0,0,1,0,0,0,0,1,0,0
"304222",0,0,0,4,0,0,0,0,0,0,0
"1732177",0,0,0,2,0,0,0,1,0,0,0
"437444",0,0,0,1,0,0,0,0,0,0,0
"687345",0,0,0,1,0,0,0,0,0,0,0
"2630218",0,0,0,0,0,0,0,0,0,0,0
"2420300",0,0,0,0,0,0,1,0,0,0,0
"2742641",0,0,0,0,0,0,1,0,0,0,0
"54736",0,0,0,0,0,0,35,0,0,0,0
"470934",0,0,0,0,0,0,0,0,0,0,0
"1263550",0,0,0,0,0,0,0,12,10,0,0
"314275",0,0,0,0,0,38,0,19,0,0,0
"24",0,0,0,0,0,0,0,0,0,0,0
"579112",0,0,0,0,0,0,0,0,0,0,0
"2016517",0,0,0,0,0,0,0,0,0,0,0
"715",0,0,0,0,0,0,0,0,0,0,0
"487",0,0,0,0,0,0,0,0,0,0,0
"486",0,0,0,0,0,0,0,0,0,0,0
"521008",0,0,0,0,0,0,0,0,0,0,0
"173",0,0,0,0,0,0,0,0,0,0,0
"52584",0,0,0,0,0,0,4,0,0,0,0
"2631113",0,0,0,0,0,0,0,0,0,0,0
"851",0,0,0,0,0,0,0,0,0,0,0
"1445727",0,0,0,0,0,0,0,0,0,0,0
"1071502",0,0,0,0,0,0,0,0,0,0,0
"28369",0,0,0,0,0,0,0,0,0,0,0
"1299429",0,0,0,0,0,2,2,0,0,0,0
"2560791",0,0,0,0,0,0,1,0,0,0,2
"2560150",0,0,0,0,0,0,0,0,0,0,0
"2594692",0,0,0,0,0,0,0,0,0,0,0
"1623276",0,0,0,0,0,0,0,0,0,0,0
"1954379",0,0,0,0,0,0,0,0,0,0,0
"1984800",0,0,0,0,0,0,0,0,0,0,0
"2609909",0,0,0,0,0,0,0,0,0,0,1
"1987940",0,0,0,0,0,0,0,0,0,0,0
"1273707",0,0,0,0,0,0,0,0,0,0,0
"1920753",0,0,0,0,0,0,0,0,0,0,0
"1493509",0,0,0,0,1,1,1,0,0,0,0
"1980941",0,0,0,0,0,0,0,0,1,0,1
"1985285",0,0,0,0,0,0,0,0,0,0,0
"1980937",0,0,0,0,0,0,0,0,0,0,0
"680114",0,0,0,0,0,0,0,0,0,0,0
"2035708",0,0,0,0,1,1,2,0,0,0,1
"269145",0,0,0,0,0,0,0,0,0,0,0
"1922752",0,0,0,0,0,0,0,0,0,0,0
"1922736",0,0,0,0,0,0,0,0,0,0,0
"1923091",0,0,0,0,0,0,0,0,0,0,0
"2052685",0,0,0,0,0,0,0,0,0,0,0
"2169667",0,0,0,0,0,0,0,0,0,0,0
"398578",0,0,0,0,1,0,0,0,0,0,0
"935590",0,0,0,0,1,0,0,0,0,0,1
"29447",0,0,0,0,435,0,0,0,407,0,0
"2730849",0,0,0,0,2,0,0,0,0,0,0
"341029",0,0,0,0,1,0,1,0,0,0,0
"2742677",0,0,0,0,5,4,0,0,0,1,1
"2716879",0,0,0,0,1,0,0,1,0,0,0
"1055537",0,0,0,0,1,0,0,0,0,1,1
"2814546",0,0,0,0,1,2,0,0,0,1,0
"1355100",0,0,0,0,1,0,0,0,0,0,0
"1282357",0,0,0,0,1,0,0,0,0,0,0
"1454377",0,0,0,0,1,0,0,0,0,0,0
"1225785",0,0,0,0,1,0,0,0,0,0,0
"2730357",0,0,0,0,1,0,0,1,0,1,1
"1610576",0,0,0,0,1,0,0,0,0,0,0
"332186",0,0,0,0,1,0,0,0,0,0,0
"2661922",0,0,0,0,1,0,0,0,0,0,0
"297245",0,0,0,0,1,0,0,0,0,0,0
"262727",0,0,0,0,1,0,0,0,0,1,0
"1302858",0,0,0,0,1,0,0,0,0,0,0
"314724",0,0,0,0,1,0,0,0,0,0,0
"43687",0,0,0,0,1,0,0,0,0,0,0
"74968",0,0,0,0,2,0,0,0,0,0,0
"2743924",0,0,0,0,2,0,0,0,0,0,0
"2656547",0,0,0,0,2,3,0,0,0,0,0
"1965482",0,0,0,0,1,1,0,0,0,0,0
"1147044",0,0,0,0,1,0,0,0,0,0,0
"2652415",0,0,0,0,1,0,0,0,1,0,0
"1873341",0,0,0,0,1,0,0,0,0,0,0
"644007",0,0,0,0,1,0,0,0,0,0,0
"2072797",0,0,0,0,1,0,0,0,0,0,0
"1821553",0,0,0,0,1,0,0,0,0,0,0
"2599848",0,0,0,0,1,0,1,0,1,1,0
"2753656",0,0,0,0,1,0,0,0,0,0,0
"861044",0,0,0,0,1,0,1,0,0,0,0
"1086751",0,0,0,0,1,0,0,3,1,2,0
"1089135",0,0,0,0,1,1,0,0,1,0,0
"2283289",0,0,0,0,1,0,0,0,1,0,0
"546185",0,0,0,0,1,0,0,0,0,0,0
"225588",0,0,0,0,4,1,0,0,0,2,0
"1982108",0,0,0,0,3,0,0,0,0,0,0
"1982305",0,0,0,0,1,0,0,0,0,0,0
"1982303",0,0,0,0,1,0,0,0,0,0,0
"2170234",0,0,0,0,3,0,0,0,0,0,1
"1623302",0,0,0,0,2,0,0,0,0,0,0
"2733203",0,0,0,0,1,3,0,0,0,0,0
"2734269",0,0,0,0,1,0,0,0,0,0,0
"2733216",0,0,0,0,1,1,1,0,0,0,0
"2560623",0,0,0,0,1,0,0,0,0,0,0
"2560392",0,0,0,0,1,0,0,0,0,0,0
"2734235",0,0,0,0,1,0,0,0,0,0,0
"2560333",0,0,0,0,1,1,0,0,0,0,0
"72638",0,0,0,0,1,0,0,0,0,0,0
"1623303",0,0,0,0,1,0,0,0,0,0,0
"1623293",0,0,0,0,1,0,0,0,0,0,0
"2315527",0,0,0,0,1,0,0,0,0,0,0
"2557553",0,0,0,0,1,0,0,0,0,5,0
"2704031",0,0,0,0,1,0,0,0,0,0,0
"2752535",0,0,0,0,1,0,4,0,0,5,0
"2560434",0,0,0,0,2,0,0,2,0,0,0
"2182344",0,0,0,0,1,0,0,0,0,0,0
"2734133",0,0,0,0,1,0,0,0,0,0,0
"2560831",0,0,0,0,1,0,0,0,1,5,0
"1915209",0,0,0,0,1,0,0,0,0,0,0
"320122",0,0,0,0,1,0,0,0,0,0,0
"2734134",0,0,0,0,1,1,1,0,0,0,1
"754043",0,0,0,0,1,0,0,0,0,0,0
"1529058",0,0,0,0,1,1,0,0,0,1,2
"2316154",0,0,0,0,1,0,0,0,0,0,0
"2484218",0,0,0,0,1,1,0,0,0,2,1
"1357732",0,0,0,0,1,0,0,0,0,0,0
"680287",0,0,0,0,1,0,0,0,0,0,0
"2732589",0,0,0,0,1,0,0,0,0,0,0
"329158",0,0,0,0,1,0,0,0,0,0,0
"2732691",0,0,0,0,2,0,0,0,1,2,2
"1273711",0,0,0,0,2,1,0,0,1,1,4
"1197951",0,0,0,0,1,0,0,0,0,0,0
"2733931",0,0,0,0,3,1,0,0,0,2,0
"438482",0,0,0,0,2,1,0,0,1,0,1
"2733953",0,0,0,0,1,0,0,0,0,0,1
"2733929",0,0,0,0,1,0,0,0,0,0,0
"2560655",0,0,0,0,1,0,0,1,0,1,0
"2733943",0,0,0,0,1,0,0,0,0,0,0
"2732917",0,0,0,0,1,0,0,0,0,0,0
"2732018",0,0,0,0,2,2,0,0,0,0,0
"2650877",0,0,0,0,1,0,0,0,0,0,1
"2734043",0,0,0,0,1,0,0,0,0,0,0
"1234888",0,0,0,0,2,0,0,0,0,0,0
"1911438",0,0,0,0,2,1,0,0,0,0,0
"1958785",0,0,0,0,1,0,0,0,0,0,1
"1986021",0,0,0,0,1,1,0,0,0,0,0
"35324",0,0,0,0,1,0,0,0,0,0,0
"1308858",0,0,0,0,1,0,0,0,0,0,0
"2507291",0,0,0,0,1,0,1,0,0,0,0
"2508227",0,0,0,0,1,0,0,0,0,1,0
"106966",0,0,0,0,1,0,0,0,0,0,0
"1714570",0,0,0,0,1,0,0,0,0,0,0
"119910",0,0,0,0,1,0,0,0,0,0,0
"945960",0,0,0,0,3,1,0,0,0,0,0
"62059",0,0,0,0,1,0,0,0,0,0,0
"35285",0,0,0,0,1,0,0,0,0,0,0
"1906173",0,0,0,0,1,0,0,0,0,1,0
"28375",0,0,0,0,3,0,0,0,0,0,0
"79918",0,0,0,0,1,0,0,0,0,0,0
"67754",0,0,0,0,1,0,0,0,0,0,0
"47985",0,0,0,0,1,0,0,0,0,0,0
"2024724",0,0,0,0,1,0,0,0,0,0,0
"60875",0,0,0,0,1,0,0,0,0,0,0
"2052851",0,0,0,0,1,0,0,0,0,0,0
"2003398",0,0,0,0,1,0,0,1,0,0,0
"12430",0,0,0,0,1,0,0,0,0,0,0
"327107",0,0,0,0,1,0,0,0,0,0,0
"1495316",0,0,0,0,1,0,0,0,0,0,0
"1963247",0,0,0,0,1,0,0,0,0,0,0
"2170080",0,0,0,0,1,0,0,0,0,0,0
"271257",0,0,0,0,1,0,0,0,0,0,2
"2169861",0,0,0,0,1,0,0,0,0,0,0
"1923667",0,0,0,0,2,0,0,0,0,0,0
"1923532",0,0,0,0,2,0,0,0,0,0,0
"1923164",0,0,0,0,1,0,0,0,0,0,0
"1923306",0,0,0,0,1,0,0,0,0,0,0
"1923613",0,0,0,0,1,0,0,0,0,0,0
"1923114",0,0,0,0,1,0,0,0,0,0,0
"1922928",0,0,0,0,1,0,0,0,0,0,0
"1922815",0,0,0,0,1,0,0,0,0,0,0
"1746060",0,0,0,0,1,0,0,0,0,0,0
"1969351",0,0,0,0,1,0,0,0,0,0,0
"153136",0,0,0,0,1,0,0,0,0,0,0
"862943",0,0,0,0,1,0,0,0,1,0,0
"1916701",0,0,0,0,1,0,0,0,0,0,0
"1891751",0,0,0,0,1,0,0,0,0,0,0
"934800",0,0,0,0,1,0,0,0,0,0,0
"10814",0,0,0,0,1,0,0,0,0,0,0
"2012640",0,0,0,0,1,0,0,0,0,0,0
"272943",0,0,0,0,0,1,0,0,0,1,1
"2742655",0,0,0,0,0,1,0,0,0,0,0
"2697517",0,0,0,0,0,1,0,0,0,0,0
"1078032",0,0,0,0,0,1,0,0,0,0,0
"401618",0,0,0,0,0,1,0,0,0,1,0
"634499",0,0,0,0,0,1,0,0,0,0,0
"1314868",0,0,0,0,0,1,0,0,0,0,0
"29489",0,0,0,0,0,1,0,0,0,0,0
"622488",0,0,0,0,0,3,4,1,0,0,0
"68892",0,0,0,0,0,1,0,0,0,0,0
"290341",0,0,0,0,0,1,0,0,0,0,0
"1123383",0,0,0,0,0,1,0,0,0,0,2
"519441",0,0,0,0,0,1,0,0,0,0,0
"2656532",0,0,0,0,0,2,0,0,0,0,0
"1636200",0,0,0,0,0,1,0,0,0,0,0
"1718158",0,0,0,0,0,1,0,0,0,0,0
"1435411",0,0,0,0,0,1,0,0,0,0,0
"1777064",0,0,0,0,0,1,0,0,0,0,0
"1147158",0,0,0,0,0,1,1,0,0,2,0
"1874539",0,0,0,0,0,1,0,0,0,0,0
"861045",0,0,0,0,0,3,1,0,0,0,0
"540067",0,0,0,0,0,1,0,0,0,0,0
"1089119",0,0,0,0,0,1,0,0,0,0,0
"2560491",0,0,0,0,0,1,0,0,0,0,1
"1623288",0,0,0,0,0,3,0,4,2,0,1
"2169658",0,0,0,0,0,2,0,0,0,0,0
"1623283",0,0,0,0,0,1,0,0,0,0,0
"1918192",0,0,0,0,0,1,0,0,0,0,0
"1982218",0,0,0,0,0,1,0,0,0,0,0
"1921710",0,0,0,0,0,1,0,1,0,0,0
"2734248",0,0,0,0,0,1,0,0,0,0,0
"382359",0,0,0,0,0,2,0,0,0,0,0
"1229760",0,0,0,0,0,1,0,0,0,0,0
"754048",0,0,0,0,0,1,0,0,0,0,0
"2560283",0,0,0,0,0,24,0,0,1,0,0
"2734114",0,0,0,0,0,3,0,0,0,0,0
"2560306",0,0,0,0,0,1,0,0,0,0,0
"2560685",0,0,0,0,0,2,0,0,0,0,1
"2560133",0,0,0,0,0,1,0,0,0,0,0
"2560409",0,0,0,0,0,1,0,0,0,0,0
"2560542",0,0,0,0,0,1,1,0,0,0,0
"2752522",0,0,0,0,0,1,1,0,0,2,1
"1300004",0,0,0,0,0,2,0,0,0,0,0
"1309583",0,0,0,0,0,1,0,0,0,0,0
"1141137",0,0,0,0,0,1,0,0,0,0,0
"1982590",0,0,0,0,0,5,0,0,0,0,0
"1918522",0,0,0,0,0,1,0,0,0,0,1
"2269062",0,0,0,0,0,1,0,0,0,0,0
"2510943",0,0,0,0,0,1,0,0,0,0,0
"2301529",0,0,0,0,0,1,0,0,0,0,0
"2733954",0,0,0,0,0,2,0,0,0,1,0
"2560180",0,0,0,0,0,1,0,0,0,1,0
"2732037",0,0,0,0,0,1,0,0,0,0,0
"2746223",0,0,0,0,0,1,0,0,0,0,0
"1732180",0,0,0,0,0,2,0,0,0,0,0
"1685755",0,0,0,0,0,1,0,0,0,0,0
"1962301",0,0,0,0,0,1,0,0,0,0,0
"1978532",0,0,0,0,0,1,2,0,0,0,1
"1868215",0,0,0,0,0,1,0,0,0,0,0
"2732905",0,0,0,0,0,1,0,0,0,0,0
"11976",0,0,0,0,0,1,0,0,0,0,0
"1074863",0,0,0,0,0,1,0,0,0,0,0
"932662",0,0,0,0,0,1,0,0,0,0,0
"1239566",0,0,0,0,0,1,0,0,0,0,0
"1239439",0,0,0,0,0,1,0,0,0,0,0
"33765",0,0,0,0,0,1,0,0,0,0,0
"2169999",0,0,0,0,0,1,0,0,0,0,0
"48544",0,0,0,0,0,1,0,0,0,0,0
"1384490",0,0,0,0,0,1,0,0,0,0,0
"1985363",0,0,0,0,0,1,0,0,0,0,1
"164750",0,0,0,0,0,1,0,0,0,0,1
"2560774",0,0,0,0,0,1,0,0,0,0,0
"1922603",0,0,0,0,0,1,0,0,0,0,0
"1922548",0,0,0,0,0,1,0,0,0,0,0
"1922956",0,0,0,0,0,1,0,0,0,0,0
"1922559",0,0,0,0,0,1,0,0,0,0,0
"1746062",0,0,0,0,0,1,0,0,0,0,0
"2219106",0,0,0,0,0,1,0,0,0,0,0
"268591",0,0,0,0,0,1,0,0,0,0,0
"1675862",0,0,0,0,0,1,0,0,1,1,0
"489830",0,0,0,0,0,1,0,0,0,0,0
"170617",0,0,0,0,0,1,0,0,0,0,2
"875323",0,0,0,0,0,1,0,0,0,0,0
"687382",0,0,0,0,0,1,0,0,0,0,0
"2508184",0,0,0,0,0,1,0,0,0,0,0
"656025",0,0,0,0,0,1,0,0,0,0,0
"283165",0,0,0,0,0,0,0,0,0,0,0
"257313",0,0,0,0,0,0,0,0,0,0,0
"242231",0,0,0,0,0,0,0,0,0,0,0
"1463165",0,0,0,0,0,0,0,0,0,0,0
"956149",0,0,0,0,0,0,0,0,0,0,0
"591946",0,0,0,0,0,0,0,0,0,0,0
"316401",0,0,0,0,0,0,0,1,0,0,0
"1954351",0,0,0,0,0,0,0,0,0,0,0
"941280",0,0,0,0,0,0,1,0,0,0,0
"1266738",0,0,0,0,0,0,0,0,0,0,0
"1004786",0,0,0,0,0,0,0,0,0,0,0
"176102",0,0,0,0,0,0,0,0,0,0,0
"1261126",0,0,0,0,0,0,0,2,0,0,0
"1293576",0,0,0,0,0,0,0,0,0,0,0
"57678",0,0,0,0,0,0,0,0,0,0,0
"578234",0,0,0,0,0,0,0,1,1,0,0
"1636271",0,0,0,0,0,0,0,0,0,0,0
"447909",0,0,0,0,0,0,0,0,0,0,0
"2599843",0,0,0,0,0,0,0,0,0,0,0
"12348",0,0,0,0,0,0,0,0,0,0,0
"1051138",0,0,0,0,0,0,0,0,0,0,0
"1982272",0,0,0,0,0,0,1,0,0,0,0
"1982264",0,0,0,0,0,0,0,0,0,0,0
"2733162",0,0,0,0,0,0,0,0,0,0,0
"1982370",0,0,0,0,0,0,0,0,59,0,0
"90410",0,0,0,0,0,0,0,0,0,0,0
"1921699",0,0,0,0,0,0,0,0,0,1,0
"2560652",0,0,0,0,0,0,0,0,0,0,0
"1982559",0,0,0,0,0,0,0,0,0,1,0
"573175",0,0,0,0,0,0,0,0,0,0,0
"1127515",0,0,0,0,0,0,0,0,1,0,0
"209052",0,0,0,0,0,0,0,0,0,1,0
"2560669",0,0,0,0,0,0,0,0,0,0,0
"1984778",0,0,0,0,0,0,0,0,0,0,0
"2734105",0,0,0,0,0,0,0,0,0,0,0
"1980936",0,0,0,0,0,0,0,0,0,0,0
"2560543",0,0,0,0,0,0,0,0,0,0,0
"2734146",0,0,0,0,0,0,0,0,0,0,0
"2560672",0,0,0,0,0,0,0,0,0,0,0
"1980946",0,0,0,0,0,0,0,0,0,0,0
"2734139",0,0,0,0,0,0,0,0,0,0,0
"2663325",0,0,0,0,0,0,0,0,0,0,0
"1982583",0,0,0,0,0,0,0,0,0,0,2
"2733949",0,0,0,0,0,0,0,0,1,1,1
"2732916",0,0,0,0,0,0,0,0,0,0,0
"2731942",0,0,0,0,0,0,0,0,0,0,0
"2731625",0,0,0,0,0,0,0,0,0,0,0
"1685774",0,0,0,0,0,0,1,0,1,0,0
"2170001",0,0,0,0,0,0,0,0,0,0,0
"129954",0,0,0,0,0,0,0,0,0,1,1
"754004",0,0,0,0,0,0,1,0,0,0,0
"1932927",0,0,0,0,0,0,0,0,0,0,0
"1987130",0,0,0,0,0,0,0,0,0,0,0
"41460",0,0,0,0,0,0,0,0,0,0,0
"12198",0,0,0,0,0,0,0,0,0,0,0
"675060",0,0,0,0,0,0,0,0,0,0,0
"64310",0,0,0,0,0,0,0,0,0,0,0
"11089",0,0,0,0,0,0,0,0,0,0,0
"148879",0,0,0,0,0,0,0,0,0,0,0
"10911",0,0,0,0,0,0,0,0,0,0,0
"1678173",0,0,0,0,0,0,0,0,0,0,0
"2169859",0,0,0,0,0,0,0,0,0,0,0
"1922726",0,0,0,0,0,0,0,1,0,0,0
"1923674",0,0,0,0,0,0,0,0,0,0,0
"1923468",0,0,0,0,0,0,2,0,0,0,0
"1923009",0,0,0,0,0,0,0,0,0,0,0
"1922571",0,0,0,0,0,0,0,0,0,0,0
"2169668",0,0,0,0,0,0,0,0,0,0,0
"2049955",0,0,0,0,0,0,0,0,0,0,0
"714310",0,0,0,0,0,0,0,0,0,0,0
"934802",0,0,0,0,0,0,0,0,0,0,0
"2747317",0,0,0,0,0,0,0,0,0,0,0
"2011079",0,0,0,0,0,0,0,0,0,0,0
"2065050",0,0,0,0,0,0,0,0,0,0,0
"1967781",0,0,0,0,0,0,0,0,1,0,0
"56438",0,0,0,0,0,0,1,0,0,0,1
"141",0,0,0,0,0,0,0,1,0,2,0
"1313291",0,0,0,0,0,0,0,0,0,0,0
"1398491",0,0,0,0,0,0,0,0,0,0,0
"498741",0,0,0,0,0,0,0,0,0,0,0
"864178",0,0,0,0,0,0,0,0,0,0,1
"2588490",0,0,0,0,0,0,0,0,0,0,0
"871584",0,0,0,0,0,0,0,0,0,0,0
"2686474",0,0,0,0,0,0,0,0,0,0,0
"2734287",0,0,0,0,0,0,0,0,0,1,0
"2734288",0,0,0,0,0,0,0,0,0,0,0
"1982364",0,0,0,0,0,0,0,0,0,0,0
"2560427",0,0,0,0,0,0,0,0,0,0,0
"297254",0,0,0,0,0,0,0,0,0,0,0
"1982380",0,0,0,0,0,0,2,0,0,0,0
"1921698",0,0,0,0,0,0,0,0,0,0,0
"2734222",0,0,0,0,0,0,0,0,0,6,1
"1623305",0,0,0,0,0,0,0,0,0,0,0
"270673",0,0,0,0,0,0,0,1,0,1,0
"347326",0,0,0,0,0,0,0,0,0,0,0
"1542477",0,0,0,0,0,0,0,0,0,1,0
"2587814",0,0,0,0,0,0,0,0,0,0,0
"148943",0,0,0,0,0,0,0,0,0,0,1
"1980951",0,0,0,0,0,0,0,0,0,0,0
"2734113",0,0,0,0,0,0,0,0,0,0,1
"2732692",0,0,0,0,0,0,0,0,0,0,0
"2732679",0,0,0,0,0,0,0,0,0,0,0
"2733905",0,0,0,0,0,0,0,0,0,0,0
"1985711",0,0,0,0,0,0,0,0,0,0,0
"2169688",0,0,0,0,0,0,0,0,0,0,1
"2169530",0,0,0,0,0,0,0,0,0,0,0
"1913605",0,0,0,0,0,0,0,0,0,0,0
