"","TECcM2TOMPOOA051310.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"2734140",1,1,2,0,0,1,0,0,0,0,0
"2734084",0,1,0,0,0,0,1,1,3,0,5
"2752797",0,1,0,0,0,1,0,2,0,0,0
"2734136",0,1,0,0,0,0,0,0,0,0,0
"2734122",1,1,4,0,0,1,1,0,3,3,4
"2560540",0,1,0,0,0,0,0,0,0,0,0
"1980947",0,1,1,0,3,0,0,0,1,3,0
"1984796",0,1,1,0,0,1,0,0,1,0,0
"1925780",0,1,0,0,0,0,0,0,0,0,0
"1922212",1,1,0,0,1,0,0,0,0,0,0
"1921704",0,1,0,0,0,0,0,0,0,0,0
"1984777",1,1,0,0,0,0,0,0,0,0,0
"499235",0,1,0,0,0,1,0,0,0,0,0
"431894",0,1,0,0,1,1,1,0,0,0,1
"1084719",1,1,4,0,0,0,0,0,0,0,0
"2560474",0,1,0,0,0,0,0,0,0,0,0
"2590948",2,4,5,0,0,2,5,0,0,2,3
"2713257",3,4,1,0,0,1,3,0,0,2,5
"2590877",2,3,0,0,0,1,0,0,2,1,1
"1188795",1,3,0,0,1,1,0,3,2,0,0
"2053812",1,3,4,0,1,0,1,23,0,0,1
"754069",0,3,1,0,0,0,1,0,1,0,0
"2053723",0,2,0,0,0,0,0,4,1,0,0
"1131315",0,2,5,0,1,1,5,1,1,0,3
"2565510",2,2,0,0,1,0,0,0,1,0,3
"2182408",0,2,0,0,0,0,1,16,0,0,1
"179237",0,2,3,0,0,0,1,0,0,1,3
"2708562",1,2,1,0,1,0,0,14,0,0,0
"1417599",0,1,1,0,0,0,0,0,0,1,0
"1622116",0,1,0,0,0,0,0,0,0,0,0
"2315703",0,1,1,0,0,2,0,1,0,1,3
"1235689",0,1,1,0,0,1,1,1,0,0,1
"1563661",3,1,0,0,1,1,6,2,1,2,1
"2583039",0,1,0,0,0,0,2,0,0,0,0
"1054968",1,1,0,0,0,0,0,0,5,0,1
"1526550",0,1,0,0,0,0,0,0,0,0,0
"1461743",0,1,0,0,0,0,0,0,0,0,0
"2108116",1,1,0,0,0,3,0,1,0,0,0
"2053813",0,1,0,0,0,3,1,13,0,0,0
"926066",0,1,0,0,0,0,0,0,0,0,0
"2604899",1,1,0,0,0,1,1,1,1,1,0
"1881421",0,1,0,0,0,0,0,0,0,0,0
"1978007",0,1,0,1,0,0,1,0,1,2,1
"644524",2,3,2,1,1,1,6,2,6,3,0
"1195073",0,2,1,0,0,0,1,0,3,2,5
"242527",1,1,1,1,1,1,1,1,2,3,3
"1136535",0,1,1,1,1,4,3,0,2,3,4
"2560611",1,3,0,0,0,1,1,2,1,1,0
"2529391",1,2,6,1,1,2,2,1,0,8,2
"2529390",1,2,1,0,0,0,1,0,0,0,0
"1922330",1,1,0,0,0,1,0,0,0,0,0
"2184035",0,1,0,0,0,0,0,0,0,0,0
"279280",0,2,2,1,0,1,1,3,1,2,3
"2734260",0,1,0,0,1,0,0,0,1,1,1
"2560658",1,1,0,0,0,0,2,0,0,0,0
"2560692",0,1,0,0,0,0,1,0,0,0,0
"2047764",0,1,0,0,0,0,0,0,0,0,0
"1231360",0,1,0,0,0,0,0,0,0,0,0
"2734187",0,1,2,0,0,0,0,0,0,0,0
"388452",0,1,0,0,0,1,0,0,0,0,0
"10752",0,1,0,0,0,0,0,0,0,0,0
"2734191",0,1,0,0,0,0,0,0,0,0,0
"1985720",0,4,1,0,0,1,2,1,1,1,4
"2732686",0,2,0,0,0,1,1,1,2,0,1
"110456",0,1,0,0,0,0,0,2,0,0,0
"2732677",0,1,0,0,0,0,1,0,0,0,0
"2732683",0,1,0,0,1,0,2,0,2,2,2
"477967",0,3,2,2,1,1,3,1,3,1,3
"2732909",0,2,0,0,1,1,1,0,0,0,0
"2732929",1,3,7,2,1,0,1,1,7,1,1
"2732930",0,2,2,0,1,1,3,0,4,0,2
"2731677",0,3,0,0,1,2,1,3,3,3,1
"2731675",0,1,0,0,0,0,0,0,0,0,0
"2733956",1,3,0,0,0,1,1,0,1,0,1
"2733922",0,3,0,1,0,5,4,2,4,0,0
"2733941",0,3,0,0,0,0,1,0,2,1,1
"2733892",0,3,0,0,0,0,0,1,0,0,0
"1985736",0,2,5,0,1,2,0,0,0,1,1
"1985734",0,1,0,0,0,0,0,0,0,0,1
"1985730",3,2,1,0,0,8,3,0,2,1,0
"2733939",0,2,0,0,0,0,1,0,0,0,0
"151528",0,2,0,0,0,0,0,0,0,0,1
"1920774",0,2,1,0,0,2,1,1,1,3,1
"2733946",2,1,0,0,0,0,1,0,8,0,0
"2733945",0,1,0,0,0,0,0,0,0,0,0
"2731928",0,1,0,0,0,0,0,0,0,0,0
"2733920",0,1,0,0,0,0,1,0,0,0,1
"2733937",0,1,0,0,0,1,0,0,1,0,0
"2560657",0,1,0,0,0,0,0,0,1,0,0
"1415145",0,1,0,1,0,1,2,0,0,0,0
"2572874",20,27,23,1,7,20,48,11,23,18,44
"1911929",1,2,4,0,0,1,1,1,1,0,2
"1922327",2,2,1,1,0,3,4,1,1,8,2
"1921016",1,1,0,0,0,0,0,0,1,0,0
"2560335",0,1,0,0,0,0,0,0,0,0,0
"2732970",0,5,1,0,0,0,1,0,0,0,0
"1857846",1,1,0,0,0,1,0,0,0,0,0
"2732969",0,1,0,0,0,0,0,1,1,0,0
"632112",0,3,0,0,0,0,0,0,0,0,1
"1857844",0,3,0,0,0,2,1,0,1,0,1
"2041210",0,1,0,0,0,0,0,0,0,0,0
"2510941",0,1,0,0,0,0,0,0,0,1,1
"2560112",0,7,0,0,0,0,0,0,0,0,0
"2560156",0,1,0,0,0,1,0,0,1,0,0
"2733998",0,1,0,0,0,0,0,0,0,0,0
"2733999",0,1,0,0,0,0,1,0,0,0,0
"187218",0,1,0,0,0,6,2,0,0,3,0
"2733996",0,1,0,0,0,0,0,0,1,0,0
"1978922",1,2,1,0,2,0,3,2,0,3,0
"2555548",1,2,1,0,0,2,1,1,0,2,2
"1636182",1,1,0,0,0,0,0,0,2,0,1
"2099338",0,1,0,0,0,0,1,0,0,0,0
"2267403",0,1,0,0,0,0,0,0,0,0,0
"2419930",2,1,0,0,0,0,0,0,0,1,0
"2601680",0,1,0,0,1,0,1,0,0,0,0
"2169532",0,3,1,0,0,1,4,0,2,3,1
"2169536",0,1,0,0,0,0,1,1,0,2,1
"2731622",0,1,0,0,0,0,0,0,0,0,0
"2734031",0,6,0,0,0,0,0,1,0,0,1
"2732068",0,2,0,0,0,0,0,0,0,1,0
"2560227",0,1,0,0,0,0,0,0,1,0,1
"2734037",0,1,0,0,0,0,0,0,0,0,0
"2732062",0,1,0,0,0,0,0,2,0,0,0
"1920866",0,1,0,0,0,0,0,0,0,0,0
"2734029",0,1,0,0,0,0,0,0,1,0,0
"10294",26,48,38,5,21,55,46,23,49,39,29
"10319",24,43,32,5,8,26,40,16,26,34,16
"180252",3,9,6,1,3,6,4,2,4,3,2
"180255",9,2,1,0,1,3,4,3,4,3,4
"10358",16,18,17,2,5,18,17,5,14,16,15
"10365",9,13,19,2,4,10,16,7,23,18,13
"10397",3,12,12,1,6,11,5,3,3,0,8
"40272",1,5,2,0,1,4,0,1,2,0,0
"548689",0,5,4,2,2,2,2,2,4,1,3
"33706",2,4,3,0,0,0,0,2,2,4,2
"10379",0,6,3,0,0,0,0,1,1,6,4
"10375",3,5,4,0,2,1,2,0,2,2,1
"548687",0,2,0,0,0,2,0,2,2,1,1
"35249",3,1,1,0,0,4,2,1,1,1,4
"548688",2,1,5,0,2,4,3,2,7,3,3
"180230",4,11,5,0,0,6,10,1,6,3,4
"10401",1,2,3,1,0,2,1,0,1,2,6
"508441",0,1,1,0,0,0,1,0,0,0,0
"389214",1,2,1,0,1,2,0,1,2,0,0
"1513231",0,1,0,0,0,0,0,0,0,1,0
"1349409",29,79,39,3,23,39,68,23,56,47,55
"2107708",13,65,33,3,14,29,48,15,28,23,24
"1349410",17,62,53,5,13,45,55,28,55,34,24
"2107709",19,52,21,4,16,22,48,17,26,13,19
"1605721",14,41,38,5,10,28,40,11,31,18,37
"2107707",26,25,36,5,8,17,19,19,22,16,26
"1450746",1,6,1,0,1,35,1,5,3,5,0
"1903266",0,4,5,0,0,4,1,0,1,0,2
"1100043",4,2,2,0,0,3,1,0,3,2,3
"762905",0,1,0,0,0,0,0,0,0,0,0
"1262528",0,2,0,1,1,0,1,0,1,1,0
"1273751",0,2,0,0,0,0,2,0,2,1,1
"1262530",0,1,0,0,0,0,0,0,1,0,0
"1273748",0,1,0,0,0,0,2,0,0,0,2
"1273749",1,1,0,0,2,0,1,0,3,1,1
"1273752",0,1,0,0,1,0,0,0,2,0,0
"1454028",0,1,0,0,0,0,0,0,0,0,0
"1592101",0,1,0,0,0,0,0,0,0,0,0
"1391455",0,1,0,0,0,0,0,0,0,0,0
"1678078",8,18,6,0,5,5,12,4,12,8,5
"1500510",0,1,0,0,0,0,0,0,0,0,0
"1758881",0,1,0,0,0,0,0,0,0,0,0
"1932881",0,1,0,0,0,1,0,0,1,1,0
"1685767",0,1,0,0,0,0,0,0,0,0,0
"10257",12,31,14,7,9,23,31,10,15,25,17
"2733300",3,17,6,2,3,14,18,4,14,10,7
"1285599",3,13,6,0,1,9,5,8,4,1,6
"10260",2,7,1,2,1,3,4,0,4,0,2
"10278",4,6,11,1,4,3,8,4,9,1,12
"10242",0,2,3,2,4,1,5,1,2,2,1
"2733301",0,1,0,0,0,0,1,0,0,0,1
"573055",0,1,0,0,0,0,0,0,0,0,0
"2733302",0,1,0,0,1,1,0,0,1,0,0
"10497",1,4,3,0,0,0,3,1,1,1,0
"10491",1,6,2,5,0,3,1,1,0,1,2
"10487",0,1,0,0,0,0,2,1,1,1,0
"10492",0,3,0,0,1,2,3,1,1,2,3
"10494",0,2,1,0,0,0,0,0,1,1,0
"308906",0,1,0,0,0,1,1,0,2,0,0
"1813598",2,10,8,1,4,3,6,2,8,6,7
"1421067",1,2,1,0,1,3,1,0,1,1,0
"999883",0,1,1,0,1,4,3,0,0,1,0
"113366",0,2,0,0,0,0,0,1,2,0,1
"328613",0,2,1,0,0,0,0,0,0,0,0
"880158",3,10,9,1,1,8,7,4,12,7,13
"381899",0,3,1,0,1,0,4,0,2,2,0
"46021",0,1,0,0,0,0,0,0,0,0,0
"322019",0,1,0,0,0,4,2,0,0,2,1
"346674",0,1,0,0,3,1,1,0,2,0,0
"2023057",3,3,5,1,10,4,1,2,3,1,60
"1474867",0,2,0,0,3,0,1,2,0,1,0
"358403",0,3,1,1,0,0,0,0,0,0,0
"37665",0,1,1,0,0,0,2,2,1,0,3
"181082",0,1,1,0,1,1,1,0,0,0,0
"2501774",1,11,2,3,0,4,3,0,5,0,12
"985782",1,3,5,0,2,1,5,2,2,3,4
"1513235",0,2,1,0,1,0,1,0,1,1,0
"413684",1,2,1,0,0,0,0,1,0,1,1
"130310",0,2,0,0,0,1,0,0,2,0,0
"130308",2,2,2,0,1,0,0,3,0,1,2
"2015370",0,2,3,0,0,1,2,0,0,0,0
"1962299",0,1,0,0,0,0,0,0,1,0,0
"1146873",0,1,1,0,1,0,0,0,1,0,0
"1986017",0,1,0,0,0,0,0,0,0,0,0
"1986019",0,1,0,0,0,1,0,0,0,0,0
"1986022",1,1,0,0,0,0,1,2,0,0,0
"130369",0,1,0,0,0,0,0,1,1,0,1
"2015375",0,1,0,0,0,0,0,0,0,0,0
"2170000",0,1,0,0,0,0,0,0,0,0,0
"2170002",0,1,0,0,0,0,0,1,0,0,0
"108098",0,1,0,0,0,0,0,1,0,1,0
"1548417",2,5,0,0,0,0,4,0,1,2,3
"190064",0,1,0,1,0,0,0,0,0,0,0
"2003673",0,1,0,0,0,0,0,0,1,0,0
"1557035",0,1,0,0,0,0,0,0,0,0,0
"1154689",1,3,3,0,1,1,2,1,1,1,1
"1282967",0,1,0,0,0,0,0,1,0,3,0
"2049890",2,1,1,0,1,0,0,1,1,1,1
"1172985",0,6,0,1,0,0,4,0,3,0,0
"1983570",0,1,0,0,0,0,0,0,0,0,0
"11103",0,3,0,0,0,0,0,0,0,0,0
"2008770",0,1,0,0,0,0,1,0,0,0,0
"11083",0,1,0,0,0,0,0,0,0,0,0
"64319",0,1,0,0,0,0,0,0,0,0,0
"39686",0,1,0,0,0,2,1,0,0,0,0
"2170088",0,2,0,0,0,0,0,0,0,0,0
"2170085",0,1,0,0,0,0,0,0,0,0,0
"1985360",3,1,0,0,0,1,4,0,4,6,0
"135246",0,1,0,0,0,0,0,0,0,0,0
"84589",0,1,1,0,0,0,0,0,0,0,0
"45103",0,1,0,0,0,0,0,0,0,0,0
"1758139",0,1,0,0,0,0,0,0,0,0,0
"2316740",0,1,0,0,0,0,0,0,0,0,0
"327106",0,1,0,0,0,0,1,0,0,0,0
"12163",0,1,0,0,1,0,2,0,1,1,1
"1653394",0,3,0,0,0,0,0,0,1,0,0
"2560196",95,3,17,0,244,39,228,225,3,26,48
"11572",0,2,0,0,1,0,2,0,2,0,5
"2560074",0,1,1,0,0,1,0,0,1,1,0
"2734594",0,1,0,0,1,0,0,0,0,0,0
"1972611",4,3,0,0,1,2,1,2,2,0,3
"2733252",0,1,0,0,0,0,0,0,0,0,0
"2560069",1,2,0,0,0,2,1,1,2,0,0
"2560080",0,1,0,0,0,0,0,0,0,0,0
"186536",0,1,0,0,0,0,0,0,0,0,0
"2501931",5,3,6,1,1,2,0,1,3,2,3
"2501984",0,1,0,0,0,0,0,0,2,0,0
"2508228",0,1,0,0,0,0,0,0,0,0,0
"2499603",0,1,0,0,0,0,1,0,0,0,0
"2507288",1,1,0,0,0,0,0,0,0,0,0
"2170030",0,1,0,0,0,0,0,0,0,0,0
"32620",0,1,0,0,0,0,0,0,1,0,0
"185017",0,1,0,0,0,0,0,0,0,0,0
"397544",0,2,1,0,0,0,0,0,0,0,0
"42631",0,1,0,0,0,0,0,0,0,0,0
"48201",0,1,0,0,0,0,0,0,0,0,0
"1247114",0,1,0,0,0,0,0,0,0,0,0
"1906170",0,1,0,0,0,0,0,0,0,0,0
"2560353",0,1,0,0,0,0,0,0,0,0,0
"2560390",0,1,0,0,2,0,0,0,0,0,0
"327108",0,1,0,0,1,0,0,0,0,0,0
"1765754",0,1,0,0,0,0,1,0,0,0,0
"10882",0,1,0,0,0,1,0,0,2,0,0
"10979",0,1,1,0,0,0,0,0,1,0,0
"10985",0,1,0,0,0,0,0,1,0,0,0
"2169857",0,1,0,0,2,0,0,0,1,0,0
"343865",1,1,0,0,0,0,0,0,0,1,0
"1923146",0,2,0,1,0,0,0,0,0,0,0
"1923493",0,1,0,0,0,0,0,0,0,0,0
"1923186",0,1,0,0,0,0,0,0,0,0,0
"1923655",0,1,0,0,0,0,0,0,0,0,0
"1922431",0,1,0,0,0,0,0,0,0,0,0
"1923422",0,1,0,0,1,0,0,0,0,0,0
"1922703",0,1,0,0,0,0,0,0,0,0,0
"1923541",0,1,0,0,0,0,0,0,0,1,0
"1923487",1,1,0,0,0,0,0,0,0,0,0
"1922745",0,1,0,0,0,0,0,0,0,0,0
"1922602",0,1,0,0,0,0,0,0,0,0,0
"1922742",0,1,0,0,1,0,0,0,0,0,0
"1923336",0,1,0,0,0,0,0,0,0,0,0
"1922448",0,1,0,0,0,0,0,0,0,0,0
"1923671",0,1,0,0,0,0,0,0,0,0,0
"1922896",0,1,0,0,0,0,0,0,0,0,0
"1922901",0,1,0,0,0,0,0,0,0,0,0
"75914",0,2,0,0,0,0,0,0,0,0,0
"1500866",0,1,0,0,0,0,0,0,0,0,0
"1088890",0,1,0,0,0,0,0,0,0,0,0
"11646",0,1,0,0,1,0,0,0,1,0,0
"10449",1,8,3,0,0,6,7,3,5,1,4
"307461",0,1,2,0,1,0,0,1,0,0,0
"542343",0,1,0,0,0,0,0,0,0,0,0
"566270",1,1,0,0,1,0,2,1,0,0,0
"1346829",2,1,2,0,1,0,6,4,1,1,1
"1307956",0,2,0,0,1,1,1,0,0,1,0
"262177",0,2,1,0,0,4,1,0,3,1,6
"46242",0,2,1,0,0,1,0,0,0,1,0
"28288",1,2,2,0,0,1,1,0,0,2,0
"307467",0,1,0,0,1,0,0,0,0,2,1
"10456",0,1,4,1,0,0,0,0,1,0,1
"332054",0,1,3,0,0,0,0,2,0,1,0
"224399",0,1,0,0,0,1,1,0,1,0,0
"74660",0,1,0,0,0,0,0,1,0,1,0
"208973",0,1,0,0,0,0,0,0,0,1,0
"1592335",0,1,0,0,0,0,0,1,0,0,0
"1307954",0,1,0,0,0,0,1,0,0,0,0
"98383",0,2,1,0,1,0,0,0,0,1,0
"1750712",0,2,0,0,1,0,0,0,1,0,0
"1986290",0,1,0,0,0,0,0,0,1,0,0
"56947",0,1,0,0,0,1,1,0,0,0,0
"2169615",0,1,0,0,0,0,0,0,0,0,1
"1921823",0,1,0,0,0,0,0,0,0,0,0
"333750",0,1,0,0,0,0,0,0,0,0,0
"334211",0,1,0,0,0,0,0,0,0,0,1
"1507401",0,1,0,0,0,1,1,1,0,0,0
"10806",0,1,0,0,0,0,0,0,0,0,0
"367850",0,1,0,0,0,0,0,0,0,0,0
"932070",1,1,0,0,0,0,0,2,1,0,2
"263793",0,1,0,0,0,0,0,0,0,0,0
"1618233",0,1,0,0,0,0,0,0,0,0,0
"2011080",0,1,0,0,0,0,0,0,2,0,0
"2734333",0,1,0,0,1,1,0,0,0,1,0
"2072209",0,2,0,0,0,0,0,0,0,0,2
"1654582",0,1,0,0,0,2,0,0,0,0,1
"2057187",0,1,0,0,0,0,0,0,0,0,0
"39640",0,1,0,0,0,0,0,0,0,2,0
"53988",0,1,0,0,0,0,0,0,0,0,0
"419435",1,1,0,0,0,0,0,1,0,0,1
"342409",0,3,2,0,0,1,1,0,0,1,0
"346883",0,1,0,0,0,0,0,0,0,0,0
"346884",0,1,0,0,0,0,0,0,0,0,0
"351054",0,1,0,0,0,0,0,0,0,0,0
"2776735",0,2,0,0,0,0,0,0,0,2,0
"1619215",0,1,0,0,0,0,0,0,0,0,0
"687342",0,1,0,0,0,0,0,0,0,0,0
"1123964",0,1,0,0,0,0,1,0,1,0,0
"858422",0,0,3483,979,1442,2545,0,2208,0,4397,0
"40137",0,0,0,146,0,0,0,0,0,0,0
"531813",492,0,862,60,0,465,765,904,591,351,0
"33047",0,0,0,1,6,0,0,0,0,4,0
"35806",0,0,0,95,0,0,0,0,0,0,0
"92945",182,0,312,36,0,214,330,190,263,0,299
"88688",748,0,1828,139,0,843,1735,0,1268,0,1503
"80869",340,0,0,94,0,423,633,495,556,379,443
"757424",0,0,0,2,0,0,0,0,1,0,0
"847",65,0,89,8,74,72,86,59,63,50,88
"942513",0,0,0,1,2,0,1,1,0,0,0
"40216",11,0,0,3,7,0,0,0,0,0,0
"28090",13,0,0,2,11,0,21,15,0,0,29
"283686",0,0,0,2,0,0,0,0,0,0,0
"413503",0,0,0,4,33,35,0,37,48,0,0
"1920116",0,0,0,1,0,0,0,0,0,0,0
"1334193",0,0,0,15,0,0,0,0,0,0,0
"623",5,0,0,3,3,7,4,4,0,6,3
"28151",0,0,0,9,0,0,0,0,0,0,0
"614",0,0,0,5,0,0,0,0,0,0,0
"552",0,0,0,3,0,0,0,0,0,0,0
"118117",0,0,0,1,0,3,2,0,2,0,1
"69223",99,0,150,10,58,93,0,0,120,87,144
"204039",0,0,0,9,0,0,0,0,0,0,0
"636",108,0,0,16,82,0,0,107,146,0,147
"569",0,0,0,2,18,0,0,0,0,0,0
"587",28,0,0,6,30,24,36,0,0,31,0
"582",0,0,0,14,84,105,152,0,132,0,0
"114185",0,0,0,1,0,0,0,0,0,0,0
"2785913",0,0,3,1,0,3,1,1,3,0,1
"402882",2,0,12,1,2,1,2,3,2,2,4
"2490635",2,0,2,1,2,2,1,0,2,5,4
"43657",0,0,0,3,0,0,0,21,0,0,0
"654",0,0,0,64,0,0,0,0,0,0,0
"29494",0,0,0,12,0,0,0,0,0,0,0
"672",0,0,0,11,0,0,0,0,0,0,0
"777",0,0,0,5,0,0,0,0,37,0,0
"34067",0,0,0,2,0,0,0,0,0,0,0
"28110",6,0,6,1,2,1,0,5,0,2,7
"1869285",0,0,0,1,0,0,0,0,1,0,0
"1541743",0,0,0,1,0,0,0,0,0,0,0
"1972134",0,0,0,1,0,0,1,0,0,0,0
"209841",0,0,0,2,0,1,0,0,0,0,0
"85404",14,0,0,2,0,0,0,0,0,0,0
"729",0,0,0,3,0,16,33,0,28,0,39
"727",0,0,0,2,9,12,0,27,0,0,20
"732",0,0,0,1,0,0,0,0,0,0,0
"731",0,0,0,2,6,0,0,0,7,0,0
"697331",0,0,0,2,0,0,0,0,0,0,0
"45498",1,0,4,1,0,1,4,4,0,3,3
"1923",1,0,0,1,1,1,6,1,0,1,2
"68242",0,0,0,1,0,1,0,0,0,2,0
"394098",0,0,0,2,0,0,0,3,0,0,0
"165096",3,0,2,1,1,0,0,0,2,1,3
"227388",0,0,0,2,0,0,0,0,0,0,0
"216945",1,0,3,1,1,0,2,0,2,2,2
"324078",0,0,0,1,0,1,1,0,0,1,4
"85628",0,0,0,1,2,2,0,1,1,0,1
"409322",7,0,0,1,2,12,10,4,5,0,0
"64895",0,0,0,2,0,0,0,0,0,0,0
"28183",0,0,0,4,0,0,0,0,0,0,31
"174",8,0,8,2,3,0,0,0,12,0,11
"93466",0,0,0,1,0,0,0,0,0,0,0
"2676525",0,0,0,1,0,0,0,0,0,0,0
"160798",9,0,11,1,5,0,0,0,0,10,0
"859",0,0,0,1,0,0,0,0,0,0,0
"2234",0,0,0,2,5,0,0,0,0,0,0
"2684913",0,0,0,1,0,0,0,0,0,0,0
"498374",0,0,24,3,0,0,0,0,0,0,0
"2301714",3,0,0,1,0,0,1,0,3,0,1
"754044",0,0,0,1,1,0,0,0,0,0,0
"2250335",0,0,0,1,0,0,0,1,0,1,0
"2218618",0,0,0,1,0,0,1,0,0,1,1
"2003504",0,0,0,1,1,0,0,0,0,0,0
"2560488",0,0,0,1,1,1,1,0,3,2,3
"2170254",0,0,3,1,1,3,3,2,0,1,0
"205875",0,0,0,1,0,1,0,0,0,0,0
"1982256",0,0,0,1,1,0,0,0,0,0,0
"1188794",0,0,0,1,0,0,0,0,0,1,0
"1982153",0,0,0,1,0,0,0,0,0,0,0
"1982219",0,0,0,1,0,0,0,0,0,0,0
"2734253",1,0,1,1,1,2,2,2,1,0,2
"1623292",0,0,0,1,2,3,0,0,0,0,0
"2734271",0,0,0,1,0,1,1,0,2,1,1
"2733208",4,0,0,1,0,0,0,0,0,0,0
"1623284",7,0,0,1,2,10,4,2,0,0,0
"2696379",1,0,0,1,0,0,0,0,0,0,0
"238854",1,0,2,1,2,1,3,0,0,1,5
"2733124",0,0,0,1,0,0,1,0,0,0,0
"2734096",0,0,0,1,0,0,0,2,1,0,1
"2560689",0,0,2,1,1,2,0,0,0,0,3
"1737463",2,0,0,1,1,0,0,0,0,1,0
"2733115",0,0,4,1,0,0,0,0,2,0,7
"2484217",0,0,0,1,0,0,0,0,1,1,0
"1128071",0,0,0,1,0,0,0,0,0,0,0
"2560132",0,0,0,2,0,0,0,0,0,0,1
"2169963",6,0,0,1,0,0,0,1,1,2,0
"2732920",0,0,0,4,0,0,1,4,1,0,0
"2732933",0,0,0,1,0,2,0,0,0,1,1
"1910931",0,0,0,2,0,1,0,1,1,1,0
"1980928",0,0,1,1,0,0,3,1,0,0,0
"2175602",0,0,0,1,0,0,0,0,0,0,0
"2733979",0,0,0,1,0,0,1,0,0,0,0
"2732016",0,0,0,1,0,0,0,0,1,0,0
"62098",1,0,0,2,1,0,0,0,0,0,0
"97195",0,0,0,1,0,0,0,0,1,1,0
"10537",0,0,0,1,0,0,0,0,0,0,0
"1273747",2,0,6,1,0,1,3,0,0,2,5
"2560252",0,0,0,1,0,0,0,0,0,0,1
"332096",0,0,0,1,0,0,0,1,0,0,0
"10454",3,0,23,1,0,1,1,0,67,0,0
"58094",0,0,0,1,1,1,0,0,0,0,0
"1986291",0,0,0,1,0,0,0,2,0,0,1
"935650",0,0,0,1,0,0,1,0,0,0,0
"1507984",0,0,0,1,0,0,0,0,0,0,0
"512792",0,0,0,1,0,0,0,0,0,0,0
"71253",0,0,0,0,0,0,0,0,1,0,0
"122866",0,0,0,0,0,0,0,0,1,0,0
"1178537",0,0,1,0,1,1,5,1,4,4,2
"271881",0,0,0,0,0,1,1,0,0,0,1
"2685106",0,0,0,0,0,0,2,0,2,3,0
"150055",0,0,0,0,1,0,3,0,1,0,2
"1433513",0,0,3,0,2,1,2,1,1,1,2
"2633649",0,0,0,0,0,0,2,0,2,1,0
"29323",0,0,0,0,2,0,0,0,0,0,0
"413888",1,0,2,0,2,3,5,1,0,7,2
"1287640",3,0,0,0,0,1,3,0,6,0,3
"1541975",0,0,0,0,0,0,0,0,0,0,0
"171632",1,0,2,0,1,1,1,1,1,1,1
"92401",1,0,2,0,4,1,6,0,1,1,2
"538220",0,0,4,0,0,2,2,1,2,0,3
"33923",0,0,2,0,0,1,2,1,2,0,1
"2133",2,0,1,0,2,1,3,1,0,1,1
"216936",1,0,1,0,2,3,3,1,1,0,4
"1114980",0,0,0,0,0,0,4,0,0,0,0
"215578",0,0,2,0,1,0,0,2,1,1,2
"1120045",0,0,0,0,0,0,1,3,1,0,1
"34021",12,0,15,0,4,0,0,9,0,7,7
"281",0,0,0,0,1,0,2,0,0,0,0
"1933911",0,0,1,0,0,0,0,0,0,0,5
"803",0,0,0,0,2,4,7,1,3,0,5
"190650",0,0,0,0,0,0,0,0,1,0,0
"1179817",0,0,0,0,0,0,3,0,0,0,0
"543891",2,0,10,0,1,2,0,0,0,3,0
"1840323",0,0,0,0,0,0,0,0,0,0,0
"152500",0,0,0,0,0,0,0,0,4,1,0
"312153",1,0,1,0,0,0,1,2,0,0,4
"1449778",0,0,1,0,0,0,0,0,0,0,0
"935588",2,0,6,0,2,0,2,8,1,0,2
"2661583",3,0,12,0,1,4,3,6,3,5,11
"669502",0,0,1,0,0,0,0,2,2,0,3
"545908",3,0,0,0,2,1,0,0,0,1,0
"1329969",0,0,0,0,0,0,0,2,0,0,0
"2730846",0,0,0,0,0,0,0,0,0,0,0
"1848517",1,0,3,0,1,1,6,0,1,2,2
"2742646",1,0,0,0,0,0,0,0,1,0,0
"1905288",1,0,2,0,0,0,0,0,0,1,0
"640131",0,0,3,0,1,0,4,3,0,0,0
"2807631",1,0,1,0,1,0,0,2,1,1,0
"2742662",0,0,1,0,0,1,0,0,0,0,0
"2742653",0,0,0,0,0,1,0,0,1,3,2
"184912",1,0,2,0,1,0,1,1,1,1,1
"2683822",1,0,0,0,0,0,1,0,1,0,3
"2742659",0,0,0,0,0,0,0,0,0,0,0
"290339",0,0,0,0,0,0,1,0,0,1,0
"1286170",0,0,2,0,2,1,0,0,2,0,0
"2577118",0,0,0,0,0,0,0,0,2,0,0
"2603836",0,0,0,0,2,0,0,0,1,0,0
"1358422",0,0,1,0,0,0,0,0,0,0,0
"1446701",1,0,0,0,0,0,0,0,0,0,0
"2778655",1,0,0,0,1,0,0,0,2,1,2
"2778657",0,0,0,0,0,0,0,0,0,0,0
"2027293",0,0,0,0,0,1,0,0,0,0,0
"1050617",0,0,0,0,0,0,0,1,0,0,0
"1302410",0,0,1,0,0,2,0,1,0,0,0
"2675774",0,0,0,0,0,0,0,0,1,1,0
