"","cuu6M2TOMPOOB051315.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"1923630",0,0,0,0,0,0,0,0,0,0,0
"1922377",0,0,0,0,0,0,0,0,0,0,0
"1922361",0,0,0,0,0,0,0,0,0,0,0
"1746058",0,0,0,0,0,0,0,0,0,0,0
"1608133",0,0,0,0,0,1,0,0,0,0,0
"325348",1,0,0,0,0,1,0,0,0,0,0
"172220",0,0,0,0,0,0,0,0,0,0,0
"107324",7,6,16,6,84,37,0,13,46,31,0
"153137",0,0,0,0,0,0,0,0,0,0,0
"161494",0,1,0,1,1,3,1,0,1,2,0
"447897",0,1,2,1,2,2,2,0,0,1,0
"166921",3,2,4,3,1,0,3,1,2,1,0
"1962501",1,0,0,0,4,0,0,1,0,1,0
"320432",0,0,0,0,0,1,0,0,0,0,0
"271108",0,1,0,0,0,1,0,0,0,0,0
"1046267",0,0,0,0,0,0,0,0,0,0,0
"1642929",0,0,1,0,3,0,1,0,2,0,1
"207830",1,0,0,1,0,0,0,0,1,0,0
"101850",1,0,0,0,2,1,0,1,1,0,0
"70600",0,0,0,1,0,0,0,0,0,0,0
"51313",0,0,0,0,1,0,0,0,0,0,1
"10464",0,0,0,1,1,0,0,0,0,0,0
"359919",2,0,0,0,0,2,2,0,1,1,0
"166056",1,1,1,0,0,1,0,1,0,0,0
"362830",1,0,0,0,0,0,0,0,0,0,0
"307444",0,0,0,0,0,0,0,0,0,0,0
"307454",0,0,0,0,0,0,2,0,0,0,0
"130556",0,1,1,0,0,1,2,1,0,0,0
"1233675",0,0,0,0,0,0,0,0,0,0,0
"223321",0,0,0,0,0,1,2,0,0,0,0
"71186",0,0,0,0,0,0,0,0,0,0,0
"1910929",0,0,0,0,0,0,0,0,0,0,0
"2170140",0,0,0,0,0,0,0,0,0,0,0
"1379712",0,0,0,0,0,0,0,0,0,0,0
"325455",0,0,0,0,0,0,0,1,0,0,0
"325454",0,0,0,0,0,0,0,0,0,0,0
"333938",1,0,0,0,0,0,0,1,0,1,0
"2170410",0,0,0,0,0,0,0,0,0,0,0
"185880",0,0,0,0,0,0,0,0,0,0,0
"2747321",0,0,0,0,0,0,0,0,0,0,0
"2053981",0,0,0,0,0,0,0,0,0,0,0
"1128424",0,1,0,1,0,0,0,0,1,0,0
"10484",0,0,1,0,0,0,0,1,0,0,0
"379529",0,0,0,0,1,1,0,0,0,0,0
"2493124",0,0,1,0,0,1,2,0,0,1,0
"2419666",0,0,0,0,0,0,0,0,0,0,0
"1868660",0,0,0,0,0,0,0,0,0,0,0
"1932713",0,0,0,0,0,0,0,0,1,0,0
"2023155",0,0,0,0,0,0,0,0,0,0,0
"224911",0,0,0,0,1,1,0,0,0,1,0
"258594",0,1,0,0,0,0,0,3,0,0,0
"2696058",2,1,1,1,1,0,0,1,1,1,0
"2740298",0,0,1,0,1,0,0,0,0,1,4
"375451",0,0,0,0,0,0,0,0,0,0,0
"234826",0,0,0,0,0,1,1,0,0,1,0
"1840301",0,0,0,1,0,0,0,2,0,0,0
"1840297",0,1,2,1,0,4,2,1,0,0,0
"2082385",0,0,0,2,11,0,0,0,0,0,0
"257310",0,0,0,0,0,0,0,0,0,0,0
"1247414",0,0,0,0,0,0,0,0,0,0,0
"1236608",0,0,0,0,0,0,0,0,1,0,0
"2565559",0,1,0,4,0,1,0,0,0,0,0
"453602",0,0,1,0,1,0,0,0,0,0,0
"1934254",0,0,0,0,0,0,0,0,0,0,0
"2742647",0,0,0,0,0,0,0,0,0,0,0
"2742674",3,0,0,1,0,1,0,0,0,1,0
"2773706",0,0,0,1,0,0,1,0,0,0,0
"861906",7,1,3,3,0,1,1,0,0,0,1
"2810405",0,0,0,0,0,0,0,0,0,0,0
"2675796",0,0,0,0,0,0,0,0,0,0,0
"2675790",0,0,1,0,5,1,0,0,0,0,0
"118099",0,0,0,0,1,0,0,1,0,0,0
"634503",2,0,0,0,0,3,0,0,0,2,0
"529507",0,0,1,0,2,0,1,2,0,0,0
"383749",0,0,0,0,0,0,0,0,0,0,0
"127906",0,0,0,2,1,0,0,0,1,0,0
"263",0,0,0,0,0,0,0,0,0,1,0
"1427364",0,0,0,8,0,0,0,0,0,0,0
"197575",0,0,1,0,1,0,0,0,0,0,1
"1304890",0,0,2,0,0,0,0,0,0,0,0
"246195",0,0,0,1,0,1,0,1,2,0,0
"47874",6,0,2,2,9,1,3,1,0,2,0
"2636055",4,0,1,1,6,1,3,2,0,0,0
"29554",0,1,0,1,4,11,1,3,0,0,2
"243275",0,0,0,0,0,0,0,0,0,0,0
"160",0,2,0,1,4,4,2,1,0,1,1
"498743",0,0,0,0,1,0,0,0,1,0,0
"759914",0,1,0,0,0,0,1,1,1,0,0
"1266923",0,0,1,0,1,0,0,0,0,1,0
"1176423",0,0,0,0,0,0,0,0,0,0,0
"1701828",0,0,0,0,0,0,0,0,0,0,0
"1109713",1,1,2,1,5,5,1,1,1,0,0
"2178923",0,1,0,0,1,1,0,1,0,0,0
"906669",0,0,0,0,0,0,0,0,0,0,0
"31754",1,0,0,0,1,0,0,0,0,0,0
"2126933",0,0,0,0,0,0,0,0,0,0,0
"2283265",2,0,0,0,0,1,0,0,0,0,0
"1239381",0,0,0,0,0,0,0,0,0,0,0
"1567453",0,0,2,0,0,0,0,0,0,0,0
"1647473",0,0,1,0,0,2,1,3,1,1,0
"1097754",0,0,0,0,1,0,0,0,0,0,0
"1195075",0,0,0,0,0,0,0,0,1,0,0
"205870",0,0,0,0,1,0,0,0,0,0,0
"1993879",0,1,0,1,0,0,1,0,0,0,0
"1982096",0,0,0,2,0,0,0,0,1,1,0
"2201441",2,0,0,0,1,0,0,3,0,1,0
"2734256",0,0,3,1,0,1,3,0,0,1,0
"2734221",2,1,1,3,0,3,0,1,1,0,0
"2734228",0,0,0,1,0,0,0,0,0,0,0
"1623278",0,0,0,0,0,0,0,0,0,0,0
"1982240",0,0,0,0,0,1,0,1,0,0,1
"2169612",0,0,0,0,0,0,0,0,0,0,0
"2734213",0,0,0,0,0,0,0,0,0,0,0
"2560158",0,0,0,1,1,1,0,0,0,0,0
"1982365",0,0,0,0,0,0,0,0,0,0,0
"1982092",0,0,1,1,0,0,0,1,0,0,0
"1921713",0,0,4,0,1,0,0,0,0,0,1
"1981023",0,0,0,0,0,0,0,0,0,0,0
