"","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"160453",10,13,10,13,12,19,2,22,7,9,4
"1351",20,37,21,17,31,42,2,32,5,16,20
"37734",18,26,32,35,13,87,4,34,23,11,8
"1352",11,13,4,6,16,16,3,19,96,6,20
"1354",10,19,10,13,11,11,2,16,13,5,11
"53346",10,17,8,7,14,13,3,20,10,9,5
"53345",6,12,4,6,13,10,4,13,9,3,4
"118060",7,10,3,8,4,8,0,14,8,4,4
"1805431",3,6,4,8,7,9,1,9,8,2,3
"44008",2,13,7,8,9,15,1,22,191,4,9
"2005703",10,11,6,6,7,7,1,15,8,5,11
"417368",8,8,6,5,8,6,2,8,7,1,1
"2608891",1,3,2,2,0,7,0,5,1,2,3
"1353",1,1,5,1,0,3,0,13,1,4,0
"357441",2,0,0,0,0,0,0,1,0,1,0
"2571750",6,12,4,4,6,8,0,6,8,3,3
"218144",6,11,3,4,7,6,2,4,6,1,7
"2714946",0,8,7,2,3,6,2,3,1,9,3
"2648499",2,9,2,5,2,7,1,5,3,3,2
"519472",2,5,2,3,5,5,0,4,2,7,3
"2714947",11,9,6,1,12,4,1,19,9,3,6
"633807",5,2,8,0,4,8,0,13,6,6,6
"51669",9,12,8,6,8,7,2,10,11,13,14
"290335",9,9,4,3,11,3,0,15,4,0,5
"526944",1,7,5,3,6,6,1,6,2,6,4
"33970",6,25,5,22,17,10,3,11,7,23,5
"119206",27,30,14,16,27,26,3,35,24,16,16
"1376",10,18,13,8,7,22,1,16,4,8,12
"51665",6,10,7,6,8,10,1,8,18,5,3
"1377",4,7,4,1,9,10,0,10,5,2,2
"87541",4,8,5,6,4,6,1,7,5,7,3
"128944",16,12,6,8,11,10,0,16,3,5,1
"46125",9,17,5,10,16,12,0,13,23,13,12
"2036206",2,14,7,3,9,16,0,18,6,6,6
"2748",8,12,8,9,16,12,2,18,9,10,12
"257487",18,20,6,12,12,17,2,23,18,9,12
"2751",9,19,8,5,17,9,2,24,13,8,8
"147709",1,1,2,4,4,4,1,4,2,2,4
"1868793",3,3,4,6,9,3,4,13,26,3,6
"2496265",4,6,9,8,14,5,1,9,21,7,3
"1868794",2,5,3,7,10,1,0,3,17,1,3
"708126",2,14,1,3,9,3,2,7,7,5,3
"2621505",3,2,4,4,1,1,1,7,8,2,2
"29394",10,17,14,13,27,28,4,28,16,9,6
"2632303",5,3,2,11,12,2,1,10,14,1,8
"73918",3247,3714,2630,2531,2873,3227,311,4447,1801,2073,1409
"28033",1,0,1,2,0,2,0,2,0,1,2
"1297617",252,285,200,194,273,270,22,357,130,157,96
"2610894",128,171,115,106,178,149,21,204,98,103,82
"2086584",81,116,77,79,96,90,10,130,68,62,51
"2060094",59,80,53,54,74,73,9,86,37,53,26
"86331",12,15,11,26,15,21,0,15,10,10,15
"178898",39,82,28,43,54,46,6,74,33,32,19
"1981510",10,8,8,6,10,4,0,10,4,8,4
"853",547,651,388,402,578,648,44,718,378,331,290
"292800",447,488,325,336,443,413,34,571,276,275,177
"2643836",210,322,202,199,306,266,24,321,166,167,120
"2629304",208,243,163,131,190,194,21,275,125,129,84
"351091",112,145,78,92,140,113,10,168,86,74,58
"253239",220,271,157,151,243,205,28,273,172,122,106
"1550024",234,297,200,164,228,261,29,330,125,184,105
"1677857",15,20,16,66,60,4,1,18,8,32,6
"288965",8,22,9,22,21,13,1,23,7,31,7
"1515",14,24,11,30,24,17,3,29,13,20,9
"1796620",172,170,133,111,122,175,12,189,81,139,66
"1161942",56,82,54,38,59,55,5,75,31,31,28
"1264",24,10,13,14,19,23,0,23,20,16,20
"1160721",11,13,4,7,16,11,0,10,11,8,4
"2608920",3,10,6,9,9,12,2,12,2,4,6
"1521",13,12,10,13,8,7,33,42,9,5,3
"2488810",6,27,9,8,13,16,1,22,9,9,4
"84032",33,45,31,28,34,25,3,62,23,27,15
"1510",22,27,8,28,34,23,2,22,15,13,8
"884684",30,18,22,5,12,5,3,9,5,9,8
"236753",6,8,4,6,9,8,0,4,2,5,6
"2093857",17,13,7,3,10,13,1,29,7,15,7
"2614128",143,167,135,100,156,150,26,236,150,128,129
"36745",14,24,45,12,26,22,2,75,16,23,19
"1491",53,122,44,53,56,55,6,77,86,87,70
"1520",31,42,36,22,24,33,3,62,36,32,95
"1502",31,68,22,25,49,39,9,71,58,32,32
"1501",26,23,26,14,25,25,4,39,27,21,38
"1534",10,33,25,12,24,20,2,47,17,11,19
"169679",9,16,15,10,10,10,1,26,10,12,16
"1492",15,30,15,13,25,22,4,39,29,21,18
"1716543",18,19,13,20,15,22,2,27,52,19,50
"36845",17,25,38,13,15,27,1,41,18,16,6
"84022",6,3,10,10,19,11,1,18,12,11,4
"238834",14,18,11,8,15,10,0,10,10,16,15
"1497",13,12,5,12,15,12,3,10,9,10,5
"223919",12,6,9,14,4,11,0,13,4,1,3
"1513",7,15,17,9,12,10,1,18,9,12,12
"1488",6,10,5,9,11,4,1,14,7,3,5
"1493",8,22,13,10,12,18,2,23,47,8,49
"217159",18,20,6,4,10,9,3,31,21,10,14
"1542",0,10,2,2,9,9,0,11,5,3,5
"1519",16,10,7,4,9,15,0,20,11,11,7
"29341",22,19,20,21,42,23,1,33,16,19,26
"1561",7,12,7,9,13,6,1,17,9,9,8
"332101",4,5,2,3,7,3,0,7,8,2,5
"94869",6,15,3,2,4,12,3,13,14,4,14
"1494",2,7,5,2,5,1,0,7,6,1,7
"394958",9,12,3,1,7,5,0,9,4,2,0
"46867",2,6,1,2,5,5,2,8,12,6,7
"1548",4,12,10,3,7,6,5,13,2,2,6
"1216932",4,11,4,4,8,4,6,16,14,8,10
"1509",11,12,10,8,9,5,1,14,5,4,6
"1504",5,4,5,6,4,5,2,9,13,6,6
"182773",3,16,7,4,7,7,0,14,7,8,4
"2068654",5,7,5,5,9,1,0,11,4,5,10
"1538",1,11,3,1,0,2,0,6,3,3,3
"84023",4,5,1,0,3,1,1,1,2,4,3
"154046",100,100,103,62,88,84,12,110,45,47,42
"208226",11,17,13,15,17,11,2,12,6,2,17
"461876",12,32,17,13,29,44,4,53,18,6,7
"2638829",22,36,27,25,27,33,4,60,30,13,15
"2629145",30,20,14,21,9,15,2,36,20,8,15
"1424294",27,23,23,9,24,19,6,12,20,13,15
"2633479",13,24,6,5,5,8,1,13,13,5,5
"1498",4,11,5,0,4,1,1,10,3,5,3
"2619470",0,4,7,2,8,7,5,15,3,2,2
"116090",9,10,5,3,10,8,0,12,7,10,4
"471827",370,353,299,276,272,329,32,440,249,259,165
"1564",60,85,32,39,70,62,4,74,38,35,34
"1565",44,61,47,43,62,46,1,55,35,29,16
"1833852",12,29,14,20,51,27,4,35,15,18,18
"59610",21,20,13,21,19,22,0,16,15,15,24
"79209",24,29,18,23,24,24,7,50,29,11,24
"1563",27,29,15,21,50,24,4,41,15,24,12
"339862",26,33,25,25,25,30,3,43,26,29,13
"885581",23,31,30,20,38,30,5,41,14,15,12
"49338",74,60,42,40,73,50,5,83,37,42,22
"142877",9,20,15,13,30,13,5,24,17,6,8
"36854",28,24,17,28,22,22,3,30,14,21,15
"233055",18,33,7,13,22,12,1,20,13,6,10
"102134",161,160,132,116,153,121,17,192,77,86,49
"55583",29,50,16,20,28,19,1,29,13,17,7
"2635733",13,18,22,15,16,17,2,23,8,9,3
"1712410",53,52,27,39,70,44,4,73,27,38,18
"51197",36,43,23,28,46,33,3,46,27,19,18
"58138",23,34,24,24,37,32,5,55,29,21,23
"51515",16,26,8,18,28,24,3,34,23,15,12
"863643",33,51,29,50,34,48,3,66,25,35,17
"2734",1286,1465,1076,1143,1292,1258,121,1762,934,941,804
"2648079",46,50,32,28,28,52,9,83,21,34,23
"33035",30,39,23,22,31,49,6,64,21,26,25
"40520",12,13,20,14,16,8,0,20,7,8,7
"1912897",5,13,3,8,7,11,0,16,6,7,4
"1322",5,8,7,0,8,7,1,11,0,9,0
"1871021",55,89,67,71,49,71,11,139,53,54,27
"89153",38,56,40,43,54,50,3,60,23,34,27
"29347",28,25,24,27,47,29,3,33,18,17,14
"2608895",16,19,17,13,9,20,5,29,6,8,5
"66219",9,25,4,13,25,11,4,25,13,13,10
"301301",66,69,75,49,68,71,10,99,49,35,33
"166486",30,33,26,21,19,42,0,46,22,17,12
"2696063",37,18,25,11,15,16,5,35,21,12,14
"2642604",10,19,13,14,25,23,3,19,19,9,9
"433286",43,69,64,33,48,41,10,78,35,37,15
"1679721",11,17,10,71,72,1,3,51,11,24,8
"84030",59,70,46,46,66,73,8,100,51,44,43
"29370",26,47,19,15,30,32,2,43,21,18,19
"208479",57,71,41,30,81,71,0,98,39,43,27
"1531",12,10,5,4,6,15,5,15,2,10,2
"1229621",21,25,19,11,31,25,4,38,19,6,9
"105841",43,19,18,12,23,21,0,25,18,8,13
"649756",8,7,8,6,8,14,4,5,12,5,2
"831",25,63,10,13,24,22,3,45,13,19,9
"185008",17,22,6,12,15,17,3,24,3,13,6
"43305",5,21,4,11,11,11,1,24,7,3,5
"410072",6,18,7,8,13,13,0,20,9,16,8
"116085",16,37,14,24,27,20,3,29,23,6,20
"2684943",12,6,8,7,7,17,1,16,6,12,4
"33038",21,31,13,14,30,17,6,41,10,18,10
"33039",9,11,3,3,9,4,1,8,7,4,5
"29360",1,4,3,4,4,2,0,8,3,2,0
"2643091",3,1,0,3,2,2,1,4,3,0,2
"185007",6,34,5,4,11,16,1,16,8,6,8
"39488",6,12,7,6,20,8,0,11,7,4,8
"28446",7,14,15,4,9,9,1,11,8,6,6
"39485",6,6,6,3,6,4,0,11,9,9,8
"617123",5,7,7,3,5,5,1,6,3,5,2
"2649046",347,408,265,286,380,401,26,477,209,221,196
"626937",96,131,65,91,91,77,5,137,61,67,41
"35701",359,436,277,256,327,322,29,442,238,208,159
"356322",38,31,7,17,25,24,2,23,18,19,11
"1736",56,66,35,32,52,61,10,83,31,43,19
"29322",25,40,22,23,31,25,6,46,14,25,16
"53442",20,21,18,19,34,25,1,27,10,17,11
"2624479",5,8,10,7,5,11,2,18,5,7,6
"2041044",11,9,7,8,9,23,1,17,4,6,9
"2638182",24,28,20,20,20,24,1,22,3,11,12
"33952",25,11,13,6,20,18,1,11,7,9,8
"2619948",39,54,25,49,46,59,6,44,22,38,15
"2626894",6,18,4,12,35,8,3,13,131,10,14
"1115758",3,5,4,13,9,4,1,18,148,2,10
"1507512",15,8,5,9,5,8,4,15,17,3,6
"1496",15,53,17,19,27,15,3,54,36,18,16
"1731",19,33,21,15,42,24,4,26,22,15,14
"1505",9,20,10,4,22,7,1,18,17,4,9
"89152",4,11,5,7,10,5,0,17,17,10,5
"1490",5,8,2,10,6,5,0,20,11,5,9
"143361",11,14,7,3,6,9,2,11,11,3,6
"1511",4,6,3,6,7,9,1,10,9,8,5
"86170",36,54,34,23,40,36,3,53,27,22,19
"863",21,26,18,19,21,25,2,27,15,17,11
"2293317",5,8,5,9,8,17,1,3,7,4,5
"2173034",12,8,6,8,11,8,2,5,7,7,2
"44260",391,398,299,331,373,371,41,490,249,233,175
"42837",219,269,147,182,185,196,10,258,140,164,95
"85874",231,174,141,125,145,152,14,227,105,133,73
"2325",2,8,4,4,7,6,1,2,5,5,5
"106578",0,3,3,3,0,0,0,1,1,0,0
"108150",1,1,2,7,5,6,0,2,0,3,3
"2636821",0,2,1,0,0,0,0,0,0,1,0
"46354",1,1,0,1,0,2,0,4,0,1,3
"583357",0,0,0,1,2,3,0,5,0,2,0
"161154",46,47,26,46,52,45,5,61,32,33,18
"129958",32,29,32,35,35,23,4,51,16,20,15
"911092",25,34,22,18,23,31,0,22,16,20,14
"55205",5,5,3,5,4,6,1,4,5,1,3
"44001",3,2,2,3,1,6,0,8,1,1,4
"1222016",1,7,2,2,7,4,1,6,2,2,2
"2622462",3,3,1,5,5,1,2,17,3,4,0
"52766",2,3,3,0,2,0,0,2,2,3,2
"31899",3,1,1,2,2,1,0,2,3,2,0
"717609",3,3,0,0,1,2,0,3,3,2,2
"52765",1,1,0,0,0,1,0,1,1,1,2
"413889",1,1,5,1,4,5,0,6,1,1,2
"1517",9,22,10,21,16,23,3,18,14,11,10
"2622527",9,14,8,5,9,13,1,24,3,2,5
"47490",6,6,5,8,1,6,0,13,2,3,3
"29329",3,3,1,8,1,4,0,15,7,2,2
"252966",91,51,57,46,74,47,9,127,39,38,45
"184064",17,12,5,7,13,7,0,10,4,2,8
"1794699",4,4,2,0,0,3,0,6,2,2,1
"2640322",50,35,61,34,45,37,1,86,32,23,15
"31909",14,16,6,21,12,14,2,23,8,7,6
"2331",4,5,6,3,6,6,1,18,5,5,5
"656519",7,6,2,5,7,4,0,8,5,2,0
"1323375",47,97,50,39,73,43,8,57,24,38,28
"42422",28,24,14,31,31,11,1,17,15,17,9
"28187",10,29,5,6,7,12,0,12,4,7,0
"2316383",55,56,64,60,72,51,3,64,34,44,18
"499229",21,21,14,18,16,38,2,34,22,16,23
"291990",58,72,53,50,70,71,8,115,36,36,23
"2751313",16,30,27,12,20,23,2,37,18,16,15
"375929",16,18,20,13,18,12,2,44,12,13,17
"2637378",856,1039,605,676,895,875,83,1148,540,605,465
"69823",304,381,230,250,354,338,31,437,225,200,163
"971",57,92,35,60,120,66,6,89,59,53,37
"158847",1,3,5,2,6,9,3,7,4,6,6
"437897",4,9,1,3,9,5,0,3,8,4,5
"865",10,8,3,5,26,4,2,17,8,7,6
"2629460",6,24,11,13,39,23,1,68,8,13,13
"365349",9,35,22,9,21,18,5,107,27,12,12
"2377",80,92,69,76,87,117,13,117,56,53,31
"1930071",74,86,57,44,70,47,9,70,40,44,27
"907",147,171,85,124,158,170,22,208,109,99,86
"2144175",111,143,88,97,141,142,10,153,89,57,60
"2161821",30,37,22,29,33,34,3,55,29,19,10
"39950",11,10,5,5,8,17,1,8,4,10,2
"248315",7,13,7,4,7,8,0,8,9,6,3
"29466",5,5,6,4,12,11,1,18,11,4,3
"39777",6,7,0,2,1,9,0,5,7,3,4
"2682456",1,3,1,1,7,3,0,1,1,2,1
"39778",5,5,5,3,3,4,0,2,4,6,2
"905",94,103,98,85,89,102,4,121,70,60,52
"187327",29,30,23,27,36,31,2,29,19,25,6
"2639160",23,28,15,24,35,24,1,34,25,17,16
"33025",19,31,14,34,34,17,6,35,14,19,13
"1555112",1313,1423,1104,940,1079,1267,138,1776,803,834,598
"54006",108,90,65,54,92,98,6,113,60,57,40
"54005",25,10,26,5,27,15,1,16,4,12,6
"1852373",43,71,29,38,35,42,4,50,16,41,21
"1260",19,14,29,14,5,21,0,17,21,11,12
"33034",1,4,10,4,7,5,0,10,2,0,4
"1870984",4,6,5,9,8,8,4,10,6,0,4
"33037",0,0,1,0,2,1,0,0,1,0,0
"33033",10,7,5,10,5,11,1,9,12,5,7
"2638726",20,19,19,20,23,14,2,25,17,18,6
"1582259",17,10,9,7,8,12,3,17,13,16,3
"45497",2,12,9,13,25,10,1,50,12,10,2
"1278232",11,12,2,12,5,11,0,11,5,7,4
"1556",8,21,16,13,10,9,4,23,16,13,12
"2816908",5,9,3,9,9,5,1,7,6,9,4
"1852374",23,17,19,12,9,20,1,13,3,4,3
"1702221",75,89,70,64,78,82,9,86,40,43,46
"1522",34,35,36,33,44,33,5,46,15,34,19
"1547",23,47,36,30,42,38,7,49,38,25,27
"2624170",21,21,16,9,28,12,5,38,18,13,10
"1514105",2,10,3,0,9,10,2,12,3,5,4
"1648",5,14,4,5,13,7,0,10,2,7,6
"225084",5,15,5,2,2,2,2,10,1,6,1
"2485784",3,4,0,9,2,2,0,13,3,5,1
"2487118",35,26,24,33,25,37,2,19,37,35,15
"2704656",6,4,7,4,4,7,0,8,2,1,7
"39483",3,9,7,3,11,9,2,10,7,1,2
"2583452",9,4,5,1,5,4,1,14,9,4,2
"1982626",1,1,0,1,2,3,1,2,6,2,0
"2638206",5,11,5,65,61,4,4,30,78,15,4
"154288",1,8,9,4,11,3,0,12,17,8,4
"1871025",48,57,36,30,40,33,6,65,36,34,22
"243899",4,4,3,5,4,1,2,5,4,2,4
"2626047",5187,6743,4201,4211,5911,5560,608,7570,3512,3533,2676
"32046",93,140,71,83,120,105,14,146,73,66,51
"33070",25,57,17,25,38,29,3,60,26,29,11
"2627006",667,859,525,541,670,646,65,863,423,404,341
"59930",544,618,418,407,464,570,62,725,231,351,246
"2622553",73,106,61,87,72,78,6,103,53,55,37
"146786",19,44,14,21,30,23,3,34,12,23,13
"32053",6,13,8,11,13,11,0,6,4,2,3
"292566",23,22,11,10,27,22,0,33,17,10,6
"2650499",448,582,316,378,452,468,44,568,287,294,213
"1184",43,61,30,46,63,36,8,68,35,41,18
"1209493",170,171,119,103,157,180,18,192,77,107,61
"2619029",193,191,125,148,172,179,24,228,97,90,90
"1219",54,68,35,39,69,49,7,82,31,25,16
"2627481",2,8,6,7,4,6,1,7,11,6,9
"2593292",51,71,65,54,66,57,14,77,43,49,23
"155978",52,81,41,36,52,59,4,63,26,32,19
"1173032",54,74,29,65,63,46,9,56,48,27,27
"2640012",50,61,35,37,73,51,11,93,43,33,29
"1158",156,202,111,124,152,183,14,189,102,133,78
"1155738",118,193,95,113,162,157,18,188,89,105,72
"1492710",115,176,132,115,137,125,25,185,100,98,65
"44471",46,97,48,39,67,73,10,85,57,54,31
"54304",25,37,21,27,53,40,4,47,26,23,36
"1205",7,19,13,10,21,12,1,16,11,24,10
"35823",17,20,7,14,15,16,0,21,18,12,6
"2596745",1,1,1,0,1,0,0,1,2,1,1
"63132",274,363,239,268,469,314,25,402,196,353,120
"2023214",93,117,66,63,93,116,11,118,59,55,53
"43988",58,101,54,68,89,56,9,92,55,61,45
"241421",38,46,27,34,49,35,2,53,20,28,16
"1125",111,158,102,136,204,130,16,151,62,81,48
"28070",40,69,31,30,38,46,7,54,26,23,26
"92682",35,33,24,22,42,30,5,32,22,13,15
"2546365",23,51,17,15,30,17,5,34,15,18,11
"263510",8,16,15,14,19,12,0,17,12,9,5
"1453359",2,4,4,3,7,6,2,5,4,5,7
"669357",53,66,30,39,48,40,6,61,41,33,32
"102231",20,64,16,18,35,33,2,41,17,19,15
"268175",14,43,15,15,17,26,2,19,19,15,32
"102234",13,31,13,14,26,18,3,24,18,14,9
"2593658",527,2069,396,579,684,489,46,553,258,345,235
"92942",57,123,24,168,40,36,8,89,21,27,16
"272131",15,78,18,28,28,34,1,24,18,15,10
"224012",31,121,26,24,32,34,2,39,9,29,19
"1306274",34,82,26,29,22,37,3,39,16,18,12
"446679",22,81,18,19,38,33,3,25,13,17,8
"264686",23,75,31,25,34,29,4,32,11,23,7
"374162",7,51,15,27,22,11,3,21,7,12,7
"142864",57,121,42,51,48,43,5,65,30,35,17
"2619674",30,57,13,19,36,32,1,32,19,18,17
"1165",18,67,26,33,28,25,1,41,15,26,10
"1164",9,57,17,14,18,18,0,10,4,13,5
"264691",4,4,4,0,0,2,0,1,1,0,0
"2619626",289,600,202,224,242,262,20,359,144,178,84
"1973486",61,84,39,55,62,51,6,62,24,34,19
"938406",38,146,33,32,48,38,4,44,26,32,24
"32054",17,41,26,20,30,19,1,27,21,18,15
"2618749",349,509,273,170,148,287,26,318,81,205,74
"1397703",46,117,36,36,49,41,3,52,27,37,14
"109266",20,74,21,17,26,25,2,30,9,20,13
"156213",20,50,4,9,47,23,0,23,7,14,13
"70799",28,50,10,12,23,11,0,29,15,11,10
"289435",26,67,32,19,82,34,3,28,14,28,22
"136073",14,27,9,13,14,16,1,9,6,14,9
"2622029",4,10,9,8,6,10,1,5,9,6,3
"1166",7,5,6,6,8,3,0,7,4,3,4
"747548",2,13,4,4,13,4,1,3,2,3,2
"312883",1,9,5,1,12,6,2,7,5,4,0
"494603",63,7400,43,75,94,70,9,84,32,56,31
"2676603",33,45,21,17,29,24,5,33,13,17,17
"1197",30,72,29,25,53,19,2,29,18,17,8
"2649714",23,65,22,10,15,31,4,22,10,14,10
"33071",1516,1703,1103,1068,1404,1446,142,1927,821,960,631
"54299",120,153,84,82,79,105,8,115,64,55,38
"54308",31,64,19,29,42,38,6,56,22,40,19
"2642663",22,34,6,21,15,14,0,17,24,9,21
"102116",9,25,6,7,18,21,4,18,7,6,4
"1188228",41,46,30,37,43,52,3,68,24,33,23
"1228987",6,13,2,9,8,6,2,13,0,1,4
"1763363",3,11,2,1,9,6,0,9,3,2,2
"2623546",1214,1476,1019,919,1271,1308,168,1674,857,854,670
"309887",671,996,580,584,932,772,87,1048,553,536,405
"1768108",653,844,540,535,776,728,79,966,427,421,376
"502394",759,1023,595,561,727,839,91,1125,460,568,387
"1211322",686,982,550,597,749,749,80,959,436,451,380
"317577",750,863,601,640,731,756,180,1221,448,503,397
"2202254",586,695,420,422,548,586,63,756,346,408,300
"432329",490,645,408,396,592,506,59,675,350,376,265
"980427",411,579,342,321,431,433,60,624,313,320,239
"68909",395,448,347,350,372,423,33,525,265,261,241
"1182571",388,486,347,330,500,416,47,568,260,306,215
"1299",363,490,272,252,407,400,44,517,230,234,187
"310783",279,336,219,238,269,250,22,396,207,216,174
"1309411",292,354,213,241,322,306,46,445,173,194,174
"55148",310,322,215,188,319,262,24,334,176,165,137
"1182568",128,197,119,107,141,168,16,169,129,103,84
"274",299,371,267,239,314,354,38,522,206,203,163
"271",260,316,224,181,237,247,12,338,146,181,139
"2619321",240,256,181,172,216,223,27,300,92,146,97
"56957",204,253,181,156,168,205,18,260,150,153,107
"37636",145,170,91,95,130,188,14,189,80,102,57
"56956",136,193,128,125,126,132,18,165,98,115,81
"2483360",99,122,75,77,92,121,8,172,77,85,44
"456163",43,46,41,42,34,56,2,44,24,26,11
"52022",329,461,309,284,319,366,31,431,215,234,175
"277",345,326,259,215,322,299,34,433,166,172,117
"172827",241,316,217,208,244,271,24,383,189,166,108
"187137",1129,1295,956,956,1164,1126,110,1507,692,732,546
"186192",617,805,514,539,608,650,66,809,425,460,343
"332249",870,1115,798,657,869,897,103,1260,645,573,428
"85002",2987,3185,2856,3539,3631,2535,294,3929,1859,1852,1710
"500",784,764,688,591,596,753,52,995,455,510,399
"120961",1939,2159,1405,1095,1478,1332,188,1840,873,988,881
"1107",773,814,544,521,596,581,78,856,438,442,429
"2601677",1789,2061,1682,1419,2012,1663,163,2268,1438,1169,949
"1806508",1738,1916,1572,1510,1558,1744,180,2376,1183,1171,860
"167964",511,513,409,467,339,390,29,475,236,304,178
"2635759",287,321,311,313,309,280,23,303,204,202,145
"913107",392,384,296,362,267,322,35,386,222,251,126
"1986204",133,151,146,121,121,119,11,161,96,97,75
"133453",863,905,687,657,815,743,92,1045,586,537,406
"1839801",196,174,155,149,183,165,21,228,117,130,86
"552811",177,180,163,163,199,185,24,265,123,110,94
"1536648",111,129,82,84,103,99,8,133,69,82,50
"61435",48,32,45,36,55,40,4,49,37,34,27
"237581",0,2,2,1,0,0,0,1,1,0,0
"2509675",423,812,327,270,338,308,23,410,175,226,175
"525904",334,340,331,265,284,294,37,377,185,210,156
"1005039",873,1253,608,738,990,858,102,1086,504,645,446
"454171",219,312,150,204,235,210,14,255,129,171,101
"2683645",24,39,21,31,41,29,4,48,33,35,40
"656088",16,14,3,5,10,15,1,10,9,10,8
"2116",23,18,12,15,5,23,4,26,18,14,10
"28227",11,9,4,17,23,8,1,6,2,4,3
"86660",28,14,19,11,4,11,2,48,15,8,10
"2118",22,9,13,8,5,8,1,2,2,11,2
"2096",5,5,3,2,4,3,0,8,4,0,5
"2099",2,6,1,0,2,0,0,3,3,0,0
"2123",2,4,2,2,0,5,1,5,2,1,2
"519450",4,3,1,0,7,1,1,2,0,2,2
"92400",0,3,3,2,5,2,0,0,1,2,0
"2104",4,1,0,4,2,0,0,3,2,1,4
"50052",0,3,2,5,3,2,1,4,1,5,0
"2121",1,0,1,1,1,0,0,2,2,0,0
"45362",0,2,1,1,4,1,0,1,2,0,0
"45361",1,5,1,0,1,1,0,3,1,3,1
"141391",3,0,3,3,2,1,0,2,0,1,0
"2124",0,2,1,1,1,0,0,1,1,2,1
"2100",0,0,0,0,0,0,1,2,0,0,0
"29501",4,1,2,2,4,1,1,2,2,5,3
"2120",5,0,2,1,2,1,0,1,3,0,0
"2111",1,1,1,1,1,1,0,1,2,1,1
"353852",0,3,1,0,4,2,0,6,3,3,0
"142651",1,2,1,2,1,0,0,3,1,1,0
"57372",1,1,0,1,8,0,0,2,2,1,0
"65123",1,0,1,0,2,0,1,2,1,3,2
"2098",3,2,2,6,6,3,0,10,0,4,1
"1612150",3,1,2,0,0,0,0,5,0,0,1
"142649",0,3,0,3,0,1,2,1,0,2,1
"45363",0,2,0,0,3,0,1,1,0,2,1
"51365",2,1,0,0,0,4,0,4,0,0,1
"29559",1,2,2,1,2,0,0,2,1,2,0
"2128",1,6,1,0,1,4,0,2,0,1,0
"136241",3,1,1,0,2,2,0,2,1,1,0
"984991",0,4,0,1,2,1,0,0,0,1,0
"2097",0,0,1,0,1,2,0,3,1,5,1
"29555",0,1,1,3,0,4,0,10,2,2,0
"2112",2,4,2,3,1,2,2,4,6,3,2
"48003",0,7,1,2,1,2,0,3,1,1,1
"171285",2,4,0,2,0,0,0,3,1,2,0
"114885",1,1,0,3,2,1,0,3,2,1,1
"114881",1,3,1,0,0,2,0,3,2,2,0
"171281",1,0,0,1,2,3,0,2,3,0,0
"29556",1,4,1,1,5,4,0,7,1,5,0
"2110",1,6,4,3,1,4,0,1,5,2,0
"29561",1,3,2,1,6,1,0,2,1,1,2
"171282",2,4,0,1,2,2,0,1,1,2,0
"114880",1,3,0,2,1,2,0,1,2,1,1
"29553",2,6,3,1,0,0,1,3,0,1,0
"28903",1,2,1,2,2,0,2,4,0,0,1
"2113",2,5,1,1,3,1,0,2,3,3,0
"76629",0,3,1,1,0,0,0,1,0,3,0
"2109",1,4,2,0,2,1,0,4,2,0,0
"142650",0,2,0,0,1,2,0,1,1,2,0
"171284",2,1,2,0,0,3,0,5,2,1,1
"2107",2,1,0,0,0,3,0,3,1,2,1
"171279",1,2,1,0,0,2,0,0,0,1,0
"2094",1,3,1,0,2,1,0,6,2,1,2
"295596",14,13,17,17,4,8,0,12,13,8,2
"42094",3,4,1,0,1,1,0,1,3,0,2
"134821",2,2,1,4,2,3,0,0,0,4,0
"2130",1,2,0,4,1,2,0,1,0,1,1
"1609546",0,0,0,0,0,0,0,0,0,0,0
"315358",0,1,0,0,1,1,1,5,4,2,2
"2637901",7,9,2,1,4,1,2,7,6,7,5
"216942",21,6,7,3,5,12,0,11,3,4,1
"216946",2,5,1,2,2,2,0,2,4,1,1
"216931",0,4,0,0,4,1,0,3,2,1,0
"2136",2,1,0,0,0,1,0,1,1,2,1
"362837",0,0,0,0,2,1,0,3,4,1,1
"2138",0,2,2,0,2,1,0,5,1,0,1
"216935",7,1,1,2,0,1,0,1,1,1,1
"216934",2,3,4,2,2,2,0,5,1,1,1
"216933",2,2,0,3,0,1,2,3,2,2,2
"2139",2,3,1,0,1,2,1,2,2,2,0
"47835",3,1,1,1,1,2,0,3,0,0,3
"47834",0,0,0,1,0,0,0,0,0,1,0
"2145",1,3,2,1,0,1,0,1,0,1,2
"324079",0,3,1,2,3,2,0,1,0,1,1
"216938",4,6,1,1,2,6,1,4,2,3,4
"216944",2,0,0,1,6,0,0,2,5,1,5
"2143",3,3,1,0,5,1,0,0,2,3,1
"216932",1,2,0,2,4,3,1,5,0,2,2
