"","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"1513231",0,0,3,0,0,0,0,0,1,0,0
"1349409",36,23,57,39,39,56,32,69,33,68,55
"2107708",20,15,40,33,29,28,25,16,19,48,24
"1349410",45,28,43,53,45,55,48,27,24,55,24
"2107709",27,17,37,21,22,26,43,20,20,48,19
"1605721",25,11,58,38,28,31,12,30,33,40,37
"2107707",17,19,16,36,17,22,22,21,9,19,26
"1450746",1,5,3,1,35,3,0,0,2,1,0
"1903266",4,0,1,5,4,1,1,1,1,1,2
"1100043",3,0,3,2,3,3,2,2,1,1,3
"762905",0,0,0,0,0,0,0,0,0,0,0
"1262528",1,0,4,0,0,1,1,2,0,1,0
"1273751",0,0,0,0,0,2,3,5,0,2,1
"1262530",2,0,0,0,0,1,0,0,1,0,0
"1273748",0,0,3,0,0,0,1,1,1,2,2
"1273749",2,0,3,0,0,3,1,1,0,1,1
"1273752",1,0,0,0,0,2,1,0,1,0,0
"1454028",0,0,0,0,0,0,0,0,0,0,0
"1592101",0,0,0,0,0,0,0,0,0,0,0
"1391455",0,0,0,0,0,0,0,0,0,0,0
"1678078",9,4,8,6,5,12,7,13,6,12,5
"1500510",0,0,0,0,0,0,0,0,0,0,0
"1758881",0,0,0,0,0,0,0,0,0,0,0
"1932881",2,0,1,0,1,1,0,0,0,0,0
"1685767",0,0,1,0,0,0,0,0,0,0,0
"10257",20,10,26,14,23,15,19,18,11,31,17
"2733300",7,4,9,6,14,14,10,5,9,18,7
"1285599",6,8,14,6,9,4,5,6,5,5,6
"10260",2,0,4,1,3,4,8,1,3,4,2
"10278",0,4,4,11,3,9,5,14,3,8,12
"10242",2,1,1,3,1,2,0,3,0,5,1
"2733301",0,0,1,0,0,0,0,1,0,1,1
"573055",0,0,1,0,0,0,0,0,0,0,0
"2733302",2,0,2,0,1,1,0,0,0,0,0
"10497",3,1,6,3,0,1,2,3,2,3,0
"10491",1,1,4,2,3,0,0,2,1,1,2
"10487",0,1,7,0,0,1,0,0,1,2,0
"10492",0,1,2,0,2,1,1,1,0,3,3
"10494",0,0,3,1,0,1,0,0,0,0,0
"308906",0,0,0,0,1,2,0,0,0,1,0
"1813598",4,2,6,8,3,8,2,7,4,6,7
"1421067",0,0,0,1,3,1,0,1,0,1,0
"999883",0,0,2,1,4,0,1,0,0,3,0
"113366",1,1,0,0,0,2,0,1,2,0,1
"328613",0,0,0,1,0,0,0,0,1,0,0
"880158",5,4,36,9,8,12,8,4,5,7,13
"381899",0,0,0,1,0,2,1,2,0,4,0
"46021",0,0,1,0,0,0,0,0,2,0,0
"322019",3,0,0,0,4,0,0,1,0,2,1
"346674",1,0,2,0,1,2,1,3,0,1,0
"2023057",5,2,11,5,4,3,2,5,5,1,60
"1474867",0,2,3,0,0,0,0,0,0,1,0
"358403",1,0,1,1,0,0,0,1,0,0,0
"37665",0,2,2,1,0,1,1,1,0,2,3
"181082",0,0,1,1,1,0,0,0,0,1,0
"2501774",6,0,5,2,4,5,2,4,16,3,12
"985782",11,2,5,5,1,2,1,1,4,5,4
"1513235",2,0,2,1,0,1,0,1,0,1,0
"413684",1,1,0,1,0,0,0,0,1,0,1
"130310",0,0,0,0,1,2,0,0,0,0,0
"130308",1,3,4,2,0,0,0,2,1,0,2
"2015370",0,0,1,3,1,0,1,1,1,2,0
"1962299",1,0,0,0,0,1,0,0,0,0,0
"1146873",0,0,11,1,0,1,0,0,1,0,0
"1986017",0,0,0,0,0,0,0,0,0,0,0
"1986019",0,0,0,0,1,0,0,1,0,0,0
"1986022",0,2,0,0,0,0,0,0,0,1,0
"130369",0,1,4,0,0,1,1,1,0,0,1
"2015375",0,0,0,0,0,0,0,0,0,0,0
"2170000",0,0,0,0,0,0,0,0,0,0,0
"2170002",0,1,0,0,0,0,0,0,0,0,0
"108098",0,1,0,0,0,0,1,0,0,0,0
"1548417",1,0,1,0,0,1,2,1,2,4,3
"190064",0,0,0,0,0,0,0,0,0,0,0
"2003673",0,0,0,0,0,1,0,0,0,0,0
"1557035",0,0,1,0,0,0,0,0,0,0,0
"1154689",2,1,2,3,1,1,1,2,1,2,1
"1282967",2,1,3,0,0,0,0,0,0,0,0
"2049890",1,1,3,1,0,1,0,0,0,0,1
"1172985",4,0,0,0,0,3,1,0,0,4,0
"1983570",0,0,0,0,0,0,0,0,0,0,0
"11103",0,0,1,0,0,0,0,0,0,0,0
"2008770",0,0,0,0,0,0,0,1,0,1,0
"11083",0,0,0,0,0,0,0,0,0,0,0
"64319",0,0,3,0,0,0,0,0,0,0,0
"39686",1,0,0,0,2,0,1,0,0,1,0
"2170088",0,0,0,0,0,0,0,0,0,0,0
"2170085",0,0,0,0,0,0,0,0,0,0,0
"1985360",4,0,0,0,1,4,2,3,5,4,0
"135246",0,0,0,0,0,0,0,0,0,0,0
"84589",0,0,0,1,0,0,0,0,0,0,0
"45103",0,0,0,0,0,0,0,0,0,0,0
"1758139",0,0,0,0,0,0,0,0,0,0,0
"2316740",0,0,0,0,0,0,0,0,0,0,0
"327106",0,0,0,0,0,0,0,0,0,1,0
"12163",2,0,0,0,0,1,0,0,0,2,1
"1653394",1,0,0,0,0,1,0,0,3,0,0
"2560196",0,225,455,17,39,3,42,17,22,228,48
"11572",0,0,0,0,0,2,0,2,1,2,5
"2560074",0,0,2,1,1,1,1,0,3,0,0
"2734594",0,0,0,0,0,0,0,0,0,0,0
"1972611",1,2,0,0,2,2,1,0,0,1,3
"2733252",0,0,0,0,0,0,0,0,0,0,0
"2560069",1,1,1,0,2,2,0,1,0,1,0
"2560080",0,0,0,0,0,0,0,3,0,0,0
"186536",0,0,0,0,0,0,0,0,0,0,0
"2501931",2,1,9,6,2,3,1,2,0,0,3
"2501984",1,0,1,0,0,2,0,0,0,0,0
"2508228",0,0,0,0,0,0,1,0,0,0,0
"2499603",0,0,0,0,0,0,0,0,0,1,0
"2507288",1,0,0,0,0,0,0,0,0,0,0
"2170030",0,0,0,0,0,0,0,0,0,0,0
"32620",0,0,0,0,0,1,0,0,0,0,0
"185017",0,0,0,0,0,0,0,0,0,0,0
"397544",0,0,0,1,0,0,0,0,0,0,0
"42631",0,0,0,0,0,0,0,0,0,0,0
"48201",0,0,0,0,0,0,0,0,0,0,0
"1247114",0,0,0,0,0,0,0,0,0,0,0
"1906170",0,0,0,0,0,0,0,1,0,0,0
"2560353",0,0,0,0,0,0,0,0,0,0,0
"2560390",0,0,0,0,0,0,0,0,1,0,0
"327108",0,0,0,0,0,0,0,0,0,0,0
"1765754",0,0,0,0,0,0,0,0,0,1,0
"10882",2,0,1,0,1,2,1,0,0,0,0
"10979",0,0,0,1,0,1,4,1,1,0,0
"10985",0,1,0,0,0,0,0,0,0,0,0
"2169857",0,0,0,0,0,1,1,0,0,0,0
"343865",0,0,0,0,0,0,0,0,0,0,0
"1923146",0,0,0,0,0,0,0,0,0,0,0
"1923493",0,0,0,0,0,0,0,0,0,0,0
"1923186",0,0,0,0,0,0,0,0,0,0,0
"1923655",1,0,0,0,0,0,0,0,0,0,0
"1922431",0,0,0,0,0,0,0,0,0,0,0
"1923422",0,0,0,0,0,0,0,0,0,0,0
"1922703",0,0,0,0,0,0,0,0,0,0,0
"1923541",0,0,0,0,0,0,0,0,0,0,0
"1923487",0,0,0,0,0,0,1,0,0,0,0
"1922745",0,0,0,0,0,0,0,0,0,0,0
"1922602",0,0,0,0,0,0,0,0,0,0,0
"1922742",0,0,0,0,0,0,0,0,0,0,0
"1923336",0,0,0,0,0,0,0,0,0,0,0
"1922448",0,0,0,0,0,0,0,0,0,0,0
"1923671",0,0,0,0,0,0,0,0,0,0,0
"1922896",0,0,0,0,0,0,0,0,0,0,0
"1922901",0,0,0,0,0,0,0,0,0,0,0
"75914",0,0,0,0,0,0,0,0,0,0,0
"1500866",0,0,0,0,0,0,0,0,0,0,0
"1088890",0,0,0,0,0,0,0,0,0,0,0
"11646",0,0,0,0,0,1,0,0,1,0,0
"10449",8,3,7,3,6,5,0,3,2,7,4
"307461",0,1,0,2,0,0,0,0,0,0,0
"542343",1,0,0,0,0,0,0,0,0,0,0
"566270",0,1,1,0,0,0,0,2,0,2,0
"1346829",5,4,1,2,0,1,2,4,0,6,1
"1307956",0,0,1,0,1,0,0,0,0,1,0
"262177",3,0,0,1,4,3,0,2,1,1,6
"46242",0,0,0,1,1,0,1,0,1,0,0
"28288",2,0,0,2,1,0,2,0,0,1,0
"307467",3,0,0,0,0,0,1,0,0,0,1
"10456",1,0,0,4,0,1,1,3,1,0,1
"332054",2,2,0,3,0,0,0,0,0,0,0
"224399",1,0,0,0,1,1,2,0,1,1,0
"74660",0,1,0,0,0,0,0,1,1,0,0
"208973",0,0,8,0,0,0,0,0,0,0,0
"1592335",0,1,0,0,0,0,0,0,0,0,0
"1307954",0,0,0,0,0,0,0,0,0,1,0
"98383",0,0,0,1,0,0,0,1,0,0,0
"1750712",0,0,0,0,0,1,0,0,1,0,0
"1986290",0,0,0,0,0,1,0,0,0,0,0
"56947",1,0,0,0,1,0,0,0,0,1,0
"2169615",0,0,0,0,0,0,0,0,0,0,1
"1921823",0,0,0,0,0,0,0,0,0,0,0
"333750",0,0,3,0,0,0,0,0,0,0,0
"334211",0,0,0,0,0,0,0,2,0,0,1
"1507401",0,1,0,0,1,0,0,0,0,1,0
"10806",0,0,0,0,0,0,0,0,0,0,0
"367850",0,0,0,0,0,0,0,0,0,0,0
"932070",0,2,0,0,0,1,0,0,0,0,2
"263793",0,0,0,0,0,0,0,0,0,0,0
"1618233",0,0,0,0,0,0,0,0,0,0,0
"2011080",0,0,0,0,0,2,0,0,0,0,0
"2734333",1,0,1,0,1,0,1,1,0,0,0
"2072209",0,0,1,0,0,0,0,0,1,0,2
"1654582",0,0,0,0,2,0,0,0,0,0,1
"2057187",0,0,0,0,0,0,0,0,0,0,0
"39640",0,0,5,0,0,0,0,0,0,0,0
"53988",0,0,0,0,0,0,0,0,0,0,0
"419435",0,1,1,0,0,0,1,0,1,0,1
"342409",0,0,2,2,1,0,2,1,1,1,0
"346883",0,0,0,0,0,0,1,0,0,0,0
"346884",0,0,2,0,0,0,0,0,0,0,0
"351054",0,0,0,0,0,0,0,0,0,0,0
"2776735",1,0,2,0,0,0,0,0,0,0,0
"1619215",0,0,0,0,0,0,0,0,0,0,0
"687342",0,0,0,0,0,0,0,0,0,0,0
"1123964",0,0,0,0,0,1,0,0,1,1,0
"858422",0,2208,5437,3483,2545,0,0,0,0,0,0
"40137",0,0,0,0,0,0,0,0,0,0,0
"531813",556,904,3365,862,465,591,503,580,528,765,0
"33047",0,0,0,0,0,0,4,6,0,0,0
"35806",0,0,0,0,0,0,545,0,0,0,0
"92945",225,190,0,312,214,263,0,0,0,330,299
"88688",981,0,2835,1828,843,1268,0,1195,1122,1735,1503
"80869",432,495,1142,0,423,556,368,392,320,633,443
"757424",0,0,0,0,0,1,0,0,0,0,0
"847",66,59,311,89,72,63,61,57,58,86,88
"942513",2,1,3,0,0,0,1,0,0,1,0
"40216",19,0,0,0,0,0,10,18,0,0,0
"28090",0,15,0,0,0,0,20,10,0,21,29
"283686",0,0,0,0,0,0,0,0,0,0,0
"413503",36,37,72,0,35,48,0,54,0,0,0
"1920116",0,0,0,0,0,0,3,0,0,0,0
"1334193",0,0,0,0,0,0,0,0,0,0,0
"623",0,4,0,0,7,0,8,0,4,4,3
"28151",0,0,0,0,0,0,0,0,0,0,0
"614",0,0,0,0,0,0,0,0,36,0,0
"552",54,0,0,0,0,0,0,0,39,0,0
"118117",1,0,2,0,3,2,1,0,0,2,1
"69223",0,0,224,150,93,120,94,100,81,0,144
"204039",0,0,0,0,0,0,0,0,0,0,0
"636",122,107,216,0,0,146,0,0,0,0,147
"569",0,0,0,0,0,0,0,0,0,0,0
"587",0,0,102,0,24,0,0,20,21,36,0
"582",0,0,0,0,105,132,0,0,74,152,0
"114185",0,0,0,0,0,0,0,0,3,0,0
"2785913",2,1,1,3,3,3,1,0,2,1,1
"402882",1,3,7,12,1,2,4,3,0,2,4
"2490635",5,0,4,2,2,2,2,4,0,1,4
"43657",0,21,0,0,0,0,0,0,21,0,0
"654",0,0,0,0,0,0,0,0,0,0,0
"29494",0,0,0,0,0,0,63,0,65,0,0
"672",0,0,0,0,0,0,0,0,0,0,0
"777",0,0,0,0,0,37,36,0,0,0,0
"34067",0,0,0,0,0,0,0,0,0,0,0
"28110",0,5,0,6,1,0,2,0,1,0,7
"1869285",0,0,0,0,0,1,0,0,0,0,0
"1541743",0,0,0,0,0,0,0,0,0,0,0
"1972134",0,0,1,0,0,0,0,0,0,1,0
"209841",1,0,0,0,1,0,2,0,0,0,0
"85404",0,0,0,0,0,0,0,0,3,0,0
"729",0,0,0,0,16,28,28,27,16,33,39
"727",17,27,64,0,12,0,5,17,13,0,20
"732",0,0,0,0,0,0,0,0,9,0,0
"731",0,0,0,0,0,7,11,0,0,0,0
"697331",0,0,0,0,0,0,0,0,0,0,0
"45498",4,4,7,4,1,0,0,3,2,4,3
"1923",3,1,1,0,1,0,0,0,0,6,2
"68242",0,0,0,0,1,0,1,0,1,0,0
"394098",0,3,49,0,0,0,0,0,0,0,0
"165096",6,0,14,2,0,2,2,3,1,0,3
"227388",0,0,0,0,0,0,0,0,0,0,0
"216945",0,0,10,3,0,2,2,1,6,2,2
"324078",1,0,2,0,1,0,0,0,1,1,4
"85628",0,1,5,0,2,1,1,2,0,0,1
"409322",0,4,20,0,12,5,0,0,0,10,0
"64895",0,0,0,0,0,0,0,0,0,0,0
"28183",0,0,0,0,0,0,0,39,0,0,31
"174",11,0,0,8,0,12,11,10,13,0,11
"93466",0,0,0,0,0,0,0,0,0,0,0
"2676525",0,0,0,0,0,0,0,0,0,0,0
"160798",0,0,0,11,0,0,6,6,0,0,0
"859",0,0,0,0,0,0,0,0,0,0,0
"2234",13,0,0,0,0,0,9,0,0,0,0
"2684913",0,0,0,0,0,0,0,0,0,0,0
"498374",0,0,0,24,0,0,0,0,0,0,0
"2301714",0,0,2,0,0,3,1,2,2,1,1
"754044",0,0,0,0,0,0,0,0,1,0,0
"2250335",2,1,0,0,0,0,1,0,2,0,0
"2218618",1,0,0,0,0,0,0,1,1,1,1
"2003504",0,0,0,0,0,0,0,0,0,0,0
"2560488",3,0,2,0,1,3,1,3,2,1,3
"2170254",1,2,2,3,3,0,0,3,1,3,0
"205875",0,0,0,0,1,0,0,0,0,0,0
"1982256",0,0,0,0,0,0,0,0,0,0,0
"1188794",0,0,0,0,0,0,0,0,0,0,0
"1982153",0,0,0,0,0,0,0,0,0,0,0
"1982219",0,0,0,0,0,0,0,0,0,0,0
"2734253",2,2,3,1,2,1,0,0,0,2,2
"1623292",0,0,0,0,3,0,0,0,0,0,0
"2734271",0,0,0,0,1,2,0,5,1,1,1
"2733208",0,0,0,0,0,0,0,0,0,0,0
"1623284",9,2,0,0,10,0,14,0,0,4,0
"2696379",0,0,0,0,0,0,0,0,0,0,0
"238854",0,0,3,2,1,0,1,2,0,3,5
"2733124",0,0,0,0,0,0,1,1,1,1,0
"2734096",1,2,2,0,0,1,0,0,0,0,1
"2560689",0,0,2,2,2,0,0,1,0,0,3
"1737463",1,0,1,0,0,0,2,0,0,0,0
"2733115",0,0,0,4,0,2,0,0,0,0,7
"2484217",0,0,1,0,0,1,0,0,0,0,0
"1128071",0,0,0,0,0,0,0,0,0,0,0
"2560132",0,0,4,0,0,0,0,0,0,0,1
"2169963",4,1,1,0,0,1,4,0,1,0,0
"2732920",0,4,92,0,0,1,0,0,0,1,0
"2732933",0,0,1,0,2,0,0,0,0,0,1
"1910931",2,1,2,0,1,1,0,1,1,0,0
"1980928",0,1,0,1,0,0,0,0,0,3,0
"2175602",0,0,0,0,0,0,0,0,0,0,0
"2733979",0,0,0,0,0,0,0,0,0,1,0
"2732016",0,0,1,0,0,1,0,1,0,0,0
"62098",1,0,0,0,0,0,0,0,1,0,0
"97195",0,0,1,0,0,1,0,0,0,0,0
"10537",0,0,0,0,0,0,0,0,0,0,0
"1273747",2,0,4,6,1,0,1,1,0,3,5
"2560252",0,0,0,0,0,0,0,0,0,0,1
"332096",0,1,0,0,0,0,0,0,0,0,0
"10454",0,0,0,23,1,67,4,1,19,1,0
"58094",0,0,1,0,1,0,0,1,0,0,0
"1986291",0,2,0,0,0,0,1,0,0,0,1
"935650",0,0,1,0,0,0,1,0,0,1,0
"1507984",0,0,0,0,0,0,0,0,0,0,0
"512792",0,0,0,0,0,0,0,0,1,0,0
"71253",1,0,0,0,0,1,0,0,0,0,0
"122866",0,0,0,0,0,1,0,0,0,0,0
"1178537",1,1,8,1,1,4,1,2,3,5,2
"271881",0,0,22,0,1,0,0,2,0,1,1
"2685106",0,0,0,0,0,2,0,0,0,2,0
"150055",0,0,4,0,0,1,4,0,0,3,2
"1433513",1,1,2,3,1,1,0,0,1,2,2
"2633649",0,0,0,0,0,2,0,0,0,2,0
"29323",1,0,4,0,0,0,0,0,0,0,0
"413888",1,1,8,2,3,0,1,3,3,5,2
"1287640",3,0,2,0,1,6,3,0,1,3,3
"1541975",0,0,0,0,0,0,0,0,0,0,0
"171632",0,1,5,2,1,1,1,0,1,1,1
"92401",0,0,1,2,1,1,0,0,0,6,2
"538220",2,1,6,4,2,2,0,3,2,2,3
"33923",1,1,12,2,1,2,1,1,2,2,1
"2133",1,1,0,1,1,0,2,0,2,3,1
"216936",3,1,6,1,3,1,0,0,0,3,4
"1114980",0,0,0,0,0,0,0,0,1,4,0
"215578",0,2,6,2,0,1,2,0,0,0,2
"1120045",3,3,5,0,0,1,0,0,0,1,1
"34021",0,9,16,15,0,0,0,1,0,0,7
"281",0,0,1,0,0,0,0,0,0,2,0
"1933911",0,0,0,1,0,0,0,4,0,0,5
"803",0,1,16,0,4,3,0,10,0,7,5
"190650",0,0,0,0,0,1,0,1,0,0,0
"1179817",0,0,1,0,0,0,0,0,1,3,0
"543891",1,0,4,10,2,0,1,2,2,0,0
"1840323",0,0,0,0,0,0,0,0,0,0,0
"152500",1,0,1,0,0,4,3,1,3,0,0
"312153",0,2,2,1,0,0,0,1,0,1,4
"1449778",0,0,16,1,0,0,0,0,1,0,0
"935588",1,8,2,6,0,1,2,5,1,2,2
"2661583",2,6,6,12,4,3,2,4,1,3,11
"669502",3,2,9,1,0,2,0,2,1,0,3
"545908",1,0,0,0,1,0,1,0,0,0,0
"1329969",0,2,0,0,0,0,1,0,0,0,0
"2730846",0,0,0,0,0,0,0,0,0,0,0
"1848517",2,0,0,3,1,1,1,0,0,6,2
"2742646",0,0,0,0,0,1,0,1,0,0,0
"1905288",0,0,0,2,0,0,2,1,0,0,0
"640131",1,3,0,3,0,0,0,2,1,4,0
"2807631",2,2,2,1,0,1,1,1,0,0,0
"2742662",0,0,1,1,1,0,0,0,0,0,0
"2742653",0,0,9,0,1,1,0,0,0,0,2
"184912",2,1,4,2,0,1,1,2,1,1,1
"2683822",0,0,14,0,0,1,1,1,2,1,3
"2742659",0,0,0,0,0,0,0,0,0,0,0
"290339",0,0,0,0,0,0,0,1,0,1,0
"1286170",1,0,2,2,1,2,2,0,0,0,0
"2577118",0,0,0,0,0,2,0,0,0,0,0
"2603836",0,0,3,0,0,1,0,1,1,0,0
"1358422",0,0,1,1,0,0,1,0,0,0,0
"1446701",0,0,0,0,0,0,0,0,0,0,0
"2778655",0,0,0,0,0,2,2,0,0,0,2
"2778657",0,0,0,0,0,0,0,0,0,0,0
"2027293",0,0,0,0,1,0,0,0,0,0,0
"1050617",0,1,0,0,0,0,0,0,0,0,0
"1302410",1,1,4,1,2,0,1,0,0,0,0
"2675774",0,0,0,0,0,1,0,0,1,0,0
"2675773",0,13,91,4,3,2,9,3,18,42,13
"1401254",0,0,0,0,0,0,0,1,0,0,0
"631",8,5,13,4,5,2,1,5,4,3,3
"706191",1,2,1,1,3,1,1,0,1,5,0
"1095774",2,0,1,2,2,2,0,3,2,2,3
"98795",2,0,3,1,1,3,1,2,0,1,4
"2315801",3,1,7,0,0,0,1,1,0,0,1
"1241835",1,2,1,1,0,0,1,0,0,0,1
"118109",0,0,5,1,2,3,1,4,0,3,1
"2518974",2,0,3,1,1,0,1,0,0,0,2
"668607",1,0,8,1,0,0,1,5,1,0,1
"1224152",0,0,0,0,0,0,0,0,0,0,0
"561231",2,0,4,0,0,0,3,0,1,2,1
"598467",0,0,0,0,0,0,0,1,0,0,0
"2027290",0,1,0,0,2,4,0,0,1,0,1
"2633465",2,0,1,0,0,29,1,0,0,0,0
"63612",1,1,1,1,0,0,0,0,0,0,0
"2661587",1,0,8,1,4,2,1,1,0,5,0
"1416915",0,0,1,1,0,0,0,1,0,0,0
"693970",0,0,1,2,0,0,0,4,0,1,0
"399599",0,0,1,3,0,0,0,1,0,1,0
"693973",0,0,0,0,0,0,0,0,0,0,0
"316275",0,0,0,0,0,1,0,1,0,2,0
"80852",0,0,0,0,0,0,0,0,0,0,0
"434270",0,1,0,1,0,0,0,2,0,1,0
"716",7,6,22,3,3,2,0,3,3,11,1
"1433287",0,0,2,1,0,0,0,0,0,2,2
"1222034",0,0,5,0,0,1,0,0,1,0,0
"1275971",0,0,1,0,0,0,0,0,0,0,0
"1263829",1,0,3,0,0,0,0,1,0,0,0
"97084",0,0,0,0,0,0,0,0,0,0,0
"999434",2,2,2,0,0,2,0,1,0,2,1
"545776",2,3,0,1,4,1,0,2,2,1,1
"142",0,0,0,0,2,0,2,0,1,1,2
"1155096",0,3,1,1,0,0,0,1,0,0,2
"412418",1,0,0,1,1,0,0,0,0,1,0
"498738",0,1,0,0,2,1,0,0,1,0,0
"445984",0,0,0,0,0,0,0,0,0,0,1
"445985",0,0,1,0,0,0,0,0,0,0,0
"176",1,0,5,0,0,0,0,1,0,0,0
"44275",0,0,0,0,0,0,0,0,0,0,0
"338215",0,0,4,0,0,0,0,1,0,0,0
"126738",0,0,0,2,1,0,1,0,0,0,1
"590168",2,3,11,0,0,2,2,1,0,2,0
"1307443",0,0,1,1,0,0,0,0,0,0,0
"157688",1,1,19,4,3,3,2,1,0,2,4
"2703941",0,0,0,1,1,1,0,0,0,2,0
"58024",0,0,0,0,0,0,0,0,0,0,0
"2510508",0,0,2,0,1,1,0,1,0,1,0
"2794946",3,0,1,2,3,1,0,1,0,1,1
"10704",0,1,4,2,0,1,1,0,1,2,1
"2301621",0,0,3,0,2,6,0,7,335,0,1
"1873985",0,0,0,0,0,0,0,1,1,0,0
"2713262",1,0,0,0,2,0,0,2,0,0,0
"2662138",1,0,1,1,1,0,1,1,0,2,0
"754070",0,3,0,1,1,0,0,0,0,1,0
"994601",0,0,0,1,1,0,0,0,0,0,0
"2283267",0,0,0,0,0,1,1,8,0,1,0
"2041344",0,0,2,1,0,1,1,1,2,2,0
"2026102",0,0,0,1,2,1,0,0,1,1,0
"641487",0,0,0,0,0,0,0,0,0,0,0
"2656529",0,1,0,0,0,0,0,0,0,0,0
"1414739",1,0,0,0,0,1,0,0,0,0,0
"1131316",0,0,2,0,2,1,2,0,4,3,3
"1587907",0,0,0,0,0,0,0,0,0,0,0
"573591",0,0,1,0,1,0,1,0,0,0,0
"1582151",0,0,0,0,0,0,0,0,0,0,0
"1126885",0,0,0,0,0,0,0,0,0,0,0
"1105171",0,0,0,0,0,0,0,0,0,0,0
"2662295",0,0,0,0,2,0,1,0,0,0,2
"294382",0,0,0,0,0,0,0,0,0,1,0
"741942",0,0,1,0,0,0,0,0,0,1,0
"2599849",0,0,0,0,0,0,0,0,0,0,0
"2059855",1,0,0,0,1,0,0,0,0,0,0
"2079417",0,0,3,0,0,0,0,0,0,0,0
"1500757",0,0,2,0,1,0,0,0,1,3,0
"1161901",0,0,0,0,0,0,0,0,0,0,0
"2725616",1,0,0,0,0,1,0,0,0,1,0
"1718278",0,0,0,0,1,0,0,0,2,0,0
"437329",0,0,1,0,0,0,0,0,0,0,0
"1051143",0,0,0,1,0,0,0,3,0,1,0
"1225862",0,1,0,0,0,0,1,0,0,0,1
"540068",1,1,1,2,0,0,0,1,1,1,0
"540065",0,0,0,0,0,0,0,0,0,0,0
"1993876",0,0,0,0,0,0,0,0,0,0,0
"1993867",0,0,0,2,0,0,0,1,0,2,1
"2560512",0,0,2,0,0,0,1,0,0,1,0
"205876",0,1,0,0,0,0,1,1,0,1,0
"2306284",2,0,0,4,3,3,1,1,0,0,2
"2560783",0,61,12,1,0,3,0,9,0,0,2
"2049886",0,1,1,0,3,0,1,0,1,0,1
"2560594",0,0,1,1,0,1,0,0,1,0,0
"861047",0,0,0,0,0,1,0,0,1,0,0
"466051",0,0,0,0,1,0,0,0,0,1,0
"1954378",1,0,0,0,0,0,0,0,1,0,0
"1954380",0,0,0,0,0,0,0,0,0,0,0
"2734223",0,0,0,0,0,0,1,0,1,1,0
"2733202",0,0,0,0,0,0,1,0,0,0,0
"1982251",1,0,0,0,0,0,0,1,1,0,0
"1982093",0,0,2,0,0,0,0,0,0,0,0
"2560496",0,2,0,3,1,0,0,0,0,0,1
"2169812",1,1,3,3,4,6,1,1,3,4,1
"1982751",0,1,0,1,0,1,0,0,1,1,1
"1982562",1,0,2,1,0,0,5,0,0,1,0
"1920751",0,0,0,1,0,1,0,2,0,2,0
"2560589",0,0,0,0,0,0,1,1,0,0,1
"1636203",0,0,0,0,0,0,0,0,0,0,0
"2734283",1,2,0,0,0,0,0,0,0,4,0
"2560683",0,0,0,0,0,0,1,0,0,0,0
"2560787",0,0,4,0,6,28,1,0,0,0,6
"2560788",0,0,3,0,0,1,1,0,0,0,0
"2560842",0,1,0,0,0,0,0,0,0,3,0
"2560720",0,0,0,0,1,0,0,0,0,0,0
"1982229",0,0,0,0,0,1,0,0,0,0,1
"2734274",5,1,3,6,0,3,0,0,2,6,4
"1982368",0,0,1,0,0,1,0,1,0,0,0
"2560499",1,0,1,0,1,0,0,1,0,0,0
"1982378",0,0,0,0,0,0,0,0,0,0,0
"1982078",0,0,0,0,0,0,0,0,0,0,0
"2734290",1,1,0,0,0,0,0,0,0,1,0
"1406788",1,1,0,0,1,0,0,0,0,0,0
"329254",0,0,1,1,0,0,0,1,0,0,1
"2733205",0,0,0,0,1,0,0,1,0,0,0
"1982106",2,0,0,0,0,0,0,0,0,0,0
"1982239",0,0,0,0,1,0,0,0,0,0,0
"2560486",2,0,3,1,0,0,2,1,0,0,0
"2734261",0,0,2,1,0,0,0,0,2,0,0
"1982554",0,0,0,0,0,0,0,0,0,0,0
"1982557",0,0,4,0,0,0,0,0,1,0,0
"2734246",0,3,1,0,1,0,0,0,0,2,0
"2448213",0,0,0,1,1,0,0,2,0,0,0
"2169655",2,3,0,0,2,0,0,1,0,0,0
"2560703",0,0,0,1,0,0,1,0,0,0,1
"1910992",0,1,0,0,0,2,1,0,2,1,1
"2560656",0,0,0,1,0,0,0,0,0,0,0
"2115965",0,0,0,0,0,0,0,0,0,0,0
"1498228",3,0,3,2,0,0,0,0,0,1,0
"1173297",0,0,0,1,4,0,0,0,0,1,0
"1129194",0,0,1,0,0,0,0,0,0,0,0
"2023998",0,0,1,1,0,0,0,0,0,0,1
"1150991",1,0,0,6,0,0,0,1,0,0,0
"754074",0,0,0,0,0,0,0,0,0,0,0
"754058",0,0,1,0,0,0,0,0,0,0,0
"699370",1,0,0,0,0,1,1,0,0,0,0
