"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report"
"2734089",4,2,2,2,2,0,2,2,3,0,3
"2560286",4,3,0,0,2,2,1,3,1,1,5
"1980925",2,0,2,3,0,2,1,0,2,0,2
"1980926",2,2,5,3,0,1,0,1,2,0,3
"2734129",4,8,11,9,6,5,12,6,7,2,8
"2560700",4,1,2,0,0,2,2,3,1,1,3
"1198980",4,0,0,0,0,0,0,0,0,0,0
"2734130",1,0,0,0,0,0,0,0,0,0,0
"2738374",1,0,1,0,0,0,0,1,1,0,0
"2752533",2,3,1,0,1,0,1,1,1,0,0
"2734115",1,0,1,1,0,0,1,0,0,2,3
"2560671",3,2,1,0,0,0,1,0,3,1,2
"2734111",3,0,2,2,1,0,0,0,0,0,0
"2560687",1,1,0,0,0,0,0,0,0,0,0
"2169882",2,2,1,2,1,3,0,1,0,1,1
"2169883",1,0,1,1,3,3,2,1,1,1,0
"2734080",2,1,1,1,3,0,0,0,1,0,1
"2734081",1,0,0,0,0,0,0,1,0,0,0
"2560244",3,4,0,0,0,0,0,0,0,0,4
"2560261",3,3,3,2,1,1,4,1,1,0,4
"2734085",2,0,0,0,0,1,1,0,0,0,0
"2560086",2,0,0,0,0,0,0,0,1,0,0
"2560752",2,0,0,1,0,0,0,0,0,0,2
"2560400",1,0,0,0,1,0,2,0,0,2,1
"2560628",1,0,2,0,0,0,1,1,1,0,1
"2752547",2,0,1,1,2,0,0,0,0,1,1
"2734102",2,0,0,0,1,0,0,1,0,0,0
"2734109",2,0,1,0,0,1,0,1,0,1,0
"2733109",2,3,0,2,1,0,1,2,0,1,0
"2734123",2,0,0,0,0,1,0,1,3,1,2
"2562339",1,0,0,0,0,0,1,0,0,0,0
"1980944",1,0,0,1,2,3,1,1,2,1,4
"2738809",1,0,1,1,2,0,0,1,1,0,1
"2734158",1,2,1,0,0,0,0,0,1,2,1
"2560680",1,0,1,0,0,0,0,0,0,2,0
"2560676",1,0,0,0,3,0,0,0,0,0,0
"2733139",1,0,0,0,0,0,0,0,0,2,0
"2734150",1,0,0,0,0,1,1,0,0,0,0
"2560337",1,0,6,0,0,0,1,0,0,0,0
"2560336",1,0,1,1,0,1,0,0,0,1,0
"2560834",1,1,0,0,1,1,0,0,0,0,0
"2734147",1,1,2,2,2,0,3,1,1,3,3
"2734144",1,0,3,1,0,2,0,0,0,0,0
"2734143",1,1,0,0,1,0,1,0,0,0,0
"2752794",1,0,2,0,0,0,0,0,0,0,0
"2734141",1,0,0,1,0,0,0,0,0,0,2
"2734140",1,0,2,2,1,1,0,1,0,2,0
"2734084",1,0,0,0,1,0,0,0,3,1,1
"2752797",1,0,2,0,0,0,0,1,0,0,0
"2734136",1,0,0,0,0,0,0,0,0,0,0
"2734122",1,0,0,4,3,1,3,1,3,2,1
"2560540",1,0,0,0,0,0,0,0,0,0,0
"1980947",1,0,0,1,0,0,3,0,1,0,0
"1984796",1,0,0,1,0,0,0,1,1,0,0
"1925780",1,1,0,0,0,0,0,0,0,0,0
"1922212",1,0,0,0,0,1,0,0,0,0,0
"1921704",1,0,0,0,0,0,0,0,0,0,0
"1984777",1,0,3,0,1,1,0,0,0,0,0
"499235",1,0,2,0,0,0,0,1,0,2,0
"431894",1,0,0,0,1,0,0,1,0,0,1
"1084719",1,0,1,4,2,1,0,0,0,0,0
"2560474",1,0,0,0,0,0,0,0,0,0,0
"2590948",4,2,4,5,3,2,2,2,0,1,5
"2713257",4,1,7,1,2,3,2,1,0,5,3
"2590877",3,0,0,0,0,2,1,1,2,1,0
"1188795",3,4,2,0,1,1,0,1,2,1,0
"2053812",3,3,2,4,4,1,0,0,0,58,1
"754069",3,1,1,1,0,0,0,0,1,0,1
"2053723",2,1,0,0,0,0,0,0,1,3,0
"1131315",2,1,1,5,0,0,0,1,1,0,5
"2565510",2,1,3,0,0,2,0,0,1,0,0
"2182408",2,1,1,0,1,0,0,0,0,4,1
"179237",2,0,6,3,1,0,1,0,0,0,1
"2708562",2,1,0,1,0,1,0,0,0,6,0
"1417599",1,1,1,1,1,0,1,0,0,0,0
"1622116",1,0,0,0,0,0,0,0,0,0,0
"2315703",1,0,2,1,0,0,1,2,0,0,0
"1235689",1,1,35,1,0,0,0,1,0,0,1
"1563661",1,0,1,0,1,3,2,1,1,2,6
"2583039",1,0,0,0,0,0,0,0,0,2,2
"1054968",1,0,0,0,1,1,0,0,5,0,0
"1526550",1,0,0,0,0,0,0,0,0,0,0
"1461743",1,0,1,0,0,0,0,0,0,0,0
"2108116",1,3,1,0,0,1,0,3,0,0,0
"2053813",1,2,1,0,3,0,0,3,0,3,1
"926066",1,0,0,0,0,0,0,0,0,0,0
"2604899",1,1,1,0,0,1,1,1,1,0,1
"1881421",1,0,0,0,0,0,0,0,0,0,0
"1978007",1,4,1,0,0,0,2,0,1,0,1
"644524",3,0,4,2,3,2,3,1,6,4,6
"1195073",2,1,3,1,2,0,2,0,3,2,1
"242527",1,0,5,1,2,1,3,1,2,1,1
"1136535",1,2,4,1,0,0,3,4,2,5,3
"2560611",3,2,1,0,1,1,1,1,1,1,1
"2529391",2,1,2,6,0,1,8,2,0,1,2
"2529390",2,0,1,1,0,1,0,0,0,1,1
"1922330",1,1,0,0,0,1,0,1,0,0,0
"2184035",1,0,0,0,0,0,0,0,0,0,0
"279280",2,6,4,2,0,0,2,1,1,0,1
"2734260",1,0,1,0,0,0,1,0,1,0,0
"2560658",1,1,5,0,1,1,0,0,0,1,2
"2560692",1,1,42,0,0,0,0,0,0,0,1
"2047764",1,0,1,0,0,0,0,0,0,0,0
"1231360",1,0,2,0,0,0,0,0,0,0,0
"2734187",1,1,0,2,0,0,0,0,0,0,0
"388452",1,0,0,0,0,0,0,1,0,0,0
"10752",1,0,0,0,0,0,0,0,0,0,0
"2734191",1,0,2,0,0,0,0,0,0,0,0
"1985720",4,0,3,1,0,0,1,1,1,0,2
"2732686",2,1,1,0,1,0,0,1,2,1,1
"110456",1,0,2,0,2,0,0,0,0,0,0
"2732677",1,2,4,0,0,0,0,0,0,1,1
"2732683",1,1,0,0,2,0,2,0,2,1,2
"477967",3,1,3,2,0,0,1,1,3,0,3
"2732909",2,0,0,0,0,0,0,1,0,0,1
"2732929",3,1,2,7,1,1,1,0,7,1,1
"2732930",2,0,0,2,0,0,0,1,4,0,3
"2731677",3,1,0,0,0,0,3,2,3,0,1
"2731675",1,0,0,0,0,0,0,0,0,0,0
"2733956",3,0,1,0,0,1,0,1,1,0,1
"2733922",3,3,0,0,0,0,0,5,4,0,4
"2733941",3,0,1,0,0,0,1,0,2,2,1
"2733892",3,1,0,0,0,0,0,0,0,0,0
"1985736",2,0,0,5,1,0,1,2,0,0,0
"1985734",1,0,0,0,0,0,0,0,0,0,0
"1985730",2,0,0,1,2,3,1,8,2,1,3
"2733939",2,0,0,0,0,0,0,0,0,0,1
"151528",2,0,2,0,0,0,0,0,0,0,0
"1920774",2,0,0,1,0,0,3,2,1,2,1
"2733946",1,0,3,0,2,2,0,0,8,0,1
"2733945",1,0,0,0,0,0,0,0,0,0,0
"2731928",1,0,0,0,0,0,0,0,0,0,0
"2733920",1,0,0,0,0,0,0,0,0,0,1
"2733937",1,0,0,0,0,0,0,1,1,0,0
"2560657",1,0,0,0,0,0,0,0,1,1,0
"1415145",1,1,0,0,0,0,0,1,0,0,2
"2572874",27,19,23,23,22,20,18,20,23,25,48
"1911929",2,2,5,4,1,1,0,1,1,1,1
"1922327",2,1,3,1,2,2,8,3,1,0,4
"1921016",1,0,0,0,0,1,0,0,1,0,0
"2560335",1,0,0,0,0,0,0,0,0,0,0
"2732970",5,0,1,1,0,0,0,0,0,0,1
"1857846",1,1,0,0,0,1,0,1,0,0,0
"2732969",1,0,1,0,0,0,0,0,1,0,0
"632112",3,0,0,0,0,0,0,0,0,0,0
"1857844",3,3,1,0,0,0,0,2,1,0,1
"2041210",1,0,0,0,0,0,0,0,0,0,0
"2510941",1,0,0,0,0,0,1,0,0,1,0
"2560112",7,9,1,0,0,0,0,0,0,1,0
"2560156",1,0,0,0,0,0,0,1,1,1,0
"2733998",1,1,0,0,0,0,0,0,0,0,0
"2733999",1,0,0,0,1,0,0,0,0,0,1
"187218",1,1,6,0,0,0,3,6,0,3,2
"2733996",1,0,0,0,0,0,0,0,1,0,0
"1978922",2,4,1,1,0,1,3,0,0,1,3
"2555548",2,0,3,1,2,1,2,2,0,0,1
"1636182",1,0,0,0,0,1,0,0,2,1,0
"2099338",1,0,0,0,0,0,0,0,0,0,1
"2267403",1,0,0,0,0,0,0,0,0,0,0
"2419930",1,1,0,0,0,2,1,0,0,2,0
"2601680",1,0,2,0,0,0,0,0,0,1,1
"2169532",3,2,0,1,0,0,3,1,2,4,4
"2169536",1,1,2,0,0,0,2,0,0,0,1
"2731622",1,0,0,0,1,0,0,0,0,0,0
"2734031",6,5,0,0,0,0,0,0,0,0,0
"2732068",2,0,0,0,0,0,1,0,0,0,0
"2560227",1,0,0,0,0,0,0,0,1,0,0
"2734037",1,0,0,0,1,0,0,0,0,0,0
"2732062",1,0,0,0,1,0,0,0,0,0,0
"1920866",1,0,0,0,0,0,0,0,0,0,0
"2734029",1,0,1,0,0,0,0,0,1,0,0
"10294",48,37,37,38,39,26,39,55,49,20,46
"10319",43,32,33,32,24,24,34,26,26,17,40
"180252",9,2,5,6,1,3,3,6,4,1,4
"180255",2,2,2,1,9,9,3,3,4,4,4
"10358",18,22,22,17,20,16,16,18,14,11,17
"10365",13,12,10,19,9,9,18,10,23,10,16
"10397",12,3,7,12,8,3,0,11,3,2,5
"40272",5,4,7,2,3,1,0,4,2,1,0
"548689",5,5,25,4,1,0,1,2,4,2,2
"33706",4,2,4,3,1,2,4,0,2,3,0
"10379",6,3,2,3,3,0,6,0,1,1,0
"10375",5,3,2,4,1,3,2,1,2,2,2
"548687",2,1,3,0,1,0,1,2,2,0,0
"35249",1,3,6,1,1,3,1,4,1,2,2
"548688",1,7,3,5,3,2,3,4,7,2,3
"180230",11,6,7,5,3,4,3,6,6,4,10
"10401",2,1,0,3,0,1,2,2,1,0,1
"508441",1,0,0,1,0,0,0,0,0,1,1
"389214",2,1,2,1,1,1,0,2,2,1,0
"1513231",1,0,3,0,0,0,1,0,0,1,0
"1349409",79,36,57,39,37,29,47,39,56,33,68
"2107708",65,20,40,33,18,13,23,29,28,19,48
"1349410",62,45,43,53,32,17,34,45,55,24,55
"2107709",52,27,37,21,15,19,13,22,26,20,48
"1605721",41,25,58,38,26,14,18,28,31,33,40
"2107707",25,17,16,36,20,26,16,17,22,9,19
"1450746",6,1,3,1,19,1,5,35,3,2,1
"1903266",4,4,1,5,1,0,0,4,1,1,1
"1100043",2,3,3,2,2,4,2,3,3,1,1
"762905",1,0,0,0,0,0,0,0,0,0,0
"1262528",2,1,4,0,0,0,1,0,1,0,1
"1273751",2,0,0,0,3,0,1,0,2,0,2
"1262530",1,2,0,0,0,0,0,0,1,1,0
"1273748",1,0,3,0,1,0,0,0,0,1,2
"1273749",1,2,3,0,0,1,1,0,3,0,1
"1273752",1,1,0,0,1,0,0,0,2,1,0
"1454028",1,0,0,0,0,0,0,0,0,0,0
"1592101",1,0,0,0,0,0,0,0,0,0,0
"1391455",1,0,0,0,0,0,0,0,0,0,0
"1678078",18,9,8,6,6,8,8,5,12,6,12
"1500510",1,0,0,0,0,0,0,0,0,0,0
"1758881",1,0,0,0,0,0,0,0,0,0,0
"1932881",1,2,1,0,1,0,1,1,1,0,0
"1685767",1,0,1,0,0,0,0,0,0,0,0
"10257",31,20,26,14,20,12,25,23,15,11,31
"2733300",17,7,9,6,5,3,10,14,14,9,18
"1285599",13,6,14,6,2,3,1,9,4,5,5
"10260",7,2,4,1,2,2,0,3,4,3,4
"10278",6,0,4,11,1,4,1,3,9,3,8
"10242",2,2,1,3,1,0,2,1,2,0,5
"2733301",1,0,1,0,0,0,0,0,0,0,1
"573055",1,0,1,0,0,0,0,0,0,0,0
"2733302",1,2,2,0,1,0,0,1,1,0,0
"10497",4,3,6,3,2,1,1,0,1,2,3
"10491",6,1,4,2,0,1,1,3,0,1,1
"10487",1,0,7,0,0,0,1,0,1,1,2
"10492",3,0,2,0,3,0,2,2,1,0,3
"10494",2,0,3,1,0,0,1,0,1,0,0
"308906",1,0,0,0,0,0,0,1,2,0,1
"1813598",10,4,6,8,6,2,6,3,8,4,6
"1421067",2,0,0,1,1,1,1,3,1,0,1
"999883",1,0,2,1,2,0,1,4,0,0,3
"113366",2,1,0,0,0,0,0,0,2,2,0
"328613",2,0,0,1,0,0,0,0,0,1,0
"880158",10,5,36,9,5,3,7,8,12,5,7
"381899",3,0,0,1,1,0,2,0,2,0,4
"46021",1,0,1,0,0,0,0,0,0,2,0
"322019",1,3,0,0,0,0,2,4,0,0,2
"346674",1,1,2,0,0,0,0,1,2,0,1
"2023057",3,5,11,5,4,3,1,4,3,5,1
"1474867",2,0,3,0,1,0,1,0,0,0,1
"358403",3,1,1,1,0,0,0,0,0,0,0
"37665",1,0,2,1,0,0,0,0,1,0,2
"181082",1,0,1,1,0,0,0,1,0,0,1
"2501774",11,6,5,2,5,1,0,4,5,16,3
"985782",3,11,5,5,4,1,3,1,2,4,5
"1513235",2,2,2,1,0,0,1,0,1,0,1
"413684",2,1,0,1,0,1,1,0,0,1,0
"130310",2,0,0,0,0,0,0,1,2,0,0
"130308",2,1,4,2,0,2,1,0,0,1,0
"2015370",2,0,1,3,0,0,0,1,0,1,2
"1962299",1,1,0,0,0,0,0,0,1,0,0
"1146873",1,0,11,1,1,0,0,0,1,1,0
"1986017",1,0,0,0,0,0,0,0,0,0,0
"1986019",1,0,0,0,0,0,0,1,0,0,0
"1986022",1,0,0,0,0,1,0,0,0,0,1
"130369",1,0,4,0,0,0,0,0,1,0,0
"2015375",1,0,0,0,0,0,0,0,0,0,0
"2170000",1,0,0,0,0,0,0,0,0,0,0
"2170002",1,0,0,0,2,0,0,0,0,0,0
"108098",1,0,0,0,0,0,1,0,0,0,0
"1548417",5,1,1,0,1,2,2,0,1,2,4
"190064",1,0,0,0,0,0,0,0,0,0,0
"2003673",1,0,0,0,0,0,0,0,1,0,0
"1557035",1,0,1,0,0,0,0,0,0,0,0
"1154689",3,2,2,3,0,1,1,1,1,1,2
"1282967",1,2,3,0,1,0,3,0,0,0,0
"2049890",1,1,3,1,0,2,1,0,1,0,0
"1172985",6,4,0,0,0,0,0,0,3,0,4
"1983570",1,0,0,0,0,0,0,0,0,0,0
"11103",3,0,1,0,0,0,0,0,0,0,0
"2008770",1,0,0,0,0,0,0,0,0,0,1
"11083",1,0,0,0,0,0,0,0,0,0,0
"64319",1,0,3,0,0,0,0,0,0,0,0
"39686",1,1,0,0,0,0,0,2,0,0,1
"2170088",2,0,0,0,0,0,0,0,0,0,0
"2170085",1,0,0,0,0,0,0,0,0,0,0
"1985360",1,4,0,0,5,3,6,1,4,5,4
"135246",1,0,0,0,0,0,0,0,0,0,0
"84589",1,0,0,1,0,0,0,0,0,0,0
"45103",1,0,0,0,0,0,0,0,0,0,0
"1758139",1,0,0,0,0,0,0,0,0,0,0
"2316740",1,0,0,0,0,0,0,0,0,0,0
"327106",1,0,0,0,0,0,0,0,0,0,1
"12163",1,2,0,0,2,0,1,0,1,0,2
"1653394",3,1,0,0,1,0,0,0,1,3,0
"2560196",3,0,455,17,0,95,26,39,3,22,228
"11572",2,0,0,0,0,0,0,0,2,1,2
"2560074",1,0,2,1,0,0,1,1,1,3,0
"2734594",1,0,0,0,0,0,0,0,0,0,0
"1972611",3,1,0,0,2,4,0,2,2,0,1
"2733252",1,0,0,0,0,0,0,0,0,0,0
"2560069",2,1,1,0,0,1,0,2,2,0,1
"2560080",1,0,0,0,1,0,0,0,0,0,0
"186536",1,0,0,0,0,0,0,0,0,0,0
"2501931",3,2,9,6,5,5,2,2,3,0,0
"2501984",1,1,1,0,0,0,0,0,2,0,0
"2508228",1,0,0,0,0,0,0,0,0,0,0
"2499603",1,0,0,0,0,0,0,0,0,0,1
"2507288",1,1,0,0,1,1,0,0,0,0,0
"2170030",1,0,0,0,0,0,0,0,0,0,0
"32620",1,0,0,0,0,0,0,0,1,0,0
"185017",1,0,0,0,0,0,0,0,0,0,0
"397544",2,0,0,1,0,0,0,0,0,0,0
"42631",1,0,0,0,0,0,0,0,0,0,0
"48201",1,0,0,0,0,0,0,0,0,0,0
"1247114",1,0,0,0,0,0,0,0,0,0,0
"1906170",1,0,0,0,0,0,0,0,0,0,0
"2560353",1,0,0,0,0,0,0,0,0,0,0
"2560390",1,0,0,0,0,0,0,0,0,1,0
"327108",1,0,0,0,0,0,0,0,0,0,0
"1765754",1,0,0,0,0,0,0,0,0,0,1
"10882",1,2,1,0,0,0,0,1,2,0,0
"10979",1,0,0,1,0,0,0,0,1,1,0
"10985",1,0,0,0,1,0,0,0,0,0,0
"2169857",1,0,0,0,0,0,0,0,1,0,0
"343865",1,0,0,0,0,1,1,0,0,0,0
"1923146",2,0,0,0,0,0,0,0,0,0,0
"1923493",1,0,0,0,0,0,0,0,0,0,0
"1923186",1,0,0,0,0,0,0,0,0,0,0
"1923655",1,1,0,0,0,0,0,0,0,0,0
"1922431",1,0,0,0,0,0,0,0,0,0,0
"1923422",1,0,0,0,0,0,0,0,0,0,0
"1922703",1,0,0,0,0,0,0,0,0,0,0
"1923541",1,0,0,0,0,0,1,0,0,0,0
"1923487",1,0,0,0,1,1,0,0,0,0,0
"1922745",1,0,0,0,0,0,0,0,0,0,0
"1922602",1,0,0,0,0,0,0,0,0,0,0
"1922742",1,0,0,0,0,0,0,0,0,0,0
"1923336",1,0,0,0,0,0,0,0,0,0,0
"1922448",1,0,0,0,0,0,0,0,0,0,0
"1923671",1,0,0,0,0,0,0,0,0,0,0
"1922896",1,0,0,0,0,0,0,0,0,0,0
"1922901",1,0,0,0,0,0,0,0,0,0,0
"75914",2,0,0,0,0,0,0,0,0,0,0
"1500866",1,0,0,0,0,0,0,0,0,0,0
"1088890",1,0,0,0,0,0,0,0,0,0,0
"11646",1,0,0,0,0,0,0,0,1,1,0
"10449",8,8,7,3,2,1,1,6,5,2,7
"307461",1,0,0,2,0,0,0,0,0,0,0
"542343",1,1,0,0,0,0,0,0,0,0,0
"566270",1,0,1,0,1,1,0,0,0,0,2
"1346829",1,5,1,2,4,2,1,0,1,0,6
"1307956",2,0,1,0,1,0,1,1,0,0,1
"262177",2,3,0,1,0,0,1,4,3,1,1
"46242",2,0,0,1,0,0,1,1,0,1,0
"28288",2,2,0,2,0,1,2,1,0,0,1
"307467",1,3,0,0,0,0,2,0,0,0,0
"10456",1,1,0,4,1,0,0,0,1,1,0
"332054",1,2,0,3,2,0,1,0,0,0,0
"224399",1,1,0,0,0,0,0,1,1,1,1
"74660",1,0,0,0,0,0,1,0,0,1,0
"208973",1,0,8,0,0,0,1,0,0,0,0
"1592335",1,0,0,0,0,0,0,0,0,0,0
"1307954",1,0,0,0,0,0,0,0,0,0,1
"98383",2,0,0,1,0,0,1,0,0,0,0
"1750712",2,0,0,0,0,0,0,0,1,1,0
"1986290",1,0,0,0,0,0,0,0,1,0,0
"56947",1,1,0,0,0,0,0,1,0,0,1
"2169615",1,0,0,0,0,0,0,0,0,0,0
"1921823",1,0,0,0,0,0,0,0,0,0,0
"333750",1,0,3,0,0,0,0,0,0,0,0
"334211",1,0,0,0,0,0,0,0,0,0,0
"1507401",1,0,0,0,0,0,0,1,0,0,1
"10806",1,0,0,0,0,0,0,0,0,0,0
"367850",1,0,0,0,0,0,0,0,0,0,0
"932070",1,0,0,0,2,1,0,0,1,0,0
"263793",1,0,0,0,0,0,0,0,0,0,0
"1618233",1,0,0,0,0,0,0,0,0,0,0
"2011080",1,0,0,0,0,0,0,0,2,0,0
"2734333",1,1,1,0,0,0,1,1,0,0,0
"2072209",2,0,1,0,0,0,0,0,0,1,0
"1654582",1,0,0,0,0,0,0,2,0,0,0
"2057187",1,0,0,0,0,0,0,0,0,0,0
"39640",1,0,5,0,0,0,2,0,0,0,0
"53988",1,0,0,0,0,0,0,0,0,0,0
"419435",1,0,1,0,0,1,0,0,0,1,0
"342409",3,0,2,2,1,0,1,1,0,1,1
"346883",1,0,0,0,0,0,0,0,0,0,0
"346884",1,0,2,0,0,0,0,0,0,0,0
"351054",1,0,0,0,0,0,0,0,0,0,0
"2776735",2,1,2,0,2,0,2,0,0,0,0
"1619215",1,0,0,0,0,0,0,0,0,0,0
"687342",1,0,0,0,0,0,0,0,0,0,0
"1123964",1,0,0,0,0,0,0,0,1,1,1
"858422",0,0,5437,3483,1526,0,4397,2545,0,0,0
"40137",0,0,0,0,0,0,0,0,0,0,0
"531813",0,556,3365,862,502,492,351,465,591,528,765
"33047",0,0,0,0,0,0,4,0,0,0,0
"35806",0,0,0,0,0,0,0,0,0,0,0
"92945",0,225,0,312,203,182,0,214,263,0,330
"88688",0,981,2835,1828,951,748,0,843,1268,1122,1735
"80869",0,432,1142,0,362,340,379,423,556,320,633
"757424",0,0,0,0,0,0,0,0,1,0,0
"847",0,66,311,89,62,65,50,72,63,58,86
"942513",0,2,3,0,0,0,0,0,0,0,1
"40216",0,19,0,0,0,11,0,0,0,0,0
"28090",0,0,0,0,0,13,0,0,0,0,21
"283686",0,0,0,0,0,0,0,0,0,0,0
"413503",0,36,72,0,0,0,0,35,48,0,0
"1920116",0,0,0,0,0,0,0,0,0,0,0
"1334193",0,0,0,0,0,0,0,0,0,0,0
"623",0,0,0,0,6,5,6,7,0,4,4
"28151",0,0,0,0,0,0,0,0,0,0,0
"614",0,0,0,0,0,0,0,0,0,36,0
"552",0,54,0,0,0,0,0,0,0,39,0
"118117",0,1,2,0,1,0,0,3,2,0,2
"69223",0,0,224,150,87,99,87,93,120,81,0
"204039",0,0,0,0,0,0,0,0,0,0,0
"636",0,122,216,0,98,108,0,0,146,0,0
"569",0,0,0,0,0,0,0,0,0,0,0
"587",0,0,102,0,32,28,31,24,0,21,36
"582",0,0,0,0,0,0,0,105,132,74,152
"114185",0,0,0,0,0,0,0,0,0,3,0
"2785913",0,2,1,3,0,0,0,3,3,2,1
"402882",0,1,7,12,4,2,2,1,2,0,2
"2490635",0,5,4,2,1,2,5,2,2,0,1
"43657",0,0,0,0,0,0,0,0,0,21,0
"654",0,0,0,0,0,0,0,0,0,0,0
"29494",0,0,0,0,0,0,0,0,0,65,0
"672",0,0,0,0,0,0,0,0,0,0,0
"777",0,0,0,0,0,0,0,0,37,0,0
"34067",0,0,0,0,0,0,0,0,0,0,0
"28110",0,0,0,6,0,6,2,1,0,1,0
"1869285",0,0,0,0,0,0,0,0,1,0,0
"1541743",0,0,0,0,0,0,0,0,0,0,0
"1972134",0,0,1,0,0,0,0,0,0,0,1
"209841",0,1,0,0,1,0,0,1,0,0,0
"85404",0,0,0,0,0,14,0,0,0,3,0
"729",0,0,0,0,0,0,0,16,28,16,33
"727",0,17,64,0,10,0,0,12,0,13,0
"732",0,0,0,0,8,0,0,0,0,9,0
"731",0,0,0,0,0,0,0,0,7,0,0
"697331",0,0,0,0,0,0,0,0,0,0,0
"45498",0,4,7,4,2,1,3,1,0,2,4
"1923",0,3,1,0,0,1,1,1,0,0,6
"68242",0,0,0,0,1,0,2,1,0,1,0
"394098",0,0,49,0,0,0,0,0,0,0,0
"165096",0,6,14,2,0,3,1,0,2,1,0
"227388",0,0,0,0,0,0,0,0,0,0,0
"216945",0,0,10,3,2,1,2,0,2,6,2
"324078",0,1,2,0,0,0,1,1,0,1,1
"85628",0,0,5,0,1,0,0,2,1,0,0
"409322",0,0,20,0,0,7,0,12,5,0,10
"64895",0,0,0,0,0,0,0,0,0,0,0
"28183",0,0,0,0,0,0,0,0,0,0,0
"174",0,11,0,8,5,8,0,0,12,13,0
"93466",0,0,0,0,0,0,0,0,0,0,0
"2676525",0,0,0,0,0,0,0,0,0,0,0
"160798",0,0,0,11,0,9,10,0,0,0,0
"859",0,0,0,0,0,0,0,0,0,0,0
"2234",0,13,0,0,0,0,0,0,0,0,0
"2684913",0,0,0,0,0,0,0,0,0,0,0
"498374",0,0,0,24,0,0,0,0,0,0,0
"2301714",0,0,2,0,1,3,0,0,3,2,1
"754044",0,0,0,0,0,0,0,0,0,1,0
"2250335",0,2,0,0,2,0,1,0,0,2,0
"2218618",0,1,0,0,0,0,1,0,0,1,1
"2003504",0,0,0,0,1,0,0,0,0,0,0
"2560488",0,3,2,0,1,0,2,1,3,2,1
"2170254",0,1,2,3,0,0,1,3,0,1,3
"205875",0,0,0,0,2,0,0,1,0,0,0
"1982256",0,0,0,0,0,0,0,0,0,0,0
"1188794",0,0,0,0,0,0,1,0,0,0,0
"1982153",0,0,0,0,0,0,0,0,0,0,0
"1982219",0,0,0,0,0,0,0,0,0,0,0
"2734253",0,2,3,1,0,1,0,2,1,0,2
"1623292",0,0,0,0,1,0,0,3,0,0,0
"2734271",0,0,0,0,1,0,1,1,2,1,1
"2733208",0,0,0,0,0,4,0,0,0,0,0
"1623284",0,9,0,0,5,7,0,10,0,0,4
"2696379",0,0,0,0,0,1,0,0,0,0,0
"238854",0,0,3,2,1,1,1,1,0,0,3
"2733124",0,0,0,0,0,0,0,0,0,1,1
"2734096",0,1,2,0,1,0,0,0,1,0,0
"2560689",0,0,2,2,1,0,0,2,0,0,0
"1737463",0,1,1,0,2,2,1,0,0,0,0
"2733115",0,0,0,4,0,0,0,0,2,0,0
"2484217",0,0,1,0,0,0,1,0,1,0,0
"1128071",0,0,0,0,0,0,0,0,0,0,0
"2560132",0,0,4,0,0,0,0,0,0,0,0
"2169963",0,4,1,0,0,6,2,0,1,1,0
"2732920",0,0,92,0,0,0,0,0,1,0,1
"2732933",0,0,1,0,0,0,1,2,0,0,0
"1910931",0,2,2,0,0,0,1,1,1,1,0
"1980928",0,0,0,1,0,0,0,0,0,0,3
"2175602",0,0,0,0,0,0,0,0,0,0,0
"2733979",0,0,0,0,0,0,0,0,0,0,1
"2732016",0,0,1,0,0,0,0,0,1,0,0
"62098",0,1,0,0,1,1,0,0,0,1,0
"97195",0,0,1,0,0,0,1,0,1,0,0
"10537",0,0,0,0,0,0,0,0,0,0,0
"1273747",0,2,4,6,0,2,2,1,0,0,3
"2560252",0,0,0,0,0,0,0,0,0,0,0
"332096",0,0,0,0,0,0,0,0,0,0,0
"10454",0,0,0,23,92,3,0,1,67,19,1
"58094",0,0,1,0,0,0,0,1,0,0,0
"1986291",0,0,0,0,0,0,0,0,0,0,0
"935650",0,0,1,0,0,0,0,0,0,0,1
"1507984",0,0,0,0,0,0,0,0,0,0,0
"512792",0,0,0,0,0,0,0,0,0,1,0
"71253",0,1,0,0,0,0,0,0,1,0,0
"122866",0,0,0,0,0,0,0,0,1,0,0
"1178537",0,1,8,1,11,0,4,1,4,3,5
"271881",0,0,22,0,3,0,0,1,0,0,1
"2685106",0,0,0,0,0,0,3,0,2,0,2
"150055",0,0,4,0,0,0,0,0,1,0,3
"1433513",0,1,2,3,3,0,1,1,1,1,2
"2633649",0,0,0,0,0,0,1,0,2,0,2
"29323",0,1,4,0,0,0,0,0,0,0,0
"413888",0,1,8,2,1,1,7,3,0,3,5
"1287640",0,3,2,0,2,3,0,1,6,1,3
"1541975",0,0,0,0,0,0,0,0,0,0,0
"171632",0,0,5,2,1,1,1,1,1,1,1
