"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"1215031",16,13,10,61,19,8,10,10,14,5,11
"2636778",203,65,123,1908,127,116,89,98,112,176,610
"28031",64,16,38,396,54,15,26,15,26,45,58
"1421",37,19,29,208,23,26,19,18,23,35,41
"2086577",45,25,64,3586,23,63,46,29,66,73,900
"1145276",5,0,2,20,1,1,5,2,1,1,3
"746691",60,130,497,946,136,154,176,41,278,201,202
"182710",57,221,120,5022,63,61,53,161,243,111,944
"2052660",67,30,41,626,41,34,33,35,49,46,103
"2620237",97,68,69,1526,73,59,59,61,122,111,342
"163877",61,14,14,679,33,18,20,23,43,31,109
"1482",38,26,24,1212,32,21,12,24,41,30,216
"2017483",47,17,23,789,26,11,17,26,66,43,142
"302167",13,7,6,132,9,8,5,9,15,7,37
"1473",21,2,2,263,2,4,2,10,5,0,78
"1398",210,161,158,537,215,108,102,136,110,122,71
"665099",760,1048,2068,33705,143,1589,1138,376,1762,1150,2447
"859143",49,30,31,712,39,29,39,39,63,75,332
"2639704",55,38,37,244,48,37,33,33,32,53,37
"247480",35,27,29,230,38,23,18,48,30,39,44
"294699",34,31,45,194,35,29,26,35,22,35,33
"33934",26,22,13,136,25,10,13,12,13,26,28
"198467",3,2,2,22,5,2,2,0,4,4,2
"196180",2,0,1,16,3,3,3,4,3,3,2
"255247",205,31,61,286,86,92,56,38,56,42,44
"1221500",46,26,24,208,44,26,26,40,28,26,42
"386490",1903,548,732,3944,128,740,346,450,116,581,346
"402384",30,15,19,564,27,18,18,19,43,19,100
"45668",52,15,20,586,26,24,17,25,33,26,105
"1570",46,13,21,622,24,24,12,17,33,27,122
"2614679",62,36,51,512,41,48,37,30,60,27,160
"1472767",31,24,36,713,31,14,15,31,64,26,283
"35841",42,44,25,355,71,31,59,28,41,52,70
"1230341",85,36,63,291,70,56,27,38,40,70,61
"1295642",50,38,38,118,47,31,26,56,24,27,21
"1426",3,15,14,43,11,20,15,14,6,4,15
"153151",10,3,2,24,5,2,1,8,1,5,4
"2625209",62,35,55,1100,54,28,32,28,189,71,256
"2628296",71,36,42,619,51,49,30,31,71,57,92
"2651280",82,25,27,321,48,13,15,17,40,26,57
"2283160",59,30,55,366,36,28,26,29,60,36,65
"2636677",17,2,7,98,8,4,2,4,5,5,12
"2636913",51,25,35,504,42,28,20,22,36,35,65
"33936",42,37,27,276,39,21,33,37,37,33,46
"1532552",56,34,24,329,39,28,46,31,44,38,62
"1449",16,20,19,705,37,6,13,13,17,22,126
"2594883",34,13,21,387,31,14,18,13,40,28,76
"1467",43,22,33,520,25,19,30,31,35,47,67
"2213194",35,15,31,390,23,15,11,13,34,19,65
"1028381",0,0,0,1,1,0,0,1,0,0,0
"185978",8470,3742,4776,15576,5743,3579,3705,4170,3015,6090,3694
"61624",1470,623,883,1305,1135,732,739,693,510,1089,345
"2704462",696,336,438,762,586,310,283,426,232,458,149
"44251",352,167,234,418,507,168,166,214,105,180,75
"2704463",318,199,230,452,358,185,171,234,124,243,86
"49283",337,222,287,491,351,248,183,280,159,302,63
"562959",345,220,254,629,330,212,1159,380,137,989,108
"1126833",336,185,185,432,296,166,148,204,120,235,88
"79263",262,138,159,436,256,174,136,196,101,205,74
"375489",240,125,166,408,253,137,116,143,91,186,226
"1870820",205,132,175,1300,226,114,134,159,68,458,525
"169760",221,129,184,390,226,164,120,158,97,222,81
"1406",303,78,101,632,196,80,113,115,117,117,113
"248903",733,131,112,867,194,98,171,238,116,204,386
"2495582",181,98,156,344,188,126,91,132,84,128,54
"365617",205,92,137,235,184,124,90,124,66,145,39
"682956",206,49,47,155,183,32,51,53,45,52,22
"414771",176,98,114,254,164,80,85,105,55,102,49
"162209",157,103,142,448,154,110,92,125,91,114,63
"2509456",187,71,98,344,142,70,80,73,50,78,60
"2044880",149,85,97,276,142,77,66,94,59,87,48
"2707005",148,67,97,226,107,96,65,61,41,51,55
"1619311",126,70,88,171,100,87,59,81,35,109,32
"1462996",90,59,68,255,99,61,70,77,42,91,53
"160799",110,75,69,173,94,42,65,63,42,48,30
"1178515",100,60,67,247,93,54,64,65,43,80,29
"1473112",116,44,83,206,91,49,50,78,53,65,51
"44250",85,39,57,242,90,54,35,64,41,73,28
"189425",89,59,44,126,79,30,52,48,25,57,24
"1616788",108,30,78,198,79,62,58,73,36,54,28
"1338368",92,39,44,247,74,34,29,36,49,52,46
"1401",179,192,233,1745,72,174,218,99,72,380,331
"683737",86,37,46,195,69,47,45,72,43,85,40
"1778678",102,29,57,208,67,34,38,30,27,44,30
"1464",68,34,37,214,63,25,31,38,32,52,25
"189426",50,25,24,130,59,23,17,31,17,34,44
"172713",88,24,47,116,58,34,37,41,30,69,16
"198119",96,41,36,132,50,31,33,35,31,44,30
"1712516",83,31,46,246,50,36,35,36,41,57,47
"528191",177,24,30,85,39,37,31,23,16,40,14
"159743",96,19,17,99,38,17,22,31,18,25,13
"253703",34,15,14,131,33,11,15,22,17,20,23
"128574",61,23,39,85,28,27,30,29,25,33,24
"1763538",54,23,24,137,27,25,34,19,18,27,30
"59893",41,12,8,28,18,9,5,8,3,8,5
"59843",19,4,5,94,12,3,7,10,3,9,23
"2684853",1447,473,601,1103,1023,482,518,509,283,525,176
"51101",290,191,253,703,320,195,162,229,116,267,79
"1393",236,127,195,1268,210,127,120,140,73,127,98
"54911",174,271,144,4706,146,126,362,307,54,184,298
"1465",72,22,34,263,43,31,24,27,54,58,46
"54913",32,13,23,188,30,18,12,17,10,23,23
"2636738",854,468,553,1748,776,455,398,523,349,576,468
"2674991",623,365,381,768,523,337,324,415,225,432,123
"2507935",73,27,29,169,57,25,24,39,35,34,38
"377615",887,552,603,1101,903,466,457,607,324,683,132
"2583377",636,359,462,721,557,378,361,438,229,477,98
"55079",138,118,156,579,145,110,131,119,148,156,121
"1471761",341,4250,134,300,11585,122,328,5081,223,372,89
"714067",217,375,129,222,221,104,147,377,65,127,73
"1380685",42,46,24,135,52,16,17,41,19,26,28
"2490858",303,180,210,210,267,171,171,188,111,239,21
"2026",160,172,49,1127,156,60,107,144,32,64,77
"37482",112,301,108,234,131,74,151,111,94,108,42
"405212",1190,662,907,876,1126,700,624,847,437,829,143
"471514",257,163,211,301,234,137,175,202,102,174,28
"2622400",100,56,92,166,119,70,80,85,45,91,29
"1903704",608,444,539,1149,662,401,353,494,258,523,137
"1214604",224,135,161,465,213,144,131,212,132,183,64
"2055160",222,124,132,151,181,118,101,156,77,141,22
"33943",130,67,101,120,115,78,66,56,57,64,7
"2677223",80,71,76,119,95,60,50,68,34,53,20
"2662419",162,98,134,444,165,112,87,103,91,106,54
"1038856",117,72,92,214,115,54,59,87,43,91,16
"1499687",68,40,50,169,66,41,31,48,33,47,22
"200991",61,41,67,90,64,38,31,38,16,28,13
"1176255",59,41,38,85,52,28,21,23,16,36,8
"192421",25,28,18,99,44,19,18,23,13,16,10
"161360",27,17,13,135,27,13,13,21,6,14,16
"414778",15,6,18,123,21,12,13,16,11,13,14
"1302659",9,13,15,94,14,9,11,9,13,10,22
"1215089",20,11,16,79,13,13,8,14,10,18,6
"1374",6,6,5,16,5,0,6,4,6,4,1
"1598147",2,3,1,28,2,3,2,4,4,7,2
"2647733",128,65,63,823,129,63,61,79,76,114,111
"1571",100,60,87,438,95,53,56,54,57,48,64
"298596",22,12,19,170,19,9,20,11,24,24,19
"1474",11,4,9,130,15,10,6,8,17,18,14
"1476",5,2,1,42,5,1,16,6,6,7,4
"76853",214,50,28,607,122,49,29,41,24,59,244
"2637870",35,14,16,251,29,8,15,10,31,26,50
"51173",23,35,22,305,57,11,22,18,22,16,79
"367743",25,17,15,225,43,24,23,17,18,22,57
"459472",154,48,45,207,84,44,34,55,39,54,22
"417367",62,44,44,252,41,37,30,41,33,31,46
"2642018",16,9,17,196,17,11,16,10,19,19,36
"2644826",33,27,41,142,32,21,11,8,14,13,48
"1650",12,6,11,139,20,1,16,11,6,15,20
"1508404",58,46,28,208,48,24,27,26,26,26,32
"241244",31,8,18,201,22,8,20,15,15,25,31
"2617942",37,8,23,258,19,12,19,10,23,23,55
"1282",69,31,36,143,43,36,37,34,26,21,30
"1280",56,41,36,378,39,35,36,42,34,43,111
"1283",25,11,20,93,22,9,13,15,14,17,20
"214473",10,1,14,1068,22,7,8,10,26,4,123
"1288",24,10,217,72,18,110,6,6,5,8,32
"91994",21,11,14,129,17,13,9,11,19,16,56
"2815305",28,17,25,106,16,24,19,13,20,7,28
"170573",12,5,9,73,15,11,8,8,7,14,10
"155085",17,4,8,43,14,11,5,9,4,8,7
"45972",15,7,7,45,13,8,11,8,1,9,15
"2044912",12,10,7,49,13,5,8,9,8,14,7
"29388",10,4,8,64,13,5,8,5,5,4,9
"1290",9,8,12,91,13,4,7,11,10,6,13
"29378",10,8,7,132,12,3,7,6,10,6,161
"28035",12,7,8,53,12,7,4,6,6,9,9
"70255",9,7,1,22,12,3,4,4,3,2,6
"1294",13,1,4,38,12,7,7,2,3,4,11
"33028",11,4,9,58,11,3,1,2,3,5,8
"46126",11,5,9,65,11,7,3,6,3,5,13
"2282419",7,5,16,40,10,12,4,9,10,7,38
"1292",8,0,0,22,10,4,4,5,4,2,2
"985762",9,1,4,37,9,1,5,6,6,3,3
"29385",13,5,11,153,9,6,10,7,14,11,53
"1295",8,3,7,22,9,2,6,7,3,7,8
"1286",10,4,6,73,9,7,2,6,7,9,12
"308354",20,9,8,92,8,1,9,3,10,8,14
"29379",11,13,10,49,7,5,0,6,3,8,7
"1284",12,2,4,245,7,3,1,8,54,5,86
"46127",15,1,0,64,7,4,6,1,8,10,8
"29382",5,6,6,110,7,5,1,5,7,7,31
"29384",9,3,4,31,6,5,4,7,5,3,22
"985002",3,0,1,7,5,1,1,0,1,1,0
"29380",6,3,4,37,5,2,2,6,2,2,6
"2781774",10,2,3,31,5,0,1,7,9,1,9
"1654388",1,3,1,19,4,2,1,0,5,5,6
"1281",10,2,3,42,4,4,1,6,4,6,8
"61015",14,3,3,26,3,2,3,5,5,10,7
"246432",4,6,7,47,3,3,2,1,3,2,6
"1461582",29,19,42,199,78,26,18,26,15,29,72
"946432",14,2,8,101,6,11,5,8,8,6,34
"69966",17,7,12,71,24,4,6,7,14,13,9
"1855823",28,14,19,105,23,20,18,18,16,14,23
"2619255",0,0,0,8,3,1,0,1,2,0,0
"1903056",3,2,0,38,1,1,1,2,0,1,19
"1296",53,50,520,368,20,192,30,12,36,34,239
"71237",24,1,5,74,14,4,4,4,5,9,12
"42858",9,4,8,297,10,3,5,10,18,9,412
"150056",3,1,3,25,5,0,8,7,3,6,3
"643214",13,1,4,54,5,6,6,4,1,6,6
"407035",41,30,37,377,32,17,27,27,17,26,185
"1817405",3,3,6,110,11,5,3,4,9,10,28
"33986",528,286,307,851,449,276,235,321,200,371,132
"1378",34,22,19,167,33,27,29,23,23,35,24
"1639",77,32,35,1671,44,36,24,44,72,63,447
"1638",28,7,12,117,18,10,2,15,12,13,16
"1006155",27,7,9,69,18,7,12,13,10,10,8
"1640",13,5,9,39,13,4,6,7,6,10,16
"1641",14,14,12,95,13,10,14,12,8,10,18
"1642",10,5,5,277,10,5,5,5,37,7,81
"2642072",6,7,14,114,10,9,7,9,12,18,12
"1643",11,5,7,107,5,3,2,6,9,9,13
"2756",12,5,5,84,14,5,6,11,12,5,8
"269673",71,44,43,158,81,51,31,49,37,44,21
"1584",126,61,75,110,118,75,69,50,35,67,27
"2620435",44,8,20,71,38,13,13,24,15,17,9
"47770",12,6,9,251,16,5,6,7,7,10,76
"227945",6,3,5,21,13,1,2,0,8,2,5
"83683",8,7,0,9,11,3,3,0,3,3,2
"1579",9,5,7,12,10,2,4,4,5,1,3
"33959",16,11,11,115,10,9,7,8,4,6,47
"1600",8,1,7,31,9,6,8,5,0,5,5
"109790",8,8,5,30,9,3,6,5,3,1,2
"147802",8,0,6,27,8,4,11,8,4,13,7
"303541",7,5,1,14,8,3,8,4,3,1,2
"1587",5,3,10,35,8,4,2,6,6,8,39
"1604",20,3,12,27,6,6,5,5,6,12,30
"1218494",1,1,1,13,6,6,1,2,0,0,0
"267818",11,3,2,7,5,2,3,4,4,5,1
"1218493",3,2,2,12,5,2,2,1,1,3,5
"2269374",3,0,2,12,5,5,3,8,1,5,1
"1596",4,4,3,12,4,4,2,1,1,1,0
"508451",3,0,2,13,2,1,1,4,2,0,2
"2107999",2,2,1,1,1,3,0,2,1,1,0
"267363",103,60,92,79,101,51,51,63,40,76,13
"1580",81,43,66,70,73,46,45,44,17,39,14
"2292255",39,20,24,32,27,17,16,21,15,26,8
"637971",17,10,25,38,26,12,11,13,7,19,2
"1613",92,53,95,74,69,125,35,54,40,71,15
"35787",78,62,83,75,69,60,33,52,32,40,19
"97478",42,16,34,36,40,28,22,27,12,16,7
"1598",22,10,19,169,24,11,13,20,12,18,52
"227942",6,10,9,18,8,8,10,10,3,5,4
"1633",2,4,1,37,6,2,2,4,5,2,19
"104955",4,4,2,13,6,5,2,6,5,3,1
"1582",24,19,20,43,52,18,11,12,10,31,4
"47715",36,23,20,68,42,34,27,34,10,17,5
"88233",28,8,21,43,29,14,8,25,7,14,6
"1597",19,15,22,34,26,13,9,16,9,17,3
"57037",16,17,9,21,16,10,4,14,6,11,1
"1583",24,7,173,329,39,155,12,11,5,6,45
"137591",16,7,29,114,22,41,8,12,6,7,8
"2506420",22,11,16,30,22,8,9,15,11,12,7
"155866",18,11,12,22,14,8,6,8,3,11,2
"1631871",5,4,8,30,14,0,1,2,2,2,7
"46256",4,1,1,14,13,2,4,3,3,2,3
"1162633",11,1,4,16,12,0,1,7,2,5,0
"759620",8,3,6,21,7,8,4,5,5,5,6
"1629",16,14,5,22,6,0,6,5,5,3,6
"1249",6,10,9,61,4,13,5,0,6,5,8
"2683241",2,2,2,5,1,1,2,4,2,1,4
"304207",103,53,68,127,100,44,61,69,40,59,12
"1589",51,20,24,75,52,22,29,31,15,27,10
"1590",28,25,30,107,26,39,48,37,46,20,2
"60520",14,7,14,26,18,10,7,12,1,4,3
"1245",16,11,22,34,18,8,8,3,3,12,3
"1244",11,2,11,26,10,6,4,3,2,10,3
"1246",8,6,9,23,8,3,8,10,4,7,0
"1252",5,4,2,8,8,2,2,4,2,2,1
"33964",1,2,14,3,7,2,3,3,0,1,1
"1511761",2,6,2,6,5,4,3,7,1,1,1
"33968",5,7,41,24,3,5,4,2,3,3,0
"136609",0,0,1,1,1,0,0,0,0,0,0
"1622",6,3,6,20,13,7,12,5,1,6,1
"1623",16,14,16,37,13,8,12,15,7,14,6
"1624",23,12,7,105,12,13,12,9,17,8,94
"1605",10,1,14,12,11,16,6,4,5,11,1
"228229",6,8,4,25,9,3,8,7,3,6,5
"89059",13,9,12,22,7,5,5,9,2,5,4
"1601",16,2,5,20,4,8,2,2,7,11,9
"1581",17,15,13,26,26,12,5,12,5,11,6
"152331",9,9,10,18,11,11,3,13,5,6,1
"1588",19,7,8,42,10,2,6,5,7,12,2
"33962",11,8,11,16,8,6,7,7,3,9,4
"1138822",4,5,3,8,7,5,3,6,3,2,1
"1255",7,6,10,22,19,1,4,7,8,12,6
"1670797",23,9,13,40,17,14,8,20,4,12,7
"114090",2,4,1,23,11,3,3,4,4,6,1
"51663",2,6,8,19,9,2,4,10,2,4,6
"187452",6,5,4,14,4,1,3,9,10,5,5
"1599",38,12,15,72,27,12,3,12,11,9,9
"164393",13,7,10,19,14,5,1,6,10,5,3
"28038",13,11,11,24,10,6,15,16,4,15,4
"60519",5,4,3,22,3,5,3,7,3,5,2
"2203724",16,5,5,16,22,12,2,10,6,5,0
"1247",7,6,2,15,16,6,4,9,2,8,2
"336988",13,4,12,17,14,6,4,12,5,4,4
"2636988",6,4,5,22,3,0,6,3,4,6,2
"1847728",10,4,7,17,10,2,4,1,1,1,0
"938155",3,1,10,4,6,2,3,5,0,2,2
"1612",1,1,4,7,5,4,4,4,0,4,1
"2304606",7,5,5,14,5,2,3,3,3,9,1
"1602",13,3,2,11,4,4,3,6,3,3,1
"83526",12,5,5,10,4,2,6,9,4,1,0
"392416",3,4,4,20,4,1,1,1,1,1,1
"2714036",2,3,5,9,4,4,4,4,2,2,0
"1007676",8,1,5,37,2,2,1,8,3,6,2
"1074467",4,0,7,13,2,1,2,6,2,4,2
"1607",14,8,11,38,21,16,4,9,11,11,3
"1610",15,9,12,47,18,16,10,17,11,23,7
"375175",20,11,6,16,12,12,5,9,4,5,3
"240427",31,23,27,30,26,26,10,15,20,14,4
"176292",18,2,11,18,13,5,4,3,3,7,1
"231049",25,10,17,58,30,18,9,18,5,16,4
"468911",10,5,14,26,11,5,3,5,6,3,2
"82688",4,1,6,26,8,7,2,6,2,3,4
"1618",11,4,1,37,2,1,4,3,6,7,5
"1720083",4,1,7,30,15,5,4,7,11,13,5
"1296540",5,8,7,9,7,6,5,5,5,2,1
"293371",4,4,3,20,4,0,4,3,2,3,4
"1193095",9,2,8,15,3,2,1,3,1,8,1
"1614",1,1,2,16,4,0,4,1,5,3,4
"53444",6,4,0,12,3,1,3,2,4,3,1
"1625",2,4,3,11,1,0,1,1,0,0,2
"51664",10,6,2,48,10,0,1,5,1,7,2
"148814",8,3,1,14,4,1,1,1,0,4,3
"2419772",9,7,2,25,3,2,3,0,3,1,3
"1603",6,9,8,29,8,7,8,10,3,7,4
"1303590",13,2,3,21,5,5,2,8,5,6,6
"2608887",38,20,31,104,55,37,24,39,22,28,8
"1307",67,35,41,142,42,25,31,36,25,33,19
"119603",21,11,12,83,40,20,19,23,16,17,9
"2173853",25,10,14,32,24,15,14,17,8,22,2
"1305",38,19,42,73,24,27,22,23,16,20,11
"1303",22,13,14,71,23,12,10,13,5,17,10
"671232",15,2,12,35,22,5,15,7,15,11,3
"1302",10,12,13,40,21,8,8,16,4,7,2
"1308",14,8,10,17,20,2,6,8,5,12,2
"1310",13,8,6,20,14,1,7,6,10,6,1
"1313",17,10,20,44,14,9,9,14,4,7,2
"1309",10,1,7,30,14,7,6,8,1,10,1
"1811193",10,12,0,25,12,3,2,10,1,3,2
"28037",17,12,10,26,12,6,12,9,12,13,3
"1335",12,7,8,37,11,6,6,3,6,6,3
"1340",13,3,5,22,11,8,4,5,4,5,0
"1329",6,4,2,17,10,6,2,0,3,2,1
"1341",14,10,10,17,10,5,3,7,7,4,4
"1304",13,7,12,20,10,10,6,9,3,6,2
"1314",15,13,11,44,10,12,9,15,8,18,3
"1318",5,4,3,25,9,5,0,5,2,6,1
"1326",8,6,4,12,8,4,4,3,8,1,3
"45634",19,12,10,40,8,12,12,10,2,10,1
"82348",8,1,6,21,8,6,6,10,3,4,3
"315405",6,4,2,8,7,0,6,9,1,7,0
"1888195",10,7,9,19,7,1,3,3,2,0,1
"1825069",4,3,3,6,7,0,3,5,1,2,1
"1349",15,0,6,34,7,5,1,6,6,4,4
"1348",3,2,1,19,7,5,3,5,5,4,3
"1111760",4,0,5,10,6,1,0,0,2,3,1
"400065",6,6,9,17,6,2,8,5,2,1,2
"361101",9,8,11,18,6,5,7,4,3,3,2
"149016",2,0,3,32,6,0,0,5,2,2,5
"257758",3,0,2,4,5,3,2,2,0,2,0
"113107",6,6,5,13,5,4,4,5,1,3,0
"2021971",7,3,5,24,5,2,7,3,3,4,3
"1345",13,17,19,31,5,18,17,11,7,10,2
"2490633",1,0,0,2,4,1,1,1,0,0,0
"1814128",9,2,3,14,3,1,1,4,1,4,4
"102684",0,1,0,5,2,1,1,1,0,1,1
"2382163",1,2,1,4,2,0,1,1,0,1,1
"1343",2,2,1,7,2,1,1,2,2,1,0
"1917441",1,2,1,0,2,2,0,0,0,2,0
"33040",0,0,0,1,2,0,4,1,0,0,0
"1311",2,0,1,50,2,0,1,4,3,3,28
"1346",10,1,5,24,2,1,3,1,3,4,3
"197614",0,0,1,1,1,0,0,0,0,0,0
"1363",18,20,16,42,25,6,9,10,10,16,4
"1359",32,12,9,31,24,16,9,9,8,6,5
"1358",18,12,41,58,19,17,8,12,11,10,7
"1366",14,15,12,23,16,8,5,12,7,14,4
"2419773",4,3,2,23,9,7,3,6,0,2,1
"1151742",8,8,8,22,8,2,4,5,2,3,3
"2643510",9,7,5,12,8,5,5,6,1,6,4
"1364",4,4,4,10,2,1,2,1,2,3,1
"2749961",1,0,0,2,1,2,0,1,1,2,0
"33945",31,19,20,91,38,34,11,19,15,26,14
"160453",22,13,19,46,26,12,9,20,4,14,5
"1351",32,17,42,138,25,24,16,23,20,16,18
"37734",34,35,87,122,20,65,11,17,8,8,10
"1352",19,6,16,216,19,4,6,16,20,13,83
"1354",16,13,11,96,17,6,5,9,11,15,25
"53346",20,7,13,71,17,8,9,13,5,13,6
"53345",13,6,10,44,16,5,3,9,4,8,7
"118060",14,8,8,73,16,14,4,7,4,5,5
"1805431",9,8,9,37,13,7,2,8,3,5,3
"44008",22,8,15,83,10,10,4,9,9,14,78
"2005703",15,6,7,40,8,12,5,8,11,8,9
"417368",8,5,6,36,7,4,1,6,1,5,6
"2608891",5,2,7,13,7,8,2,2,3,5,2
"1353",13,1,3,4,6,1,4,0,0,3,0
"357441",1,0,0,0,1,0,1,0,0,0,0
"2571750",6,4,8,41,11,4,3,3,3,9,7
"218144",4,4,6,31,10,10,1,4,7,4,6
"2714946",3,2,6,41,9,1,9,5,3,2,6
"2648499",5,5,7,37,7,3,3,3,2,9,4
"519472",4,3,5,68,6,5,7,3,3,5,10
"2714947",19,1,4,27,6,8,3,8,6,8,6
"633807",13,0,8,31,4,2,6,3,6,3,10
"51669",10,6,7,60,11,4,13,6,14,6,19
"290335",15,3,3,30,9,6,0,5,5,7,3
"526944",6,3,6,42,4,8,6,6,4,1,3
"33970",11,22,10,50,9,14,23,12,5,12,6
"119206",35,16,26,78,28,22,16,20,16,26,8
"1376",16,8,22,48,22,14,8,15,12,9,1
"51665",8,6,10,145,20,11,5,12,3,2,51
"1377",10,1,10,34,18,7,2,5,2,7,4
"87541",7,6,6,26,11,8,7,9,3,6,4
"128944",16,8,10,26,4,4,5,4,1,7,3
"46125",13,10,12,40,21,17,13,10,12,18,4
"2036206",18,3,16,28,17,4,6,6,6,13,2
"2748",18,9,12,66,19,6,10,12,12,8,9
"257487",23,12,17,99,18,11,9,10,12,19,18
"2751",24,5,9,71,8,6,8,13,8,12,15
"147709",4,4,4,28,7,5,2,5,4,3,4
"1868793",13,6,3,308,13,8,3,9,6,11,152
"2496265",9,8,5,86,11,4,7,6,3,11,10
"1868794",3,7,1,170,10,0,1,3,3,5,26
"708126",7,3,3,50,4,2,5,3,3,11,8
"2621505",7,4,1,60,3,0,2,5,2,2,9
"29394",28,13,28,91,23,6,9,16,6,20,8
"2632303",10,11,2,112,9,2,1,8,8,5,8
"73918",4447,2531,3227,2718,3383,2716,2073,2569,1409,2511,404
"28033",2,2,2,0,1,2,1,2,2,1,0
"1297617",357,194,270,239,259,237,157,204,96,161,42
"2610894",204,106,149,192,139,150,103,99,82,101,20
"2086584",130,79,90,90,113,63,62,90,51,83,16
"2060094",86,54,73,130,67,49,53,51,26,53,20
"86331",15,26,21,41,19,12,10,14,15,11,4
"178898",74,43,46,74,57,38,32,39,19,54,6
"1981510",10,6,4,26,24,6,8,8,4,6,2
"853",718,402,648,741,747,514,331,458,290,447,96
"292800",571,336,413,393,438,354,275,347,177,334,63
"2643836",321,199,266,372,374,216,167,263,120,235,44
"2629304",275,131,194,212,211,147,129,149,84,168,32
"351091",168,92,113,137,159,95,74,82,58,93,14
"253239",273,151,205,302,297,195,122,205,106,199,31
"1550024",330,164,261,221,264,201,184,187,105,173,27
"1677857",18,66,4,42,142,8,32,40,6,10,6
"288965",23,22,13,43,34,5,31,26,7,7,13
"1515",29,30,17,34,33,12,20,26,9,14,6
"1796620",189,111,175,141,163,165,139,120,66,118,20
"1161942",75,38,55,69,73,39,31,43,28,41,6
"1264",23,14,23,57,30,18,16,28,20,14,4
"1160721",10,7,11,17,15,9,8,8,4,14,0
"2608920",12,9,12,24,13,7,4,7,6,7,4
"1521",42,13,7,344,40,5,5,18,3,11,22
"2488810",22,8,16,90,36,9,9,21,4,12,10
"84032",62,28,25,46,70,27,27,50,15,27,9
"1510",22,28,23,39,37,21,13,23,8,36,3
"884684",9,5,5,41,23,2,9,10,8,12,4
"236753",4,6,8,16,12,3,5,1,6,5,5
"2093857",29,3,13,13,9,14,15,10,7,9,3
"2614128",236,100,150,596,339,101,128,157,129,131,69
"36745",75,12,22,55,120,15,23,37,19,15,11
"1491",77,53,55,236,95,44,87,62,70,47,17
"1520",62,22,33,72,65,26,32,30,95,45,15
"1502",71,25,39,204,58,28,32,45,32,48,39
"1501",39,14,25,83,57,27,21,29,38,27,8
"1534",47,12,20,107,46,14,11,20,19,22,15
"169679",26,10,10,41,36,7,12,21,16,14,2
"1492",39,13,22,67,30,11,21,20,18,13,23
"1716543",27,20,22,49,28,17,19,21,50,23,8
"36845",41,13,27,138,26,18,16,32,6,17,10
"84022",18,10,11,61,22,4,11,13,4,14,2
"238834",10,8,10,48,21,9,16,8,15,12,7
"1497",10,12,12,46,19,8,10,10,5,11,7
"223919",13,14,11,3,19,12,1,6,3,6,1
"1513",18,9,10,36,18,9,12,10,12,7,3
"1488",14,9,4,30,17,1,3,9,5,12,6
"1493",23,10,18,39,17,14,8,9,49,17,4
"217159",31,4,9,26,17,8,10,9,14,8,0
"1542",11,2,9,20,17,4,3,3,5,4,1
"1519",20,4,15,45,17,10,11,12,7,13,5
"29341",33,21,23,48,16,33,19,19,26,32,9
"1561",17,9,6,47,13,2,9,9,8,15,4
"332101",7,3,3,26,13,4,2,11,5,16,2
"94869",13,2,12,52,13,5,4,14,14,12,5
"1494",7,2,1,71,12,2,1,2,7,7,7
"394958",9,1,5,22,12,0,2,5,0,10,2
"46867",8,2,5,11,11,5,6,6,7,11,1
"1548",13,3,6,18,9,2,2,7,6,4,4
"1216932",16,4,4,129,9,3,8,8,10,11,13
"1509",14,8,5,19,8,0,4,14,6,10,1
"1504",9,6,5,19,8,3,6,7,6,7,3
"182773",14,4,7,55,7,0,8,7,4,7,7
"2068654",11,5,1,18,7,2,5,4,10,7,3
"1538",6,1,2,1,2,0,3,2,3,1,1
"84023",1,0,1,11,1,1,4,1,3,2,1
"154046",110,62,84,138,129,53,47,57,42,62,12
"208226",12,15,11,73,29,9,2,13,17,13,10
"461876",53,13,44,278,28,13,6,21,7,33,41
"2638829",60,25,33,62,35,26,13,21,15,33,2
"2629145",36,21,15,27,30,14,8,24,15,10,2
"1424294",12,9,19,60,30,18,13,22,15,21,5
"2633479",13,5,8,41,20,7,5,8,5,3,6
"1498",10,0,1,16,10,5,5,5,3,4,4
"2619470",15,2,7,25,7,2,2,6,2,3,2
"116090",12,3,8,38,6,5,10,4,4,4,2
"471827",440,276,329,284,400,243,259,304,165,256,51
"1564",74,39,62,135,91,39,35,58,34,39,14
"1565",55,43,46,79,48,48,29,61,16,37,6
"1833852",35,20,27,63,32,24,18,32,18,27,8
"59610",16,21,22,40,26,16,15,17,24,18,6
"79209",50,23,24,64,83,11,11,36,24,11,6
"1563",41,21,24,64,55,19,24,49,12,21,5
"339862",43,25,30,70,38,17,29,39,13,17,2
"885581",41,20,30,84,36,17,15,29,12,28,4
"49338",83,40,50,138,88,33,42,67,22,31,15
"142877",24,13,13,41,31,18,6,19,8,15,4
